#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_17 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
HNRNPA2B1	ENSG00000122566	ENSG00000122566:26235332-26235529:target	0.18873541864;-0.234431957956;0.0181435757773	0.623374263713;0.973205319458;6.57011916255e-12	0.424;0.357;0.223	0.608;0.129;0.260	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr7	-	26233314-26235467;26232993-26235467;26235331-26235332	26232871-26232993;26233195-26233314;26233315-26235331;26235332-26235529	;;;	;;;	(26233315, 26235331)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/52_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HNRNPA2B1
PHC3	ENSG00000173889	ENSG00000173889:169820267-169820498:target	-0.227060312493;0.227060312493	0.893964195703;0.893964195703	0.444;0.556	0.223;0.777	s|1e0|2e1.1o1|2e2.1o1	True	False	True	2	3	1	chr3	-	169820093-169820267;169815172-169820267	169805372-169815172;169819966-169820093;169820267-169820498	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/105_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PHC3
PHC3	ENSG00000173889	ENSG00000173889:169805372-169815172:source	0.235229350145;-0.0631553713743;-0.0760096224338;-0.0315466703569	0.926365685542;2.90300478183e-14;0.00173520119494;5.80521534703e-06	0.450;0.124;0.223;0.209	0.679;0.042;0.129;0.145	t|1e1.2o2|1e2.1o2|1e2.2o2|1e3.1o1	True	False	True	4	4	1	chr3	-	169815172-169820267;169815172-169820002;169815172-169819966;169815172-169816685	169805372-169815172;169816685-169816817;169819966-169820093;169819966-169820093;169820267-169820498	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/105_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PHC3
PDE4DIP	ENSG00000178104	ENSG00000178104:144854165-144854450:source	-0.248922325652;0.248922325652	0.889645923788;0.889645923788	0.336;0.664	0.092;0.908	t|1e0|2e1.3o3|2e2.1o1|3e0	False	True	True	2	3	1	chr1	-	144854211-144855740;144854211-144854518	144854165-144854450;144854518-144854805;144855740-144855883	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/109_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PDE4DIP
FAM49B	ENSG00000153310	ENSG00000153310:131028616-131028804:target	-0.00425059259293;0.247181182061;-0.0391590884192;-0.139314098652	8.54401544359e-11;0.921325326252;2.53464021935e-12;0.241459718624	0.087;0.592;0.075;0.245	0.060;0.833;0.025;0.099	s|1e1.1o1|1e2.1o3|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr8	-	131000577-131028616;130983241-131028616;130916831-131028616;130915596-131028616	130915207-130915596;130916745-130916831;130982755-130983241;131000567-131000577;131028616-131028804	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/83_T4_N_T4_17.deltapsi_quantify_deltapsi.html#FAM49B
FAM49B	ENSG00000153310	ENSG00000153310:130915207-130915596:source	-0.110762216977;0.224621692385;-0.030419850095;-4.63577053176e-05;-0.00262690353944	0.0387527039104;0.801499275811;5.7736698507e-08;6.07326290668e-18;0.000104503560004	0.199;0.314;0.110;0.025;0.350	0.079;0.534;0.038;0.025;0.339	t|1e1.1o1|1e2.1o3|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	0	chr8	-	130915596-131028616;130915596-130983189;130915596-130951854;130915596-130924716;130915596-130916745	130915207-130915596;130916745-130916831;130924716-130924761;130951854-130952118;130982755-130983241;131028616-131028804	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/83_T4_N_T4_17.deltapsi_quantify_deltapsi.html#FAM49B
SRRT	ENSG00000087087	ENSG00000087087:100485656-100485764:source	0.322136366005;1.82783226311e-12;1.03895463059e-06;-0.310564800495	0.999999999587;6.0225625169e-18;6.02372282239e-18;1.0	0.661;0.025;0.025;0.328	0.975;0.025;0.025;0.025	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chr7	+	100485764-100485878;100485764-100485899;100485764-100486095;100485764-100485765	100485656-100485764;100485765-100485877;100485878-100486004;100485878-100486004;100486095-100486285	;;;;	;;;;	(100485765, 100485877)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/19_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SRRT
SRRT	ENSG00000087087	ENSG00000087087:100485878-100486004:target	0.257136023517;4.67079201641e-12;-0.255820934406	0.99999846413;6.02256252007e-18;0.999997597628	0.724;0.025;0.274	0.975;0.025;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr7	+	100485764-100485878;100485764-100485899;100485877-100485878	100485656-100485764;100485656-100485764;100485765-100485877;100485878-100486004	;;;	;;;	(100485765, 100485877)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/19_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SRRT
CCNDBP1	ENSG00000166946	ENSG00000166946:43482253-43482349:source	0.371222260851;-0.371222260851	0.999999999999;0.999999999999	0.613;0.387	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr15	+	43482349-43482523;43482349-43482350	43482253-43482349;43482350-43482522;43482523-43482596	;;	;;	(43482350, 43482522)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/97_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CCNDBP1
CCNDBP1	ENSG00000166946	ENSG00000166946:43482523-43482596:target	-0.204580611657;0.348410971743;-0.115463698264	0.722040577714;0.99998787017;9.37480429004e-05	0.595;0.264;0.138	0.395;0.604;0.025	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr15	+	43481478-43482523;43482349-43482523;43482522-43482523	43480650-43481664;43482253-43482349;43482350-43482522;43482523-43482596	;;;	;;;	(43482350, 43482522)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/97_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CCNDBP1
FHOD1	ENSG00000135723	ENSG00000135723:67263696-67263893:source	0.203568579542;-0.203568579542	0.757778132752;0.757778132752	0.776;0.224	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	67263893-67263969;67263893-67263894	67263696-67263893;67263894-67263968;67263969-67264131	;;	;;	(67263894, 67263968)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/66_T4_N_T4_17.deltapsi_quantify_deltapsi.html#FHOD1
FHOD1	ENSG00000135723	ENSG00000135723:67263969-67264131:target	0.213604704439;-0.213604704439	0.842777520299;0.842777520299	0.767;0.233	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr16	-	67263893-67263969;67263968-67263969	67263696-67263893;67263894-67263968;67263969-67264131	;;	;;	(67263894, 67263968)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/66_T4_N_T4_17.deltapsi_quantify_deltapsi.html#FHOD1
ZBTB44	ENSG00000196323	ENSG00000196323:130102587-130103277:source	-0.0770519149071;0.00255427597155;1.37875087259e-06;-0.241548640161;-2.66278682947e-06;0.344795668952	2.08000041017e-07;1.02247857406e-10;1.13035518992e-17;0.91850369964;1.153832567e-17;0.999711654567	0.113;0.025;0.025;0.425;0.025;0.403	0.025;0.043;0.025;0.190;0.025;0.739	t|1e1.1o3|1e1.2o3|1e2.1o1|1e3.1o2|1e3.2o2|i	True	False	True	5	4	1	chr11	-	130103277-130106905;130103277-130106688;130103277-130106005;130103277-130104051;130103277-130104032;130103277-130103278	130102587-130103277;130103278-130104031;130104032-130104168;130104032-130104168;130106005-130106111;130106526-130106988;130106526-130106988	;;;;;;	;;;;;;	(130103278, 130104031)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/116_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ZBTB44
CCNC	ENSG00000112237	ENSG00000112237:99998094-99998185:source	0.263784648553;-0.263784648553	0.999502360182;0.999502360182	0.718;0.282	0.975;0.025	t|1e1.2o3|i	False	False	False	1	2	1	chr6	-	99998185-99998869;99998185-99998186	99998094-99998185;99998186-99998446;99998732-99998904	;;	;;	(99998186, 99998446)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/40_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CCNC
LARP7	ENSG00000174720	ENSG00000174720:113565824-113566027:target	0.201052587183;-0.209155111007;4.28300851242e-05;2.05688201975e-08	0.68916375526;0.736855659246;6.07039645971e-18;6.02266752243e-18	0.374;0.605;0.025;0.025	0.572;0.400;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1	False	False	True	4	5	0	chr4	+	113558395-113565824;113558759-113565824;113558943-113565824;113565644-113565824	113558120-113558395;113558612-113558759;113558800-113559176;113565460-113565644;113565824-113566027	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/106_T4_N_T4_17.deltapsi_quantify_deltapsi.html#LARP7
LARP7	ENSG00000174720	ENSG00000174720:113567947-113568111:source	0.208854474121;-0.0139521884506;-0.162840838176	0.764743559883;3.30049914239e-13;0.389367161571	0.670;0.064;0.271	0.874;0.026;0.106	s|1e0|2e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr4	+	113568111-113568190;113568111-113568209;113568111-113568112	113567947-113568111;113568112-113568189;113568190-113568283;113568190-113568283	;;;	;;;	(113568112, 113568189)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/106_T4_N_T4_17.deltapsi_quantify_deltapsi.html#LARP7
KTN1	ENSG00000126777	ENSG00000126777:56046925-56047072:source	-0.243840410405;0.242886163358;4.05925630191e-08	0.945526266988;0.942198155626;6.02260785134e-18	0.327;0.672;0.025	0.090;0.909;0.025	s|1e1.1o2|1e2.2o2|1e3.1o1	False	False	True	3	4	0	chr14	+	56047072-56068475;56047072-56078737;56047072-56094630	56046925-56047072;56068475-56068598;56078695-56079289;56094630-56094746	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/56_T4_N_T4_17.deltapsi_quantify_deltapsi.html#KTN1
STK4	ENSG00000101109	ENSG00000101109:43703659-43708600:target	0.221327115149;-0.171908509756;1.79650059807e-14;-0.00348451913568	0.866957830503;0.382783954094;6.02256251488e-18;9.82106739357e-18	0.549;0.388;0.025;0.043	0.765;0.220;0.025;0.025	t|1e1.1o1|1e2.2o2|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr20	+	43653771-43703659;43681821-43703659;43695247-43703659;43696508-43703659	43653614-43653771;43681727-43681821;43695237-43695247;43696498-43696508;43703659-43708600	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/26_T4_N_T4_17.deltapsi_quantify_deltapsi.html#STK4
TAPT1	ENSG00000169762	ENSG00000169762:16215391-16215521:target	-0.0261122283356;0.263992838842;-0.19213562438	9.74143238778e-12;0.954235489222;0.63419116584	0.071;0.598;0.334	0.025;0.855;0.142	s|1e1.1o1|1e2.2o2|1e3.1o3	False	False	True	3	4	1	chr4	-	16212810-16215391;16204203-16215391;16193146-16215391	16191962-16193146;16204085-16204205;16212800-16212810;16215391-16215521	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/101_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TAPT1
NCAPH2	ENSG00000025770	ENSG00000025770:50957078-50957161:target	-0.00701532919232;0.249383124452;-0.19591026408	1.36724292078e-17;0.999504196177;0.77771889436	0.054;0.732;0.216	0.025;0.975;0.025	t|1e1.1o2|1e2.2o2|i	False	False	True	2	3	1	chr22	+	50956481-50957078;50956707-50957078;50957077-50957078	50956402-50956487;50956557-50956707;50956708-50957077;50957078-50957161	;;;	;;;	(50956708, 50957077)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/5_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NCAPH2
NCAPH2	ENSG00000025770	ENSG00000025770:50955856-50955911:source	0.234077407416;-0.234077407416	0.871791618518;0.871791618518	0.610;0.390	0.839;0.161	s|1e1.1o1|i	False	False	False	1	2	1	chr22	+	50955911-50956006;50955911-50955912	50955856-50955911;50955912-50956005;50956006-50956090	;;	;;	(50955912, 50956005)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/5_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NCAPH2
OFD1	ENSG00000046651	ENSG00000046651:13786024-13786343:target	-0.064874193535;-0.0450123499946;0.295697130324;0.00208772602703;-0.121808677608	0.000770282597646;5.5225179567e-17;0.999110454219;4.48759533958e-14;0.000421318873483	0.176;0.075;0.569;0.029;0.144	0.085;0.025;0.858;0.043;0.025	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|3e3.1o1|i	True	True	True	4	4	1	chrX	+	13780563-13786173;13781974-13786173;13785403-13786173;13785403-13786176;13786023-13786024	13780463-13780563;13781864-13781974;13785246-13785403;13785246-13785403;13785404-13786023;13786024-13786343	;;;;;	;;;;;	(13785404, 13786023)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/6_T4_N_T4_17.deltapsi_quantify_deltapsi.html#OFD1
ESYT2	ENSG00000117868	ENSG00000117868:158534214-158534587:source	-0.225030087306;0.225030087306	0.896119197717;0.896119197717	0.260;0.740	0.041;0.959	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr7	-	158534587-158540885;158534587-158536220	158534214-158534587;158536220-158536908;158540885-158540971	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/48_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ESYT2
ESYT2	ENSG00000117868	ENSG00000117868:158540885-158540971:target	0.21110502372;-0.21110502372	0.829373075351;0.829373075351	0.757;0.243	0.962;0.038	s|1e1.2o2|1e2.1o1	False	False	True	2	3	1	chr7	-	158536369-158540885;158534587-158540885	158534214-158534587;158536220-158536908;158540885-158540971	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/48_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ESYT2
ESYT2	ENSG00000117868	ENSG00000117868:158580695-158580784:target	-0.0399811205638;0.208051027284;3.96971947682e-11;-0.137200719937	4.97068856637e-17;0.770750884454;6.02256255947e-18;0.0734298648371	0.074;0.748;0.025;0.177	0.025;0.951;0.025;0.040	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr7	-	158579609-158580695;158566087-158580695;158560465-158580695;158557544-158580695	158557368-158557544;158560345-158560465;158566032-158566087;158579599-158579609;158580695-158580784	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/48_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ESYT2
RLTPR	ENSG00000159753	ENSG00000159753:67690097-67690202:target	-0.00236517916396;0.372780653819;-0.33217315285	5.16905311151e-14;0.999999980064;1.0	0.093;0.555;0.349	0.081;0.918;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr16	+	67689970-67690097;67689970-67690131;67690096-67690097	67689934-67689970;67689934-67689970;67689971-67690096;67690097-67690202	;;;	;;;	(67689971, 67690096)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RLTPR
RLTPR	ENSG00000159753	ENSG00000159753:67678822-67679189:source	0.380162185487;-0.380162185487	0.999959633107;0.999959633107	0.414;0.586	0.785;0.215	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr16	+	67679189-67679443;67679189-67679627	67678822-67679189;67679443-67679534;67679627-67679680	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RLTPR
RLTPR	ENSG00000159753	ENSG00000159753:67685304-67685417:source	0.312390495802;-0.312390495802	0.999999999985;0.999999999985	0.670;0.330	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	67685417-67685588;67685417-67685418	67685304-67685417;67685418-67685587;67685588-67685748	;;	;;	(67685418, 67685587)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RLTPR
RLTPR	ENSG00000159753	ENSG00000159753:67691142-67691219:target	-0.00117404353512;0.250663431354;-0.0504273808978;-0.130710036073	7.6416696183e-12;0.982430468493;1.60677130567e-13;0.0034959721802	0.036;0.721;0.080;0.153	0.027;0.965;0.025;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2|i	True	False	True	3	3	1	chr16	+	67690548-67691142;67690784-67691142;67691040-67691142;67691141-67691142	67690327-67690548;67690704-67691040;67690704-67691040;67691041-67691141;67691142-67691219	;;;;	;;;;	(67691041, 67691141)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RLTPR
RLTPR	ENSG00000159753	ENSG00000159753:67682141-67682217:source	0.332206089729;-0.332206089729	0.999999668803;0.999999668803	0.651;0.349	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	67682217-67682301;67682217-67682218	67682141-67682217;67682218-67682300;67682301-67682405	;;	;;	(67682218, 67682300)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RLTPR
RLTPR	ENSG00000159753	ENSG00000159753:67683709-67683871:target	0.722714830622;-0.722714830622	1.0;1.0	0.270;0.730	0.975;0.025	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr16	+	67683522-67683709;67683708-67683709	67683350-67683522;67683523-67683708;67683709-67683871	;;	;;	(67683523, 67683708)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RLTPR
RLTPR	ENSG00000159753	ENSG00000159753:67679627-67679680:target	-0.305512406677;0.159598539417;0.113590211741	0.99927651729;0.40181062059;0.12337100687	0.452;0.392;0.157	0.154;0.559;0.288	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	+	67679189-67679627;67679534-67679627;67679626-67679627	67678822-67679189;67679443-67679534;67679535-67679626;67679627-67679680	;;;	;;;	(67679535, 67679626)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RLTPR
RLTPR	ENSG00000159753	ENSG00000159753:67682301-67682405:target	0.248607018446;-0.248607018446	0.996882458373;0.996882458373	0.733;0.267	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	67682217-67682301;67682300-67682301	67682141-67682217;67682218-67682300;67682301-67682405	;;	;;	(67682218, 67682300)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RLTPR
RLTPR	ENSG00000159753	ENSG00000159753:67685588-67685748:target	0.299201920561;-0.299201920561	0.99999999994;0.99999999994	0.683;0.317	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	67685417-67685588;67685587-67685588	67685304-67685417;67685418-67685587;67685588-67685748	;;	;;	(67685418, 67685587)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RLTPR
RLTPR	ENSG00000159753	ENSG00000159753:67689934-67689970:source	-0.00508324821812;0.345771473773;-0.299615789126	1.53395873035e-12;0.999967914586;0.999974153137	0.101;0.581;0.317	0.081;0.919;0.025	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr16	+	67689970-67690097;67689970-67690131;67689970-67689971	67689934-67689970;67689971-67690096;67690097-67690202;67690097-67690202	;;;	;;;	(67689971, 67690096)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RLTPR
HEXDC	ENSG00000169660	ENSG00000169660:80399676-80399765:source	0.265071281693;-0.265071281693	0.999954957779;0.999954957779	0.717;0.283	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr17	+	80399765-80400053;80399765-80399766	80399676-80399765;80399766-80400052;80400053-80400521	;;	;;	(80399766, 80400052)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/100_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HEXDC
HEXDC	ENSG00000169660	ENSG00000169660:80400053-80400521:target	0.200256197173;-0.200256197173	0.830368347242;0.830368347242	0.780;0.220	0.975;0.025	t|1e1.2o2|i	False	False	False	1	2	1	chr17	+	80399765-80400053;80400052-80400053	80399676-80399765;80399766-80400052;80400053-80400521	;;	;;	(80399766, 80400052)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/100_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HEXDC
HSPH1	ENSG00000120694	ENSG00000120694:31717929-31718060:target	-0.209029992287;0.209029992287	0.909167771861;0.909167771861	0.975;0.025	0.771;0.229	s|1e1.1o1|i	False	False	False	1	2	1	chr13	-	31715396-31717929;31717928-31717929	31715259-31715396;31715397-31717928;31717929-31718060	;;	;;	(31715397, 31717928)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/49_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HSPH1
HSPH1	ENSG00000120694	ENSG00000120694:31714321-31714516:source	0.00423869326952;-0.333517040943;0.286601824397	1.11085617953e-17;0.999999986614;0.999999990329	0.052;0.947;0.025	0.075;0.621;0.304	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr13	-	31714516-31715259;31714446-31715259;31714516-31714517	31714321-31714516;31714517-31715258;31715259-31715396;31715259-31715396	;;;	;;;	(31714517, 31715258)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/49_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HSPH1
HSPH1	ENSG00000120694	ENSG00000120694:31717929-31718060:source	-0.390567982248;0.390567982248	1.0;1.0	0.975;0.025	0.594;0.406	t|1e1.1o1|i	False	False	False	1	2	1	chr13	-	31718060-31719700;31718060-31718061	31717929-31718060;31718061-31719699;31719700-31719905	;;	;;	(31718061, 31719699)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/49_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HSPH1
HSPH1	ENSG00000120694	ENSG00000120694:31722511-31722617:target	-0.358862580166;0.358862580166	0.999999999999;0.999999999999	0.975;0.025	0.625;0.375	s|1e1.1o1|i	False	False	False	1	2	1	chr13	-	31722229-31722511;31722510-31722511	31722096-31722229;31722230-31722510;31722511-31722617	;;	;;	(31722230, 31722510)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/49_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HSPH1
HSPH1	ENSG00000120694	ENSG00000120694:31711403-31711661:source	-0.233308132515;0.233308132515	0.996756850895;0.996756850895	0.975;0.025	0.748;0.252	t|1e1.2o2|i	False	False	False	1	2	1	chr13	-	31711661-31712544;31711661-31711662	31711403-31711661;31711662-31712543;31712544-31712705	;;	;;	(31711662, 31712543)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/49_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HSPH1
HSPH1	ENSG00000120694	ENSG00000120694:31724091-31724319:target	-0.226716341469;1.08177380317e-05;-0.00365537509418;-0.0474783231602;0.270664442657	0.878356135364;6.04831106912e-18;3.36784728905e-07;2.06588439406e-12;0.999998453757	0.560;0.025;0.339;0.077;0.025	0.339;0.025;0.319;0.025;0.289	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|i	False	True	True	4	4	1	chr13	-	31722617-31724091;31722568-31724091;31722229-31724091;31719905-31724091;31724090-31724091	31719700-31719905;31722096-31722229;31722511-31722617;31722511-31722617;31722618-31724090;31724091-31724319	;;;;;	;;;;;	(31722618, 31724090)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/49_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HSPH1
HSPH1	ENSG00000120694	ENSG00000120694:31722511-31722617:source	-0.361495058667;0.00310960648955;0.319506775307	0.999999769522;4.44837176878e-15;0.999999957034	0.964;0.035;0.025	0.612;0.052;0.337	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr13	-	31722617-31724091;31722568-31724091;31722617-31722618	31722511-31722617;31722618-31724090;31724091-31724319;31724091-31724319	;;;	;;;	(31722618, 31724090)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/49_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HSPH1
HSPH1	ENSG00000120694	ENSG00000120694:31719700-31719905:target	-0.413783587949;-6.37117423943e-05;0.408132290686	1.0;6.09201523393e-18;1.0	0.974;0.026;0.025	0.571;0.025;0.423	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr13	-	31718060-31719700;31715396-31719700;31719699-31719700	31715259-31715396;31717929-31718060;31718061-31719699;31719700-31719905	;;;	;;;	(31718061, 31719699)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/49_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HSPH1
RP11-274B21.14	ENSG00000242588	ENSG00000242588:128231904-128232071:source	0.264723827002;-0.146487135388;-0.0906430033344	0.974722860266;0.205576982197;0.00785353731985	0.521;0.283;0.194	0.779;0.135;0.086	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr7	+	128232071-128248172;128232071-128249541;128232071-128255914	128231904-128232071;128248172-128248271;128249541-128249633;128255914-128256024	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/127_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RP11-274B21.14
RP11-274B21.14	ENSG00000242588	ENSG00000242588:128249541-128249633:target	-0.1295340775;0.372067621947;-0.231856132867	0.113471521539;0.999995460616;0.931834344121	0.275;0.418;0.308	0.138;0.781;0.082	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr7	+	128232071-128249541;128248267-128249541;128248271-128249541	128231904-128232071;128248172-128248271;128248172-128248271;128249541-128249633	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/127_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RP11-274B21.14
