#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_EM E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
SIT1	ENSG00000137078	ENSG00000137078:35650354-35650467:source	1.59918418368e-05;-0.26473816362;0.238194509965	6.81863148837e-18;0.998145571726;0.983367530093	0.025;0.975;0.025	0.026;0.717;0.257	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr9	-	35650412-35650751;35650412-35650499;35650467-35650468	35650354-35650467;35650468-35650498;35650499-35650634;35650751-35650937	;;;	;;;	(35650468, 35650498)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/71_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SIT1
CPSF3L	ENSG00000127054	ENSG00000127054:1254059-1254726:target	0.266094295738;8.3653939429e-11;8.3653939429e-11;-0.265097876031	0.999956029939;4.07526468302e-18;4.07526468302e-18;0.999946708862	0.716;0.025;0.025;0.283	0.975;0.025;0.025;0.025	s|1e0|2e1.2o4|2e2.1o1|3e3.2o2|4e0|5e0|6e0|7e0|i	True	False	True	3	4	1	chr1	-	1250998-1254676;1250932-1254676;1250342-1254452;1254058-1254059	1250204-1250521;1250900-1250932;1250940-1251077;1252831-1254058;1254059-1254726	;;;;	;;;;	(1252831, 1254058)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/56_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CPSF3L
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	ENSG00000272752:99936396-99936512:source	0.275657405253;-0.275657405253	0.999997835149;0.999997835149	0.706;0.294	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99936512-99943488;99936512-99936513	99936396-99936512;99936513-99943487;99943488-99943591	;;	;;	(99936513, 99943487)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/145_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STAG3L5P-PVRIG2P-PILRB
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	ENSG00000272752:99954373-99954506:target	0.356154323362;-0.356154323362	1.0;1.0	0.628;0.372	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99952863-99954373;99954372-99954373	99952766-99952863;99952864-99954372;99954373-99954506	;;	;;	(99952864, 99954372)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/145_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STAG3L5P-PVRIG2P-PILRB
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	ENSG00000272752:99943488-99943591:target	0.28383027113;-0.28383027113	0.99999992247;0.99999992247	0.698;0.302	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99936512-99943488;99943487-99943488	99936396-99936512;99936513-99943487;99943488-99943591	;;	;;	(99936513, 99943487)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/145_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STAG3L5P-PVRIG2P-PILRB
PLEC	ENSG00000178209	ENSG00000178209:145012799-145012860:source	-0.126996244279;0.2918498788;0.0326164320413;-0.165647788238;1.70362317488e-15;1.70362317488e-15;1.69913668271e-15;1.70362317488e-15;1.70362317488e-15;1.70362317488e-15;0.00153547023457;-0.0387854465823	0.0404241062356;0.998531357677;1.42094217247e-13;0.26690661365;4.07526450415e-18;4.07526450415e-18;4.07526450415e-18;4.07526450415e-18;4.07526450415e-18;4.07526450415e-18;7.88629126885e-18;8.6469066884e-17	0.225;0.428;0.025;0.189;0.025;0.025;0.025;0.025;0.025;0.025;0.028;0.080	0.098;0.713;0.075;0.027;0.025;0.025;0.025;0.025;0.025;0.025;0.049;0.026	t|1e1.1o1|1e10.1o2|1e10.2o2|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o2|1e6.2o2|1e7.1o1|1e8.1o1|1e9.1o1	True	False	True	12	11	1	chr8	-	145012860-145049345;145012860-145013518;145012860-145013277;145012860-145047571;145012860-145032763;145012860-145027894;145012860-145024352;145012860-145020553;145012860-145020518;145012860-145018816;145012860-145017947;145012860-145016560	145012799-145012860;145013277-145013758;145013277-145013758;145016560-145016692;145017947-145018126;145018816-145018905;145020518-145020715;145020518-145020715;145024352-145025044;145027894-145028088;145032763-145032967;145047571-145047697;145049345-145049543	;;;;;;;;;;;;	;;;;;;;;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/115_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLEC
GTF3C2	ENSG00000115207	ENSG00000115207:27551188-27551463:target	0.497552725518;1.07068461653e-06;-0.49679873992	1.0;7.83590043184e-14;1.0	0.490;0.025;0.509	0.975;0.025;0.025	s|1e1.1o3|2e1.2o3|3e0|i	True	True	False	2	2	1	chr2	-	27551056-27551335;27551055-27551272;27551187-27551188	27550904-27551056;27550904-27551056;27551057-27551187;27551188-27551463	;;;	;;;	(27551057, 27551187)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/45_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#GTF3C2
GTF3C2	ENSG00000115207	ENSG00000115207:27550904-27551056:source	0.415001282907;1.02146771275e-06;-0.41410433208	0.999999999985;6.43886822954e-14;0.999999999998	0.570;0.025;0.429	0.975;0.025;0.025	t|1e1.1o3|2e1.2o3|3e0|i	True	True	False	2	2	1	chr2	-	27551056-27551335;27551055-27551272;27551056-27551057	27550904-27551056;27551057-27551187;27551188-27551463;27551188-27551463	;;;	;;;	(27551057, 27551187)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/45_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#GTF3C2
PLK3	ENSG00000173846	ENSG00000173846:45266512-45266619:target	0.231590107295;-0.231590107295	0.985997428779;0.985997428779	0.749;0.251	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	45266345-45266512;45266511-45266512	45265897-45266345;45266346-45266511;45266512-45266619	;;	;;	(45266346, 45266511)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/111_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLK3
PLK3	ENSG00000173846	ENSG00000173846:45269603-45269696:source	0.422612395637;4.18933484572e-08;-0.412093328048	1.0;4.07535408469e-18;1.0	0.563;0.025;0.427	0.975;0.025;0.025	s|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr1	+	45269696-45269835;45269696-45270011;45269696-45269697	45269603-45269696;45269697-45269834;45269835-45269918;45270011-45270173	;;;	;;;	(45269697, 45269834)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/111_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLK3
PLK3	ENSG00000173846	ENSG00000173846:45269835-45269918:target	0.498311692852;-0.498311692852	1.0;1.0	0.489;0.511	0.975;0.025	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr1	+	45269696-45269835;45269834-45269835	45269603-45269696;45269697-45269834;45269835-45269918	;;	;;	(45269697, 45269834)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/111_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLK3
PLK3	ENSG00000173846	ENSG00000173846:45268627-45268825:source	0.280682482998;0.120773322498;-0.379335271974	0.99812518377;0.0287714925585;1.0	0.418;0.185;0.395	0.691;0.308;0.025	s|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr1	+	45268825-45268940;45268825-45269272;45268825-45268826	45268627-45268825;45268826-45268939;45268940-45269063;45269272-45269363	;;;	;;;	(45268826, 45268939)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/111_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLK3
PLK3	ENSG00000173846	ENSG00000173846:45268940-45269063:target	0.53002482881;-0.53002482881	1.0;1.0	0.458;0.542	0.975;0.025	t|1e0|1e1.1o1|2e0|i	False	True	False	1	2	1	chr1	+	45268825-45268940;45268939-45268940	45268627-45268825;45268826-45268939;45268940-45269063	;;	;;	(45268826, 45268939)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/111_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLK3
MRPS26	ENSG00000125901	ENSG00000125901:3027019-3027165:source	0.351381454034;-0.351381454034	0.999959293106;0.999959293106	0.560;0.440	0.903;0.097	s|1e1.1o1|i	False	False	False	1	2	1	chr20	+	3027165-3027260;3027165-3027166	3027019-3027165;3027166-3027259;3027260-3027546	;;	;;	(3027166, 3027259)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/55_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MRPS26
ARHGEF6	ENSG00000129675	ENSG00000129675:135758783-135758876:source	0.0218788008148;0.264974972756;-0.313791165736	0.000366247274954;0.980769953571;0.999999995228	0.035;0.626;0.331	0.114;0.885;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chrX	-	135758876-135761694;135758876-135760095;135758876-135758877	135758783-135758876;135758877-135760094;135760095-135760115;135761694-135761831	;;;	;;;	(135758877, 135760094)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/58_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ARHGEF6
SEC14L2	ENSG00000100003	ENSG00000100003:30811748-30811854:source	-0.275878696948;0.275878696948	0.999894503714;0.999894503714	0.975;0.025	0.706;0.294	s|1e0|1e1.1o1|i	False	False	False	1	2	1	chr22	+	30811854-30811937;30811854-30811855	30811748-30811854;30811855-30811936;30811937-30812076	;;	;;	(30811855, 30811936)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/21_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SEC14L2
SEC14L2	ENSG00000100003	ENSG00000100003:30811937-30812076:target	-1.95922124751e-08;-0.311054101291;0.309889178089	4.09568359734e-18;0.99999970715;0.999999701909	0.025;0.975;0.025	0.025;0.672;0.327	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr22	+	30806668-30811937;30811854-30811937;30811936-30811937	30806585-30806668;30811748-30811854;30811855-30811936;30811937-30812076	;;;	;;;	(30811855, 30811936)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/21_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SEC14L2
DENND4A	ENSG00000174485	ENSG00000174485:65989605-65989721:target	-0.209524901143;0.209524901143	0.862238529566;0.862238529566	0.975;0.025	0.771;0.229	s|1e1.1o1|i	False	False	False	1	2	1	chr15	-	65988835-65989605;65989604-65989605	65988654-65988835;65988836-65989604;65989605-65989721	;;	;;	(65988836, 65989604)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/112_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#DENND4A
DENND4A	ENSG00000174485	ENSG00000174485:65988654-65988835:source	-0.285885126277;0.285885126277	0.999958852917;0.999958852917	0.975;0.025	0.696;0.304	t|1e1.1o1|i	False	False	False	1	2	1	chr15	-	65988835-65989605;65988835-65988836	65988654-65988835;65988836-65989604;65989605-65989721	;;	;;	(65988836, 65989604)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/112_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#DENND4A
IDH2	ENSG00000182054	ENSG00000182054:90631591-90631734:target	0.300094270021;-0.000959978926197;-0.252740421203	0.999998036299;6.12556541222e-18;0.999752037184	0.682;0.042;0.271	0.975;0.025;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr15	-	90630807-90631591;90630495-90631591;90631590-90631591	90630344-90630495;90630671-90630807;90630808-90631590;90631591-90631734	;;;	;;;	(90630808, 90631590)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/118_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#IDH2
IDH2	ENSG00000182054	ENSG00000182054:90630671-90630807:source	0.391747477928;-0.391747477928	1.0;1.0	0.593;0.407	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr15	-	90630807-90631591;90630807-90630808	90630671-90630807;90630808-90631590;90631591-90631734	;;	;;	(90630808, 90631590)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/118_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#IDH2
R3HDM4	ENSG00000198858	ENSG00000198858:902242-902434:source	0.272143760942;-0.144282961857;-0.109598192454	0.991596382844;0.257573163925;0.0191954356746	0.132;0.692;0.175	0.397;0.543;0.063	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr19	-	902434-913087;902434-902519;902434-902435	902242-902434;902435-902518;902519-902627;913087-913240	;;;	;;;	(902435, 902518)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/131_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#R3HDM4
LRPPRC	ENSG00000138095	ENSG00000138095:44121684-44121768:source	0.256186932662;-0.0043683625117;-0.000156331252752;-0.174718052149	0.954106531303;0.000185103872144;3.05416519932e-17;0.409070836922	0.193;0.571;0.030;0.195	0.442;0.532;0.026;0.025	t|1e1.1o1|1e2.1o3|1e3.1o1|i	False	False	True	3	4	1	chr2	-	44121768-44126358;44121768-44123773;44121768-44122507;44121768-44121769	44121684-44121768;44121769-44122506;44122507-44122705;44123376-44123847;44126358-44126473	;;;;	;;;;	(44121769, 44122506)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#LRPPRC
EHBP1L1	ENSG00000173442	ENSG00000173442:65348995-65349487:source	0.0529970759718;0.666076595232;1.1820473894e-07;-0.727679615867	0.000561743317195;1.0;5.09684579174e-17;1.0	0.025;0.245;0.025;0.734	0.102;0.895;0.025;0.025	s|1e1.1o1|1e2.1o2|2e2.1o2|i	True	True	True	3	3	1	chr11	+	65349436-65351063;65349436-65351712;65349487-65351712;65349487-65349488	65348995-65349487;65349488-65351062;65351063-65351236;65351712-65351869;65351712-65351869	;;;;	;;;;	(65349488, 65351062)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/111_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#EHBP1L1
EHBP1L1	ENSG00000173442	ENSG00000173442:65351063-65351236:source	0.296446659963;-0.296446659963	0.999951730394;0.999951730394	0.686;0.314	0.975;0.025	s|1e1.1o2|i	False	False	False	1	2	1	chr11	+	65351236-65351712;65351236-65351237	65351063-65351236;65351237-65351711;65351712-65351869	;;	;;	(65351237, 65351711)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/111_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#EHBP1L1
ANXA6	ENSG00000197043	ENSG00000197043:150496688-150496741:target	-0.405354457538;0.405354457538	0.999891357477;0.999891357477	0.496;0.504	0.101;0.899	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr5	-	150490205-150496688;150489407-150496688	150489314-150489407;150490188-150490205;150496688-150496741	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/127_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANXA6
IDS	ENSG00000010404	ENSG00000010404:148583605-148583707:target	0.411939036753;-0.411939036753	1.0;1.0	0.573;0.427	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chrX	-	148582568-148583605;148583604-148583605	148582480-148582568;148582569-148583604;148583605-148583707	;;	;;	(148582569, 148583604)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/2_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#IDS
GMFB	ENSG00000197045	ENSG00000197045:54947592-54947680:source	1.25635801514e-10;1.25635801514e-10;-0.00457855768611;0.000579708054016;-0.199474372583;-0.00188479001751;0.252593148594	4.07526479279e-18;4.07526479279e-18;6.12487929753e-13;1.01289045544e-09;0.681284793497;5.52689254112e-10;0.934956955018	0.025;0.025;0.063;0.088;0.421;0.084;0.343	0.025;0.025;0.028;0.096;0.225;0.056;0.590	t|1e1.4o4|2e1.1o4|3e1.1o4|3e1.2o4|4e1.1o4|5e1.4o4|i	True	True	False	6	2	1	chr14	-	54947680-54948044;54947677-54948127;54947675-54948127;54947675-54948126;54947674-54948127;54947659-54948044;54947680-54947681	54947592-54947680;54947681-54948043;54948044-54948176;54948044-54948176;54948044-54948176;54948044-54948176;54948044-54948176;54948044-54948176	;;;;;;;	;;;;;;;	(54947681, 54948043)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/127_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#GMFB
GMFB	ENSG00000197045	ENSG00000197045:54948044-54948176:target	1.45471465708e-12;-0.00104821630892;-0.157067146278;9.65878923782e-05;1.45471465708e-12;-0.00467356884182;0.203747937838	4.0752645074e-18;6.40526192283e-18;0.289139861187;1.47593315527e-13;4.0752645074e-18;8.41389711562e-15;0.706601431686	0.025;0.042;0.322;0.072;0.025;0.070;0.497	0.025;0.025;0.167;0.074;0.025;0.035;0.696	s|1e1.2o5|1e1.3o5|1e1.4o5|2e1.3o5|3e0|4e1.1o5|4e1.5o5|i	True	True	False	6	2	1	chr14	-	54947677-54948127;54947675-54948127;54947674-54948127;54947675-54948126;54947680-54948044;54947659-54948044;54948043-54948044	54947592-54947680;54947592-54947680;54947592-54947680;54947592-54947680;54947592-54947680;54947592-54947680;54947681-54948043;54948044-54948176	;;;;;;;	;;;;;;;	(54947681, 54948043)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/127_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#GMFB
ATRX	ENSG00000085224	ENSG00000085224:76889054-76889200:source	-0.261569920102;-0.000567736080867;0.24358282792	0.950125277774;7.64759939023e-06;0.984503098444	0.741;0.258;0.025	0.486;0.252;0.262	t|1e1.1o3|1e1.3o3|i	True	False	False	2	2	1	chrX	-	76889200-76890085;76889200-76889760;76889200-76889201	76889054-76889200;76889201-76889759;76889760-76890194;76889760-76890194	;;;	;;;	(76889201, 76889759)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/16_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ATRX
OSBPL2	ENSG00000130703	ENSG00000130703:60859102-60859225:source	-0.000724829024884;0.378152237694;-0.338646807338	1.02442263505e-11;0.999999930794;0.999999999978	0.078;0.566;0.355	0.064;0.935;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr20	+	60859225-60860592;60859225-60861639;60859225-60859226	60859102-60859225;60859226-60860591;60860592-60860602;60861639-60861767	;;;	;;;	(60859226, 60860591)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/59_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#OSBPL2
AMPD2	ENSG00000116337	ENSG00000116337:110168220-110168414:target	0.143336956855;0.154161077962;-2.31341652261e-09;-0.320441426227	0.322380807868;0.261889057623;4.07527186043e-18;0.996745736776	0.217;0.079;0.025;0.703	0.376;0.233;0.025;0.390	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1	False	True	True	4	5	0	chr1	+	110162900-110168284;110163888-110168284;110166711-110168284;110168055-110168284	110162459-110162900;110163737-110163888;110166436-110166711;110167925-110168055;110168220-110168414	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/47_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#AMPD2
AMPD2	ENSG00000116337	ENSG00000116337:110171265-110171428:target	0.434113548156;-0.434113548156	0.999999999999;0.999999999999	0.552;0.448	0.975;0.025	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr1	+	110171117-110171265;110171264-110171265	110170986-110171117;110171118-110171264;110171265-110171428	;;	;;	(110171118, 110171264)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/47_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#AMPD2
AMPD2	ENSG00000116337	ENSG00000116337:110170986-110171117:source	0.485710979212;-0.485710979212	1.0;1.0	0.501;0.499	0.975;0.025	s|1e1.1o2|i	False	False	False	1	2	1	chr1	+	110171117-110171265;110171117-110171118	110170986-110171117;110171118-110171264;110171265-110171428	;;	;;	(110171118, 110171264)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/47_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#AMPD2
AC138969.4	ENSG00000183889	ENSG00000183889:16418885-16419098:target	0.265288348838;-0.265288348838	0.971889338036;0.971889338036	0.467;0.533	0.726;0.274	t|1e1.2o2|i	False	False	False	1	2	1	chr16	+	16418791-16418885;16418884-16418885	16418512-16418791;16418792-16418884;16418885-16419098	;;	;;	(16418792, 16418884)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/120_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#AC138969.4
PKM	ENSG00000067225	ENSG00000067225:72495031-72496900:source	0.238245994601;-0.238245994601	0.995162846972;0.995162846972	0.743;0.257	0.975;0.025	t|1e0|2e1.1o3|i	False	True	False	1	2	1	chr15	-	72495529-72499069;72496900-72496901	72495031-72496900;72496901-72498599;72498600-72499221	;;	;;	(72496901, 72498599)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/10_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PKM
PKM	ENSG00000067225	ENSG00000067225:72492815-72492996:source	-9.45543121997e-07;-0.00193778209184;0.245961300626;-0.189863321436	4.07729061529e-18;1.85106760774e-11;0.984283180561;0.69861604446	0.025;0.221;0.544;0.210	0.025;0.199;0.783;0.025	t|1e1.1o3|1e2.1o2|1e3.2o2|i	False	False	True	3	4	1	chr15	-	72492996-72499069;72492996-72495363;72492996-72494795;72492996-72492997	72492815-72492996;72492997-72494207;72494795-72494961;72495031-72496900;72498600-72499221	;;;;	;;;;	(72492997, 72494207)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/10_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PKM
RP11-123K3.4	ENSG00000258830	ENSG00000258830:57650197-57650294:source	0.263557656983;-0.263557656983	0.999890009386;0.999890009386	0.718;0.282	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr12	-	57650294-57651773;57650294-57650295	57650197-57650294;57650295-57651772;57651773-57651920	;;	;;	(57650295, 57651772)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/142_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RP11-123K3.4
TMEM179B	ENSG00000185475	ENSG00000185475:62556495-62556682:target	0.674562564204;1.60178758693e-05;-0.659375658252	1.0;9.49701992188e-13;1.0	0.317;0.025;0.668	0.974;0.025;0.025	t|1e1.1o1|2e0|3e0|4e1.1o1|i	True	True	False	2	2	1	chr11	+	62554999-62556495;62554999-62556659;62556494-62556495	62554887-62554999;62554887-62554999;62555000-62556494;62556495-62556682	;;;	;;;	(62555000, 62556494)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/122_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TMEM179B
TMEM179B	ENSG00000185475	ENSG00000185475:62557073-62557295:source	0.218135563728;-0.218135563728	0.951494858562;0.951494858562	0.762;0.238	0.975;0.025	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr11	+	62557151-62557358;62557295-62557296	62557073-62557295;62557296-62557357;62557358-62557877	;;	;;	(62557296, 62557357)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/122_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TMEM179B
TMEM179B	ENSG00000185475	ENSG00000185475:62554887-62554999:source	0.526976931061;-2.85803307372e-06;-0.504404635029	1.0;1.25368803979e-12;1.0	0.460;0.026;0.517	0.974;0.025;0.025	s|1e1.1o4|1e1.4o4|i	False	True	False	2	2	1	chr11	+	62554999-62556495;62554999-62556659;62554999-62555000	62554887-62554999;62555000-62556494;62556495-62556682;62556495-62556682	;;;	;;;	(62555000, 62556494)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/122_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TMEM179B
TMEM179B	ENSG00000185475	ENSG00000185475:62557358-62557877:target	3.28809051459e-10;0.264401832413;-0.263506759677	4.07526520745e-18;0.999777272857;0.999744582729	0.025;0.717;0.282	0.025;0.975;0.025	t|1e1.1o1|1e2.1o2|i	False	False	True	2	3	1	chr11	+	62556898-62557358;62557151-62557358;62557357-62557358	62556764-62556898;62557073-62557295;62557296-62557357;62557358-62557877	;;;	;;;	(62557296, 62557357)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/122_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TMEM179B
RCOR3	ENSG00000117625	ENSG00000117625:211485579-211485829:target	0.467552627334;-0.467552627334	1.0;1.0	0.519;0.481	0.975;0.025	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr1	+	211477482-211485697;211485578-211485579	211474803-211477482;211477483-211485578;211485579-211485829	;;	;;	(211477483, 211485578)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/48_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RCOR3
RCOR3	ENSG00000117625	ENSG00000117625:211474803-211477482:source	0.343972433336;-0.00579528758616;-0.133073981495;-0.150322696968	0.999947882472;1.68698929649e-17;0.184070888443;0.081739165234	0.387;0.067;0.381;0.172	0.722;0.030;0.240;0.025	s|1e1.2o2|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr1	+	211477482-211485697;211477482-211486062;211477482-211486766;211477482-211477483	211474803-211477482;211477483-211485578;211485579-211485829;211486062-211486640;211486766-211489727	;;;;	;;;;	(211477483, 211485578)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/48_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RCOR3
NELFCD	ENSG00000101158	ENSG00000101158:57564913-57565043:source	0.566340152385;-0.566340152385	1.0;1.0	0.423;0.577	0.975;0.025	s|1e1.2o3|i	False	False	False	1	2	1	chr20	+	57565043-57565965;57565043-57565044	57564913-57565043;57565044-57565149;57565951-57566130	;;	;;	(57565044, 57565149)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/25_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NELFCD
EVL	ENSG00000196405	ENSG00000196405:100599331-100599496:source	0.000215517280268;0.497459729936;-0.478902290137	4.4713784199e-09;1.0;1.0	0.054;0.456;0.492	0.058;0.941;0.025	s|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr14	+	100599496-100600538;100599496-100602242;100599496-100599497	100599331-100599496;100599497-100600537;100600538-100600629;100602108-100602305	;;;	;;;	(100599497, 100600537)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/126_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#EVL
