#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_CM E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
ATXN2L	ENSG00000168488	ENSG00000168488:28840722-28840813:target	2.86381380914e-13;0.200874643744;7.78513246174e-16;-0.0358604972587;-0.0993238809769	4.52363714025e-18;0.73543912286;4.52363713957e-18;0.00108560421475;5.67578921958e-16	0.025;0.336;0.025;0.514;0.123	0.025;0.532;0.025;0.450;0.025	t|1e0|1e1.1o3|1e2.1o2|1e3.2o3|1e3.3o3|i	True	False	True	4	4	1	chr16	+	28837162-28840722;28837711-28840722;28838244-28840722;28838307-28840722;28840721-28840722	28837091-28837505;28837561-28837926;28838183-28838307;28838183-28838307;28838308-28840721;28840722-28840813	;;;;;	;;;;;	(28838308, 28840721)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/175_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ATXN2L
ATXN2L	ENSG00000168488	ENSG00000168488:28847254-28847497:source	0.00208141964608;0.175233920742;1.87279090924e-07;0.196768936982;3.90443533998e-07;-2.86811687955e-06;0.191346340015;-0.566613328964	1.47010132594e-13;0.438137039716;4.52400998139e-18;0.703120760424;4.52441444838e-18;4.52992480633e-18;0.648696010871;1.0	0.025;0.163;0.025;0.129;0.025;0.025;0.076;0.577	0.049;0.334;0.025;0.321;0.025;0.025;0.263;0.025	s|1e0|2e1.3o3|2e2.1o4|2e2.2o4|2e2.3o4|3e1.1o3|3e2.1o4|3e2.3o4|i	True	True	True	7	3	1	chr16	+	28847443-28847770;28847443-28848049;28847443-28848069;28847443-28848072;28847497-28847647;28847497-28848049;28847497-28848072;28847497-28847498	28847254-28847497;28847498-28847646;28847647-28847811;28847647-28847811;28848049-28848558;28848049-28848558;28848049-28848558;28848049-28848558;28848049-28848558	;;;;;;;;	;;;;;;;;	(28847498, 28847646)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/175_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ATXN2L
ATXN2L	ENSG00000168488	ENSG00000168488:28837561-28837926:source	-0.0897179047852;0.216334187302;-0.0878150928022	0.0153678231558;0.833425109788;1.57377010128e-13	0.500;0.390;0.116	0.398;0.601;0.025	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr16	+	28837711-28838183;28837711-28840722;28837926-28837927	28837561-28837926;28837927-28838182;28838183-28838307;28840722-28840813	;;;	;;;	(28837927, 28838182)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/175_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ATXN2L
RBM12	ENSG00000244462	ENSG00000244462:34246852-34246936:source	3.21535260649e-11;-0.000398933433095;0.258803346428;8.20669227116e-16;0.00271282077451;-0.23214113076	4.52363720366e-18;5.3127459883e-18;0.989274613957;4.52363713957e-18;4.58552799416e-10;0.996016043958	0.025;0.032;0.569;0.025;0.125;0.251	0.025;0.025;0.822;0.025;0.149;0.025	t|1e1.1o3|1e1.2o3|1e1.3o3|2e1.1o3|2e1.3o3|i	True	True	False	5	2	1	chr20	-	34246936-34252801;34246936-34252724;34246936-34252682;34246904-34252801;34246904-34252682;34246936-34246937	34246852-34246936;34246937-34252681;34252682-34252878;34252682-34252878;34252682-34252878;34252682-34252878;34252682-34252878	;;;;;;	;;;;;;	(34246937, 34252681)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/227_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RBM12
RBM12	ENSG00000244462	ENSG00000244462:34252682-34252878:target	7.46600909384e-12;7.83695772244e-16;-0.000509490060391;0.194237249117;0.000736157816578;0.00952231129902;-0.173721754266	4.52363715461e-18;4.52363713957e-18;5.53005182002e-18;0.679154996323;2.44874615446e-11;2.36409238084e-17;0.388422847385	0.025;0.025;0.034;0.584;0.128;0.026;0.194	0.025;0.025;0.025;0.773;0.138;0.067;0.025	s|1e1.1o2|1e1.2o2|2e1.1o2|3e1.1o2|3e1.2o2|3e2.1o1|i	True	True	True	6	3	1	chr20	-	34246936-34252801;34246904-34252801;34246936-34252724;34246936-34252682;34246904-34252682;34243266-34252682;34252681-34252682	34236847-34243266;34246852-34246936;34246852-34246936;34246852-34246936;34246852-34246936;34246852-34246936;34246937-34252681;34252682-34252878	;;;;;;;	;;;;;;;	(34246937, 34252681)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/227_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RBM12
ENSG00000138041	ENSG00000138041	ENSG00000138041:55801505-55801549:source	0.00627760305095;0.415322897526;-0.422977018733	1.99112647403e-06;0.999772763413;1.0	0.085;0.476;0.437	0.118;0.881;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr2	-	55801549-55804451;55801537-55804451;55801549-55801550	55801505-55801549;55801550-55804450;55804451-55804492;55804451-55804492	;;;	;;;	(55801550, 55804450)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/119_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ENSG00000138041
ENSG00000138041	ENSG00000138041	ENSG00000138041:55804451-55804492:target	0.00295473451069;0.246528483936;0.0103466778725;0.00218994425991;-0.293253170354	6.09758051648e-15;0.881441841793;0.000107307942035;1.07592603651e-17;0.999999823443	0.050;0.302;0.289;0.041;0.311	0.075;0.543;0.328;0.060;0.025	s|1e1.1o2|1e1.2o2|1e2.1o2|1e3.1o1|i	False	True	True	4	4	1	chr2	-	55801549-55804451;55801537-55804451;55800913-55804451;55795499-55804451;55804450-55804451	55795165-55795499;55800755-55800913;55801505-55801549;55801505-55801549;55801550-55804450;55804451-55804492	;;;;;	;;;;;	(55801550, 55804450)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/119_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ENSG00000138041
KLHL21	ENSG00000162413	ENSG00000162413:6650784-6653718:source	0.335331621378;-0.335331621378	0.999999993673;0.999999993673	0.648;0.352	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	6653718-6655545;6653718-6653719	6650784-6653718;6653719-6654140;6655545-6655617	;;	;;	(6653719, 6654140)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/158_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#KLHL21
APPL2	ENSG00000136044	ENSG00000136044:105622903-105623001:source	-0.0988155380401;2.15368062073e-10;-0.0439047759869;0.224454955385	0.12306595316;4.52363801021e-18;0.000741632975327;0.831047970164	0.458;0.025;0.166;0.370	0.330;0.025;0.080;0.589	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr12	-	105623001-105629737;105623001-105626869;105623001-105625147;105623001-105623406	105622903-105623001;105623406-105623638;105625147-105625422;105626869-105627228;105629737-105630016	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/113_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#APPL2
APPL2	ENSG00000136044	ENSG00000136044:105583550-105583667:source	1.60715130122e-07;0.200312271746;-0.196043521739	4.52404968958e-18;0.685698657997;0.651858616075	0.025;0.521;0.462	0.025;0.717;0.270	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr12	-	105583667-105583769;105583602-105583769;105583667-105583668	105583550-105583667;105583668-105583768;105583769-105583933;105583769-105583933	;;;	;;;	(105583668, 105583768)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/113_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#APPL2
MDH1	ENSG00000014641	ENSG00000014641:63826304-63827186:target	0.00806159998928;0.22006079327;-8.42711609332e-06;-0.232211925586	3.55190458796e-07;0.899878366269;4.54195376064e-18;0.999018311526	0.114;0.608;0.025;0.251	0.159;0.822;0.025;0.025	t|1e1.1o1|1e2.1o3|1e3.1o1|i	False	False	True	3	4	1	chr2	+	63816180-63826304;63824708-63826304;63826025-63826304;63826303-63826304	63815743-63816180;63824682-63825320;63826015-63826025;63826026-63826303;63826304-63827186	;;;;	;;;;	(63826026, 63826303)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/5_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MDH1
AAK1	ENSG00000115977	ENSG00000115977:69736363-69736625:target	1.30308537977e-09;-0.00436935200533;0.211557050171;-0.144660455624	4.5236397338e-18;2.37932854141e-13;0.798159100456;0.0310200837213	0.025;0.087;0.743;0.166	0.025;0.048;0.949;0.025	s|1e2.1o1|2e1.2o3|2e1.3o3|i	True	True	True	3	3	1	chr2	-	69688837-69736383;69734712-69736363;69734710-69736363;69736362-69736363	69688532-69688837;69734553-69734727;69734553-69734727;69735389-69736362;69736363-69736625	;;;;	;;;;	(69735389, 69736362)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/77_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#AAK1
AAK1	ENSG00000115977	ENSG00000115977:69754348-69754451:target	0.00105396295496;0.264916240883;-0.258269410567	5.75241650847e-09;0.9900715194;0.999967841794	0.124;0.601;0.277	0.139;0.860;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr2	-	69753853-69754348;69752244-69754348;69754347-69754348	69752165-69752244;69753843-69753853;69753854-69754347;69754348-69754451	;;;	;;;	(69753854, 69754347)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/77_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#AAK1
AAK1	ENSG00000115977	ENSG00000115977:69870009-69870406:source	6.07761237022e-11;6.07761237022e-11;3.28501458106e-07;0.270008322876;-0.267327018285	4.52363726057e-18;4.52363726057e-18;4.52429113187e-18;0.999975249146;0.999981607894	0.025;0.025;0.025;0.712;0.286	0.025;0.025;0.025;0.975;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|i	True	False	True	4	4	1	chr2	-	69870406-69901155;69870406-69870924;69870406-69870875;69870406-69870707;69870406-69870407	69870009-69870406;69870407-69870706;69870707-69870849;69870875-69871092;69870875-69871092;69901155-69901481	;;;;;	;;;;;	(69870407, 69870706)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/77_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#AAK1
BBIP1	ENSG00000214413	ENSG00000214413:112658488-112660284:source	8.2398820897e-11;-0.246991094068;5.15366521725e-11;0.253727031082	4.52363910656e-18;0.919237536268;4.52363916749e-18;0.937515947497	0.025;0.512;0.025;0.479	0.025;0.271;0.025;0.727	t|1e1.1o2|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr10	-	112660284-112677879;112660284-112661296;112660284-112660784;112660284-112660285	112658488-112660284;112660285-112660783;112660784-112660880;112661296-112664703;112677717-112677971	;;;;	;;;;	(112660285, 112660783)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/220_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#BBIP1
RPA1	ENSG00000132383	ENSG00000132383:1791969-1792145:target	0.245092491942;0.000999071196203;-0.230658438052	0.968740455541;2.83221663117e-14;0.990179135027	0.719;0.026;0.250	0.958;0.041;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr17	+	1787238-1791969;1791494-1791969;1791968-1791969	1787106-1787238;1791458-1791494;1791495-1791968;1791969-1792145	;;;	;;;	(1791495, 1791968)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/104_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RPA1
ARFGAP2	ENSG00000149182	ENSG00000149182:47194649-47195033:target	-3.60869073709e-07;0.344917819049;-0.318640087089	4.52436306485e-18;0.999999999997;0.999999999874	0.025;0.639;0.336	0.025;0.975;0.025	s|1e0|2e0|3e1.1o1|3e2.1o1|4e0|i	True	False	True	2	3	1	chr11	-	47194302-47194977;47193884-47194977;47194648-47194649	47193832-47193884;47194261-47194302;47194303-47194648;47194649-47195033	;;;	;;;	(47194303, 47194648)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/140_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ARFGAP2
ARFGAP2	ENSG00000149182	ENSG00000149182:47188057-47188150:source	0.438663199299;-0.438663199299	1.0;1.0	0.547;0.453	0.975;0.025	t|1e1.2o2|i	False	False	False	1	2	1	chr11	-	47188150-47188311;47188150-47188151	47188057-47188150;47188151-47188310;47188311-47188437	;;	;;	(47188151, 47188310)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/140_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ARFGAP2
ARFGAP2	ENSG00000149182	ENSG00000149182:47188311-47188437:target	0.427550374505;-0.427550374505	1.0;1.0	0.558;0.442	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr11	-	47188150-47188311;47188310-47188311	47188057-47188150;47188151-47188310;47188311-47188437	;;	;;	(47188151, 47188310)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/140_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ARFGAP2
PPIE	ENSG00000084072	ENSG00000084072:40214575-40214760:target	0.0017498409603;0.311309305012;-0.328605653865	5.65613259577e-08;0.995680214946;0.998404065653	0.078;0.231;0.686	0.100;0.535;0.365	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr1	+	40209596-40214575;40211170-40214575;40214439-40214575	40209496-40209596;40211086-40214439;40211086-40214439;40214575-40214760	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/28_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PPIE
PPIE	ENSG00000084072	ENSG00000084072:40211086-40214439:source	4.18496591542e-06;0.35354153515;-0.337237959389	5.76528797502e-15;0.9996101458;0.998634585393	0.025;0.246;0.726	0.025;0.591;0.397	s|1e0|1e1.2o2|1e2.1o1|2e2.1o1	True	True	True	3	3	1	chr1	+	40211170-40213624;40211170-40214575;40214439-40214575	40211086-40214439;40214575-40214760;40214575-40214760	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/28_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PPIE
SMAP2	ENSG00000084070	ENSG00000084070:40841419-40841488:target	0.256221617567;0.000937076358083;-5.04270794726e-05;0.00119720043923;-0.258048497571	0.981055656097;9.6923853783e-13;4.68619706125e-18;9.54050475196e-18;0.999875739313	0.583;0.080;0.026;0.025;0.277	0.833;0.093;0.025;0.042;0.025	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|i	True	False	True	4	3	1	chr1	+	40839895-40841419;40840380-40841419;40840461-40841419;40840689-40841419;40841418-40841419	40839369-40839895;40840320-40840689;40840320-40840689;40840320-40840689;40840690-40841418;40841419-40841488	;;;;;	;;;;;	(40840690, 40841418)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/28_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#SMAP2
SS18	ENSG00000141380	ENSG00000141380:23615795-23615887:target	0.471659825977;-0.471659825977	1.0;1.0	0.515;0.485	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr18	-	23615091-23615795;23615794-23615795	23615055-23615578;23615579-23615794;23615795-23615887	;;	;;	(23615579, 23615794)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/126_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#SS18
SS18	ENSG00000141380	ENSG00000141380:23615055-23615578:source	0.0100281355197;0.125839533291;0.082747454392;-0.28146123831	7.05013798866e-11;0.210704208521;0.063985955818;0.999998471664	0.025;0.397;0.278;0.299	0.068;0.539;0.395;0.025	t|1e0|2e1.2o2|2e2.1o1|2e3.1o1|i	False	True	True	3	4	1	chr18	-	23615091-23619253;23615091-23618519;23615091-23615795;23615578-23615579	23615055-23615578;23615579-23615794;23615795-23615887;23618519-23618623;23619253-23619420	;;;;	;;;;	(23615579, 23615794)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/126_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#SS18
RAB2B	ENSG00000129472	ENSG00000129472:21936829-21936911:target	0.308410039793;-0.308410039793	0.999994464259;0.999994464259	0.674;0.326	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr14	-	21936608-21936829;21936828-21936829	21936516-21936608;21936609-21936828;21936829-21936911	;;	;;	(21936609, 21936828)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/97_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RAB2B
RAB2B	ENSG00000129472	ENSG00000129472:21936516-21936608:source	0.000992327011973;0.378916099495;-0.364332616073	3.6994331282e-09;0.999999208138;0.999999999999	0.088;0.529;0.380	0.100;0.899;0.025	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr14	-	21936608-21943026;21936608-21936829;21936608-21936609	21936516-21936608;21936609-21936828;21936829-21936911;21942679-21943093	;;;	;;;	(21936609, 21936828)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/97_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RAB2B
EIF4A3	ENSG00000141543	ENSG00000141543:78115494-78115647:target	0.27432441336;0.023178550899;-0.304753577971	0.995291747432;2.56261449306e-07;0.999999937346	0.640;0.030;0.322	0.908;0.091;0.025	s|1e1.1o1|1e2.2o2|2e0|i	True	False	True	2	3	1	chr17	-	78115180-78115581;78113939-78115581;78115493-78115494	78113807-78114275;78115118-78115180;78115181-78115493;78115494-78115647	;;;	;;;	(78115181, 78115493)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/127_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#EIF4A3
EIF4A3	ENSG00000141543	ENSG00000141543:78115118-78115180:source	0.317823270256;-0.317823270256	0.999999990805;0.999999990805	0.665;0.335	0.975;0.025	t|1e1.1o2|i	False	False	False	1	2	1	chr17	-	78115180-78115581;78115180-78115181	78115118-78115180;78115181-78115493;78115494-78115647	;;	;;	(78115181, 78115493)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/127_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#EIF4A3
DPH1	ENSG00000108963	ENSG00000108963:1940129-1940632:source	0.467791753711;0.0225513468924;-0.000281140817365;-0.492756002347	1.0;1.78490136358e-09;5.19537813462e-18;1.0	0.446;0.025;0.031;0.505	0.902;0.075;0.026;0.025	s|1e0|1e1.3o3|1e2.1o2|2e0|3e0|4e1.3o3|i	True	True	True	3	3	1	chr17	+	1940250-1943049;1940250-1943512;1940632-1943049;1940632-1940633	1940129-1940632;1940633-1942258;1942259-1943117;1942259-1943117;1943512-1943775	;;;;	;;;;	(1940633, 1942258)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/62_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#DPH1
DPH1	ENSG00000108963	ENSG00000108963:1942259-1943117:target	0.518015245661;-0.000522885432169;-0.474371218522	1.0;6.67187227233e-18;1.0	0.468;0.035;0.488	0.973;0.026;0.025	t|1e0|2e0|3e1.1o4|3e1.4o4|i	True	True	False	2	2	1	chr17	+	1940250-1943049;1940632-1943049;1942258-1942259	1940129-1940632;1940129-1940632;1940633-1942258;1942259-1943117	;;;	;;;	(1940633, 1942258)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/62_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#DPH1
DPH1	ENSG00000108963	ENSG00000108963:1939264-1939537:source	0.000584918659257;0.224961467595;0.000704793562833;-0.248306496915	6.88788253037e-18;0.920453163839;2.66049832656e-17;0.999930076317	0.025;0.698;0.025;0.267	0.036;0.917;0.037;0.025	s|1e1.1o2|1e1.2o2|2e1.2o2|i	True	True	False	3	2	1	chr17	+	1939385-1939723;1939385-1939823;1939537-1939823;1939537-1939538	1939264-1939537;1939538-1939722;1939723-1939980;1939723-1939980;1939723-1939980	;;;;	;;;;	(1939538, 1939722)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/62_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#DPH1
DPH1	ENSG00000108963	ENSG00000108963:1939723-1939980:target	0.000606603374557;3.71675333664e-12;0.29496029589;0.000630115995355;-0.316545531476	1.30604502523e-17;4.52363714697e-18;0.999886669715;1.95198986558e-17;1.0	0.025;0.025;0.630;0.025;0.334	0.036;0.025;0.917;0.036;0.025	t|1e2.1o2|2e1.1o1|2e2.1o2|2e2.2o2|i	True	True	True	4	3	1	chr17	+	1939385-1939723;1937136-1939823;1939385-1939823;1939537-1939823;1939722-1939723	1937073-1937136;1939264-1939537;1939264-1939537;1939264-1939537;1939538-1939722;1939723-1939980	;;;;;	;;;;;	(1939538, 1939722)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/62_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#DPH1
DPH1	ENSG00000108963	ENSG00000108963:1945062-1945525:source	-0.0598318698481;1.43592868382e-11;0.228420836018;-0.128871906665	0.00053818243895;4.52363725608e-18;0.904227515376;0.0774945641521	0.298;0.025;0.336;0.349	0.213;0.025;0.559;0.220	s|1e1.1o1|1e2.1o1|2e1.1o1|i	True	True	True	3	3	1	chr17	+	1945169-1945899;1945169-1946270;1945525-1945899;1945525-1945526	1945062-1945525;1945526-1945898;1945899-1946259;1945899-1946259;1946270-1946724	;;;;	;;;;	(1945526, 1945898)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/62_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#DPH1
RANGRF	ENSG00000108961	ENSG00000108961:8192203-8192390:source	0.424722351431;-0.424722351431	0.999999999999;0.999999999999	0.561;0.439	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr17	+	8192390-8192576;8192390-8192391	8192203-8192390;8192391-8192575;8192576-8192732	;;	;;	(8192391, 8192575)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/62_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RANGRF
RANGRF	ENSG00000108961	ENSG00000108961:8192576-8192732:target	0.489051535904;-0.489051535904	1.0;1.0	0.498;0.502	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	+	8192390-8192576;8192575-8192576	8192203-8192390;8192391-8192575;8192576-8192732	;;	;;	(8192391, 8192575)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/62_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RANGRF
KDM2A	ENSG00000173120	ENSG00000173120:66982811-66983144:source	-0.350779975499;0.204414041837;0.152711574824	0.999998482497;0.775749128474;0.141910720345	0.687;0.230;0.076	0.345;0.429;0.226	s|1e1.1o2|1e2.2o3|1e2.3o3|2e0	True	True	True	3	3	1	chr11	+	66982917-66983327;66982917-66985202;66982917-66985227	66982811-66983144;66983327-66983420;66985014-66985355;66985014-66985355	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/183_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#KDM2A
KDM2A	ENSG00000173120	ENSG00000173120:66985014-66985355:target	0.168378907697;-0.232051742906;0.137100928938;-0.0556200400193	0.369196271878;0.904346403923;0.0341094916678;1.15880381493e-16	0.227;0.604;0.076;0.084	0.391;0.378;0.210;0.025	t|1e0|2e1.1o2|2e2.1o1|3e1.1o2|3e2.1o1	True	True	True	4	3	1	chr11	+	66982917-66985202;66983420-66985202;66982917-66985227;66983420-66985227	66982811-66983144;66982811-66983144;66983327-66983420;66983327-66983420;66985014-66985355	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/183_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#KDM2A
NISCH	ENSG00000010322	ENSG00000010322:52525888-52527087:target	0.337426606375;-0.337426606375	1.0;1.0	0.646;0.354	0.975;0.025	t|1e1.1o2|i	False	False	False	1	2	1	chr3	+	52525529-52525888;52525887-52525888	52525368-52525593;52525594-52525887;52525888-52527087	;;	;;	(52525594, 52525887)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/3_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#NISCH
NISCH	ENSG00000010322	ENSG00000010322:52524091-52524247:target	0.357951794144;-0.357951794144	0.999999999853;0.999999999853	0.626;0.374	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	52523694-52524091;52524090-52524091	52523352-52523694;52523695-52524090;52524091-52524247	;;	;;	(52523695, 52524090)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/3_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#NISCH
NISCH	ENSG00000010322	ENSG00000010322:52510314-52510615:target	0.261688507909;2.74264582113e-10;-0.261196932132	0.999960405646;4.52363768559e-18;0.999955749271	0.720;0.025;0.280	0.975;0.025;0.025	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr3	+	52507845-52510463;52509921-52510463;52510313-52510314	52507750-52507845;52509632-52509921;52509922-52510313;52510314-52510615	;;;	;;;	(52509922, 52510313)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/3_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#NISCH
NISCH	ENSG00000010322	ENSG00000010322:52525368-52525593:source	0.231482106432;-0.231482106432	0.99756678239;0.99756678239	0.749;0.251	0.975;0.025	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr3	+	52525529-52525888;52525593-52525594	52525368-52525593;52525594-52525887;52525888-52527087	;;	;;	(52525594, 52525887)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/3_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#NISCH
NISCH	ENSG00000010322	ENSG00000010322:52524721-52524849:target	0.00234773511416;0.246976884893;-0.240610075028	2.04427303736e-10;0.987483046435;0.999812948389	0.084;0.652;0.260	0.107;0.892;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr3	+	52523694-52524721;52524247-52524721;52524720-52524721	52523352-52523694;52524091-52524247;52524248-52524720;52524721-52524849	;;;	;;;	(52524248, 52524720)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/3_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#NISCH
