#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th1_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
GOLGB1	ENSG00000173230	ENSG00000173230:121388044-121388202:target	-0.000267393905668;0.330090169508;-0.304672216861	1.11334610128e-05;0.952698145744;0.942329411567	0.037;0.636;0.330	0.029;0.964;0.029	s|1e1.1o1|1e2.1o1|2e2.1o1	True	True	True	3	3	0	chr3	-	121387355-121388059;121387005-121388059;121387005-121388044	121386908-121387005;121386908-121387005;121387161-121387355;121388044-121388202	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/53_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#GOLGB1
POLG	ENSG00000140521	ENSG00000140521:89877904-89878092:target	0.205569452947;-0.205569452947	0.57742626086;0.57742626086	0.592;0.408	0.891;0.109	s|1e1.1o2|2e1.1o2	True	True	False	2	2	0	chr15	-	89877144-89877916;89877144-89877904	89876327-89877144;89876327-89877144;89877904-89878092	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/33_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#POLG
SUGP2	ENSG00000064607	ENSG00000064607:19105407-19106089:target	0.412677397923;-0.000276076496244;-0.382424391567	0.985141207591;3.91824291107e-08;0.966865280472	0.293;0.034;0.673	0.697;0.026;0.295	s|1e1.1o1|2e1.1o1|3e0|i	True	True	False	2	2	1	chr19	-	19105295-19105953;19105295-19105468;19105406-19105407	19105175-19105295;19105175-19105295;19105296-19105406;19105407-19106089	;;;	;;;	(19105296, 19105406)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/3_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SUGP2
NADSYN1	ENSG00000172890	ENSG00000172890:71185441-71186668:source	1.64083208734e-05;0.00153567348644;0.227513016475;-0.309407223885;1.64083208734e-05;1.64083208734e-05	5.8516624528e-07;0.000284310076382;0.70543055149;0.923794922977;5.8516624528e-07;5.8516624528e-07	0.025;0.025;0.025;0.971;0.025;0.025	0.026;0.063;0.255;0.666;0.026;0.026	s|1e1.1o4|1e1.2o4|1e2.1o2|1e3.1o1|2e1.2o4|2e1.3o4	True	True	True	6	4	1	chr11	+	71185572-71187079;71185572-71187247;71185572-71188391;71185572-71189441;71186668-71187247;71186668-71187659	71185441-71186668;71187079-71188271;71187079-71188271;71187079-71188271;71187079-71188271;71188391-71188484;71189441-71190128	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/52_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#NADSYN1
ACAD8	ENSG00000151498	ENSG00000151498:134130938-134131073:target	0.400226493078;-0.400226493078	0.965273830014;0.965273830014	0.370;0.630	0.767;0.233	t|1e1.1o3|i	False	False	False	1	2	1	chr11	+	134129639-134130938;134130937-134130938	134129132-134129819;134130509-134130937;134130938-134131073	;;	;;	(134130509, 134130937)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/38_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ACAD8
FAM76B	ENSG00000077458	ENSG00000077458:95521663-95521727:source	0.408087250729;1.39416504212e-05;-0.470292001863;1.39416504212e-05;0.000929016010672	0.927826542548;2.43509440065e-06;0.973339360455;2.43509440065e-06;0.000175342391802	0.162;0.026;0.819;0.026;0.026	0.580;0.027;0.352;0.027;0.054	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2	True	False	True	5	5	0	chr11	-	95521727-95523320;95521727-95522847;95521727-95522556;95521727-95522033;95521727-95522023	95521663-95521727;95522023-95522268;95522023-95522268;95522556-95522779;95522847-95522980;95523320-95523573	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/7_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#FAM76B
KIAA0922	ENSG00000121210	ENSG00000121210:154542835-154543001:source	0.247000623323;-0.247000623323	0.790051800151;0.790051800151	0.673;0.327	0.941;0.059	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr4	+	154543001-154544050;154543001-154544053	154542835-154543001;154544050-154544235;154544050-154544235	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/22_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#KIAA0922
FAM107B	ENSG00000065809	ENSG00000065809:14572331-14572514:source	3.13335189039e-08;3.13335189039e-08;0.000381132217292;3.13335189039e-08;-0.229597788544;-1.99664489314e-05;4.14628336544e-06;3.13335189039e-08;3.13274839015e-08;2.48430170039e-08;3.13333645625e-08;3.13335189039e-08;0.287519232994;3.13335189039e-08;3.13335189039e-08	3.08523834784e-16;3.08523834784e-16;1.90960773473e-09;3.08523834784e-16;0.773708703287;3.08482753853e-16;2.90261992488e-13;3.08523834784e-16;3.08523834765e-16;3.0852382892e-16;3.08523834783e-16;3.08523834784e-16;0.933429037343;3.08523834784e-16;3.08523834784e-16	0.025;0.025;0.026;0.025;0.593;0.026;0.025;0.025;0.025;0.025;0.025;0.025;0.304;0.025;0.025	0.025;0.025;0.037;0.025;0.360;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.585;0.025;0.025	t|1e1.1o1|1e10.1o1|1e11.1o1|1e12.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o4|1e5.2o4|1e5.4o4|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1|2e5.3o4	True	True	True	15	13	1	chr10	-	14572514-14709633;14572514-14584578;14572514-14580519;14572514-14574586;14572514-14646239;14572514-14637623;14572514-14614228;14572514-14613990;14572514-14613923;14572514-14613762;14572514-14598361;14572514-14598015;14572514-14595321;14572514-14590439;14572510-14613913	14572331-14572514;14574586-14574709;14580519-14580592;14584578-14584685;14590439-14590669;14595321-14595453;14598015-14598179;14598361-14598413;14613762-14614188;14613762-14614188;14613762-14614188;14613762-14614188;14614228-14614338;14637623-14637679;14646239-14646417;14709633-14709690	;;;;;;;;;;;;;;;	;;;;;;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/4_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#FAM107B
CARS2	ENSG00000134905	ENSG00000134905:111296412-111296529:target	-5.00013458683e-05;-0.870088704596;0.873276778794	3.25861314829e-05;0.999999842453;0.99999986243	0.032;0.912;0.071	0.030;0.064;0.922	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr13	-	111296327-111296412;111294868-111296412;111296411-111296412	111294858-111294868;111296303-111296327;111296328-111296411;111296412-111296529	;;;	;;;	(111296328, 111296411)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/29_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CARS2
IFRD2	ENSG00000214706	ENSG00000214706:50326679-50326791:source	1.31078345615e-05;-0.286712017422;1.31078345615e-05;0.276764268192	1.50153304809e-08;0.939256459027;1.50153304809e-08;0.922270110448	0.025;0.973;0.025;0.026	0.026;0.693;0.026;0.296	t|1e1.1o1|1e2.1o1|2e2.1o1|3e0|i	True	True	True	3	3	1	chr3	-	50326791-50327143;50326791-50326878;50326787-50326878;50326791-50326792	50326679-50326791;50326792-50326877;50326878-50327059;50326878-50327059;50327143-50327193	;;;;	;;;;	(50326792, 50326877)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/64_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#IFRD2
SAMD10	ENSG00000130590	ENSG00000130590:62608578-62608759:source	-0.0359087075355;-0.212969059162;0.370135900371	0.0352892353019;0.72751132666;0.970356132137	0.143;0.267;0.590	0.032;0.032;0.957	t|1e1.2o2|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr20	-	62608759-62611207;62608759-62610730;62608759-62609598	62608578-62608759;62609598-62609714;62610730-62611202;62611207-62611361	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/26_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SAMD10
EIF4G3	ENSG00000075151	ENSG00000075151:21219604-21220129:target	-0.300024572501;0.300024572501	0.945209459709;0.945209459709	0.354;0.646	0.060;0.940	s|1e1.1o1|1e2.1o1|2e0|3e0	True	False	True	2	3	0	chr1	-	21219222-21220010;21212864-21220010	21212694-21212864;21219112-21219222;21219604-21220129	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/6_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#EIF4G3
TMEM104	ENSG00000109066	ENSG00000109066:72791151-72791250:source	0.220135799145;-0.220135799145	0.696449465182;0.696449465182	0.688;0.312	0.945;0.055	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr17	+	72791250-72791663;72791250-72791666	72791151-72791250;72791663-72791771;72791663-72791771	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/16_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#TMEM104
C14orf159	ENSG00000133943	ENSG00000133943:91623983-91624034:target	-0.000956978738821;4.67235041209e-06;-0.0504684582039;-0.00331811411017;0.27113485362;4.67235041209e-06;4.67235041209e-06;-0.185707439484;0.0992965226786;4.67235041209e-06	5.14563026193e-06;1.90472036454e-08;0.140045962657;0.00534231504958;0.847201164316;1.90472036454e-08;1.90472036454e-08;0.532101582475;0.284188756757;1.90472036454e-08	0.049;0.025;0.329;0.279;0.056;0.025;0.025;0.209;0.070;0.025	0.025;0.025;0.164;0.235;0.334;0.025;0.025;0.025;0.253;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|1e5.2o2|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1|2e0	True	True	True	10	10	0	chr14	+	91527048-91623983;91574405-91623983;91580627-91623983;91580872-91623983;91581338-91623983;91581565-91623983;91591968-91623983;91611657-91623983;91614202-91623983;91615196-91623983	91526677-91527048;91574330-91574405;91580357-91580627;91580714-91580872;91581014-91581565;91581014-91581565;91591883-91591968;91611565-91611657;91614122-91614202;91614918-91615196;91623983-91624034	;;;;;;;;;;	;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/28_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#C14orf159
WRNIP1	ENSG00000124535	ENSG00000124535:2779497-2779726:target	-0.852756523249;0.849266309242;-8.33795495628e-05	0.999999998655;0.999999998497;1.54182315509e-05	0.913;0.072;0.031	0.082;0.900;0.027	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr6	+	2766678-2779497;2770595-2779497;2773375-2779497	2765648-2766678;2770354-2770595;2773222-2773375;2779497-2779726	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/23_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#WRNIP1
PCGF5	ENSG00000180628	ENSG00000180628:93038026-93044088:target	-0.520942555496;0.520942555496	0.996684855788;0.996684855788	0.626;0.374	0.118;0.882	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr10	+	93024277-93038026;93031454-93038026	93024188-93024277;93031395-93031454;93038026-93044088	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/55_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#PCGF5
ZDHHC6	ENSG00000023041	ENSG00000023041:114192998-114193243:source	0.253388104972;0.000138147597965;-0.265545345177	0.82781608326;3.11070437942e-06;0.885424028672	0.642;0.033;0.325	0.905;0.038;0.060	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr10	-	114193039-114194055;114193039-114193299;114193243-114193244	114192998-114193243;114193244-114193298;114193299-114193396;114194055-114194222	;;;	;;;	(114193244, 114193298)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/1_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ZDHHC6
GOLGA4	ENSG00000144674	ENSG00000144674:37379157-37379225:target	0.363932009006;-0.363932009006	0.86474811008;0.86474811008	0.259;0.741	0.648;0.352	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	+	37376657-37379157;37378654-37379157	37376544-37376657;37378634-37378654;37379157-37379225	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/36_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#GOLGA4
MRPS28	ENSG00000147586	ENSG00000147586:80942271-80942524:target	-0.000170820244684;-2.32523839268e-06;-0.0332905874367;1.71175284054e-05;0.268618077786;-0.103439516189	1.64399400528e-07;1.5972458852e-07;0.00243011995261;1.59542462377e-07;0.942494510368;0.0753872645644	0.031;0.026;0.105;0.025;0.704;0.146	0.026;0.026;0.026;0.026;0.968;0.026	s|1e1.1o1|1e2.4o4|1e3.1o1|2e1.1o1|2e2.2o4|2e3.1o1	True	True	True	6	4	1	chr8	-	80941031-80942289;80915355-80942289;80831383-80942289;80941031-80942271;80915415-80942271;80831383-80942271	80830952-80831383;80830952-80831383;80915234-80915417;80915234-80915417;80940930-80941031;80940930-80941031;80942271-80942524	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/37_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#MRPS28
TSPAN14	ENSG00000108219	ENSG00000108219:82248973-82249070:target	0.269902477173;-0.00010395090418;0.00262748934311;0.000306709195875;-0.356240459112;1.14671592196e-05	0.755469020032;1.3515161416e-07;0.000445108835949;1.08310188733e-05;0.925006160815;7.55383991245e-08	0.361;0.029;0.031;0.029;0.567;0.025	0.673;0.026;0.077;0.040;0.206;0.026	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o2|1e4.2o2	True	False	True	6	5	1	chr10	+	82214127-82248973;82219263-82248973;82219340-82248973;82222883-82248973;82228443-82248973;82228883-82248973	82213922-82214127;82219058-82219340;82219058-82219340;82222844-82222883;82228303-82228883;82228303-82228883;82248973-82249070	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/15_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#TSPAN14
TSPAN14	ENSG00000108219	ENSG00000108219:82213922-82214127:source	0.00035070593466;-0.25504729413;0.201279383461	0.000150414800718;0.769631030843;0.593025542824	0.044;0.346;0.612	0.054;0.059;0.890	s|1e1.1o1|1e2.1o2|1e3.1o1	False	False	True	3	4	1	chr10	+	82214127-82222844;82214127-82228303;82214127-82248973	82213922-82214127;82222844-82222883;82228303-82228883;82248973-82249070	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/15_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#TSPAN14
PSMB8-AS1	ENSG00000204261	ENSG00000204261:32813107-32814272:target	-0.236886836983;-0.000135351947215;-0.00125564365087;0.275710801038	0.810022447605;3.91456370564e-10;0.00342409946557;0.878425442461	0.330;0.030;0.462;0.180	0.091;0.025;0.449;0.457	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	4	3	0	chr6	+	32812051-32813107;32812647-32813107;32812051-32813195;32812647-32813195	32811863-32812051;32811863-32812051;32812347-32812647;32812347-32812647;32813107-32814272	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/62_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#PSMB8-AS1
MMADHC	ENSG00000168288	ENSG00000168288:150444178-150444330:target	-0.273038286932;0.273038286932	0.883045340545;0.883045340545	0.975;0.025	0.708;0.292	s|1e1.2o2|i	False	False	False	1	2	1	chr2	-	150443663-150444178;150444177-150444178	150443403-150444116;150444117-150444177;150444178-150444330	;;	;;	(150444117, 150444177)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/49_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#MMADHC
ZNF33A	ENSG00000189180	ENSG00000189180:38306219-38306635:source	-0.00058890318188;0.00020264024882;-0.244083382225;0.287564508385	3.03427030969e-05;1.09570994214e-06;0.745760639089;0.891843610919	0.044;0.026;0.905;0.049	0.025;0.033;0.626;0.341	s|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|2e0	True	True	True	4	3	1	chr10	+	38306314-38323206;38306314-38323254;38306314-38343303;38306314-38343306	38306219-38306635;38323206-38323328;38323206-38323328;38343303-38348991;38343303-38348991	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/58_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ZNF33A
ZNF33A	ENSG00000189180	ENSG00000189180:38343303-38348991:target	-0.079334443977;-0.0083975134659;0.267290524355;0.000376748847301;-0.000272873101263	0.235896484511;0.0034774229404;0.869627953425;1.68233215906e-06;1.22237301987e-05	0.817;0.098;0.045;0.026;0.040	0.620;0.025;0.316;0.038;0.031	t|1e1.1o2|1e3.1o1|2e1.1o2|2e2.1o1|2e3.1o1	True	True	True	5	4	1	chr10	+	38306314-38343303;38323328-38343303;38306314-38343306;38314339-38343306;38323328-38343306	38306219-38306635;38306219-38306635;38314329-38314339;38323206-38323328;38323206-38323328;38343303-38348991	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/58_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ZNF33A
POM121	ENSG00000196313	ENSG00000196313:72361166-72361292:target	-0.245920183985;0.245920183985	0.674617577033;0.674617577033	0.484;0.516	0.168;0.832	t|1e1.3o3|1e2.1o1	False	False	True	2	3	1	chr7	+	72350456-72361166;72352122-72361166	72349936-72350456;72352020-72352122;72361166-72361292	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/59_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#POM121
GABPB1	ENSG00000104064	ENSG00000104064:50647182-50647605:target	0.215971911196;0.000526066151257;-0.240781806879;2.2275623183e-05	0.633990199776;6.39526818256e-05;0.685379335768;4.77221765305e-07	0.129;0.035;0.835;0.025	0.406;0.050;0.539;0.026	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2	False	False	True	4	5	0	chr15	-	50638592-50647182;50606867-50647182;50601995-50647182;50596330-50647182	50596163-50596330;50601888-50601995;50606613-50606867;50638569-50638592;50647182-50647605	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/13_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#GABPB1
KLC1	ENSG00000126214	ENSG00000126214:104151975-104152548:target	0.0817850721098;-0.667630660947;0.497068655405	0.184729344312;0.999996418001;0.991720046879	0.026;0.705;0.286	0.174;0.055;0.773	t|1e1.2o3|1e2.1o2|i	False	False	True	2	3	1	chr14	+	104145882-104151975;104151373-104151975;104151974-104151975	104145646-104146135;104151114-104151653;104151654-104151974;104151975-104152548	;;;	;;;	(104151654, 104151974)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/24_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#KLC1
AMZ2	ENSG00000196704	ENSG00000196704:66246935-66247108:source	-0.209809745964;0.209809745964	0.656251825374;0.656251825374	0.973;0.027	0.758;0.242	s|1e1.1o1|i	False	False	False	1	2	1	chr17	+	66247108-66247191;66247108-66247109	66246935-66247108;66247109-66247190;66247191-66247319	;;	;;	(66247109, 66247190)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/59_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#AMZ2
ZNF266	ENSG00000174652	ENSG00000174652:9523272-9525396:source	0.266791634149;-0.266791634149	0.854864199125;0.854864199125	0.034;0.966	0.300;0.700	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr19	-	9525396-9528504;9525396-9526330	9523272-9525396;9526330-9526418;9528504-9528584	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/53_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ZNF266
MINOS1	ENSG00000173436	ENSG00000173436:19923477-19923603:source	0.000145182036995;4.49129219999e-06;4.49129219999e-06;0.207075144439;-0.238783797206	1.60542535512e-07;9.95650115509e-10;9.95650115509e-10;0.654475499151;0.816469310603	0.025;0.025;0.025;0.026;0.974	0.030;0.025;0.025;0.229;0.741	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	0	chr1	+	19923603-19924328;19923603-19927281;19923603-19940995;19923603-19943752;19923603-19948594	19923477-19923603;19924328-19924689;19927281-19927798;19940995-19941088;19943752-19943830;19948594-19948641	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/53_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#MINOS1
SMARCA4	ENSG00000127616	ENSG00000127616:11151973-11152236:source	-0.228851648262;0.228851648262	0.566308682424;0.566308682424	0.648;0.352	0.303;0.697	s|1e0|2e0|2e1.1o2|2e1.2o2	True	True	False	2	2	0	chr19	+	11152236-11168931;11152236-11168934	11151973-11152236;11168931-11169039;11168931-11169039	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/25_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SMARCA4
CDK16	ENSG00000102225	ENSG00000102225:47086778-47087542:source	-0.310547516807;0.310547516807	0.946327450497;0.946327450497	0.975;0.025	0.672;0.328	s|1e0|2e1.2o2|3e0|i	True	False	False	1	2	1	chrX	+	47086868-47087966;47087542-47087543	47086778-47087542;47087543-47087602;47087603-47088043	;;	;;	(47087543, 47087602)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/12_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CDK16
RBM15	ENSG00000162775	ENSG00000162775:110881128-110885312:source	-0.184319378532;-0.348922598288;0.560630379863	0.584553007188;0.974642977148;0.999982037303	0.236;0.428;0.336	0.035;0.087;0.882	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr1	+	110884890-110888161;110884890-110888930;110885312-110885313	110881128-110885312;110885313-110888160;110888161-110888271;110888930-110889299	;;;	;;;	(110885313, 110888160)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/44_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#RBM15
ARMC10	ENSG00000170632	ENSG00000170632:102727077-102727211:source	-0.0140179311712;-0.0295061767894;0.219710360916;-0.00330866608824	0.00425680273613;0.0716908834826;0.646641429979;0.000555411365535	0.104;0.266;0.536;0.093	0.026;0.128;0.819;0.048	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1	False	False	True	4	5	0	chr7	+	102727211-102727316;102727211-102732924;102727211-102737724;102727211-102738746	102727077-102727211;102727316-102727384;102732924-102733100;102736174-102737795;102738746-102740205	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/51_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ARMC10
ATP5F1	ENSG00000116459	ENSG00000116459:111992304-111992495:source	-0.256589399204;0.000655467299028;0.235801325938;2.90921076662e-05	0.788583240288;5.50237639648e-05;0.739304929504;2.67268233047e-07	0.910;0.032;0.056;0.025	0.638;0.050;0.306;0.026	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	False	True	True	4	4	1	chr1	+	111992495-111996833;111992495-111996843;111992495-111998708;111992495-111998849	111992304-111992495;111996833-111996978;111996833-111996978;111998708-111998767;111998849-111998871	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/20_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ATP5F1
SIKE1	ENSG00000052723	ENSG00000052723:115323008-115323306:target	0.215381984317;-0.199531403606;-0.00186366567093;-0.000147159008166	0.661540432716;0.650099858314;0.000573839062347;4.9443877393e-06	0.641;0.238;0.094;0.033	0.914;0.028;0.067;0.028	s|1e1.1o2|1e2.1o1|2e1.1o2|3e2.1o1	True	True	True	4	3	0	chr1	-	115322836-115323070;115321905-115323070;115322836-115323058;115321905-115323008	115321719-115321905;115321719-115321905;115322731-115322836;115322731-115322836;115323008-115323306	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/2_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SIKE1
SIKE1	ENSG00000052723	ENSG00000052723:115321719-115321905:source	-0.187973410084;-0.000142918872781;0.210770240969	0.558323552721;2.79093753863e-07;0.700286642115	0.216;0.031;0.759	0.026;0.026;0.972	t|1e1.1o3|1e1.3o3|1e2.1o1	True	False	True	3	3	0	chr1	-	115321905-115323070;115321905-115323008;115321905-115322731	115321719-115321905;115322731-115322836;115323008-115323306;115323008-115323306	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/2_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SIKE1
CARS	ENSG00000110619	ENSG00000110619:3063395-3063560:source	1.82840030359e-05;0.302919884988;1.82840030359e-05;-0.312253263745	4.36097715665e-07;0.822303917252;4.36097715665e-07;0.844822417964	0.026;0.494;0.026;0.495	0.026;0.827;0.026;0.159	t|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o1	True	True	True	4	4	0	chr11	-	3063560-3078573;3063486-3078573;3063486-3076107;3063486-3068983	3063395-3063560;3068983-3069231;3076107-3076269;3078573-3078843;3078573-3078843	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/16_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CARS
C16orf13	ENSG00000130731	ENSG00000130731:685281-685340:target	-0.0193497553372;-2.44885081288e-05;2.41570968497e-05;0.397756046927;-0.271155208119	0.0267402612485;2.80899037289e-07;2.80313840798e-07;0.985945114955;0.924819893214	0.206;0.027;0.025;0.454;0.317	0.100;0.026;0.026;0.844;0.047	s|1e0|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|1e2.1o1	False	True	True	5	3	1	chr16	-	685063-685281;685012-685281;684980-685281;684956-685281;684797-685281	684664-684797;684889-685063;684889-685063;684889-685063;684889-685063;685281-685340	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/26_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#C16orf13
GIMAP6	ENSG00000133561	ENSG00000133561:150327146-150327230:target	-0.00830541413324;-0.0123064653766;0.284807216776;-0.143451007948	4.16765852245e-07;9.48605423782e-06;0.958318673219;0.347665230985	0.073;0.088;0.593;0.247	0.026;0.030;0.871;0.086	s|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3	False	True	True	4	3	1	chr7	-	150326846-150327146;150325810-150327146;150325600-150327146;150325376-150327146	150322463-150325810;150322463-150325810;150322463-150325810;150326733-150326846;150327146-150327230	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/28_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#GIMAP6
