#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th17_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
TFB2M	ENSG00000162851	ENSG00000162851:246714515-246714604:source	-0.228279331423;0.228279331423	0.756777526751;0.756777526751	0.284;0.716	0.039;0.961	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr1	-	246714604-246727648;246714604-246719875	246714515-246714604;246719875-246720023;246727648-246727736	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/16_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TFB2M
TFB2M	ENSG00000162851	ENSG00000162851:246727648-246727736:target	0.204061315371;-0.00160004993114;-0.149529769241	0.658665173323;0.000213831931262;0.473136461235	0.674;0.087;0.239	0.924;0.043;0.040	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr1	-	246720836-246727648;246720023-246727648;246714604-246727648	246714515-246714604;246719875-246720023;246720683-246720836;246727648-246727736	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/16_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TFB2M
C6orf1	ENSG00000186577	ENSG00000186577:34216504-34217247:target	0.465081864868;-0.465081864868	0.973069194307;0.973069194307	0.147;0.853	0.609;0.391	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr6	-	34215641-34216756;34215641-34216504	34215458-34215641;34215458-34215641;34216504-34217247	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/22_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#C6orf1
KIAA0391	ENSG00000100890	ENSG00000100890:35592711-35593437:source	0.268183476525;-0.268183476525	0.801994134559;0.801994134559	0.641;0.359	0.940;0.060	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr14	+	35593437-35595941;35593437-35596685	35592711-35593437;35595941-35595988;35596685-35596817	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/5_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#KIAA0391
DBP	ENSG00000105516	ENSG00000105516:49136343-49136912:source	0.253661746124;1.86599042165e-05;-0.270262409832	0.720879490897;4.17345970493e-06;0.772295851749	0.615;0.027;0.375	0.927;0.029;0.061	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr19	-	49136912-49138837;49136912-49137765;49136912-49137606	49136343-49136912;49137606-49137893;49137606-49137893;49138837-49139247	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DBP
ZCCHC11	ENSG00000134744	ENSG00000134744:52927384-52927762:source	-0.228299007282;0.228299007282	0.77029149605;0.77029149605	0.971;0.029	0.733;0.267	t|1e0|2e1.1o2|3e0|i	False	True	False	1	2	1	chr1	-	52927441-52930742;52927762-52927763	52927384-52927762;52927763-52927849;52930635-52930845	;;	;;	(52927763, 52927849)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/10_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ZCCHC11
HPS1	ENSG00000107521	ENSG00000107521:100190328-100190427:source	0.0824417986458;0.259852420139;-0.3858439822	0.0567621770853;0.939906167414;0.999685046232	0.031;0.035;0.935	0.153;0.288;0.559	t|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	0	chr10	-	100190427-100193740;100190427-100193697;100190427-100190888	100190328-100190427;100190888-100191048;100193697-100193848;100193697-100193848	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HPS1
HPS1	ENSG00000107521	ENSG00000107521:100193697-100193848:target	-0.197716518507;0.0316807874769;-0.0156681332104;0.239274948808	0.63534411207;0.0276998466789;0.0197685656361;0.844017802226	0.705;0.049;0.186;0.058	0.460;0.163;0.081;0.297	s|1e1.1o2|1e2.1o1|2e1.1o2|2e2.1o1	True	True	True	4	3	0	chr10	-	100191048-100193740;100190427-100193740;100191048-100193697;100190427-100193697	100190328-100190427;100190328-100190427;100190888-100191048;100190888-100191048;100193697-100193848	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HPS1
DDX26B	ENSG00000165359	ENSG00000165359:134711118-134711352:source	-0.298956928279;8.31502854483e-06;0.294966714598	0.926327132149;1.70148890181e-07;0.908622322888	0.341;0.026;0.652	0.042;0.026;0.951	s|1e1.1o3|2e1.1o3|3e1.1o3	True	True	False	3	2	1	chrX	+	134711220-134713713;134711261-134713713;134711352-134713713	134711118-134711352;134713713-134714087;134713713-134714087;134713713-134714087	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/17_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DDX26B
ATXN2L	ENSG00000168488	ENSG00000168488:28847647-28847811:source	-0.13212095358;-0.002743084176;-2.88257303588e-09;-9.11310076511e-05;0.240409126467	0.386740546217;1.24715942499e-05;1.71411113079e-18;3.833555554e-12;0.830333148394	0.387;0.098;0.025;0.033;0.478	0.216;0.044;0.025;0.025;0.719	s|1e1.1o4|1e1.2o4|1e1.4o4|2e1.1o4|i	True	True	False	4	2	1	chr16	+	28847806-28848049;28847806-28848069;28847806-28848171;28847811-28848049;28847811-28847812	28847647-28847811;28847812-28848048;28848049-28848558;28848049-28848558;28848049-28848558;28848049-28848558	;;;;;	;;;;;	(28847812, 28848048)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/18_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ATXN2L
TMC6	ENSG00000141524	ENSG00000141524:76122858-76123707:source	-1.95818867655e-06;-1.34806368976e-06;-1.3470414985e-06;0.000103870263811;-5.62287477581e-05;0.000100391074335;3.68035968487e-05;1.66718849675e-06;-0.000969305052727;0.35353323316;-0.296496961562	3.31119679718e-09;3.31064463372e-09;3.31076458285e-09;1.02032822047e-06;3.64321372292e-09;1.03054681349e-06;9.75587378477e-07;3.30935791706e-09;0.000189790391415;0.951371300533;0.862841604861	0.025;0.025;0.025;0.025;0.030;0.025;0.031;0.025;0.141;0.217;0.537	0.025;0.025;0.025;0.034;0.025;0.034;0.034;0.025;0.113;0.568;0.225	t|1e5.1o1|2e4.1o1|2e5.1o1|3e0|4e0|5e4.1o1|5e5.1o1|6e1.1o2|6e2.1o1|6e3.1o1|6e4.1o1|6e5.1o1|7e0|i	True	True	True	10	6	1	chr17	-	76123707-76124693;76123260-76124740;76123260-76124693;76123055-76124740;76123055-76124693;76122987-76128422;76122987-76127082;76122987-76126718;76122987-76124740;76122987-76124693;76123707-76123708	76122858-76123707;76123708-76124692;76124693-76124711;76124693-76124711;76124693-76124711;76124693-76124711;76124740-76124863;76124740-76124863;76124740-76124863;76126718-76126764;76127082-76127478;76128231-76128488	;;;;;;;;;;;	;;;;;;;;;;;	(76123708, 76124692)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/12_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TMC6
ECHDC2	ENSG00000121310	ENSG00000121310:53377395-53377897:source	0.000135005442346;0.221662632456;-0.000516894727714;-0.0884417865151;-9.33912480689e-06;0.000385078233843;-9.33912480689e-06	7.84056856663e-07;0.734966711816;0.000112297585463;0.261253850054;4.1336148589e-07;0.00162743019134;4.1336148589e-07	0.026;0.049;0.056;0.708;0.026;0.177;0.026	0.036;0.305;0.025;0.467;0.025;0.187;0.025	t|1e0|2e1.1o1|2e3.1o3|2e4.1o1|3e0|4e1.1o1|4e2.1o2|4e3.1o3|4e4.1o1	True	True	True	7	5	1	chr1	-	53377693-53387225;53377693-53379567;53377693-53378426;53377462-53387225;53377462-53387155;53377462-53379567;53377462-53378426	53377395-53377897;53378426-53379016;53378426-53379016;53379092-53379767;53379092-53379767;53387070-53387204;53387225-53387591;53387225-53387591	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/8_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ECHDC2
ECHDC2	ENSG00000121310	ENSG00000121310:53387225-53387591:target	-1.48530783716e-05;-1.48530783716e-05;0.302871405184;0.000199077075444;-0.114648581765;-0.00443666402349	1.27345874328e-06;1.27345874328e-06;0.879799187867;3.59144242118e-06;0.337855143141;0.00474531516327	0.027;0.027;0.057;0.027;0.809;0.115	0.025;0.025;0.377;0.041;0.552;0.032	s|1e1.1o1|1e2.1o1|1e3.1o3|1e4.2o4|1e4.4o4|i	False	True	True	5	5	1	chr1	-	53383287-53387225;53380964-53387225;53379767-53387225;53377693-53387225;53377462-53387225;53387224-53387225	53377395-53377897;53377395-53377897;53379092-53379767;53380803-53380964;53383216-53383287;53387205-53387224;53387225-53387591	;;;;;;	;;;;;;	(53387205, 53387224)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/8_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ECHDC2
FIGNL1	ENSG00000132436	ENSG00000132436:50514826-50514995:source	0.255234990091;-0.255234990091	0.701278837382;0.701278837382	0.510;0.490	0.831;0.169	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr7	-	50514995-50515879;50514995-50515666	50514826-50514995;50515666-50515753;50515879-50515987	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/10_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FIGNL1
SUPT20H	ENSG00000102710	ENSG00000102710:37625625-37625720:source	0.206104443506;7.56495286e-05;1.57563355858e-06;-0.00156383768081;1.57563355858e-06;5.41509278774e-05;-0.16146548205	0.682109710711;9.91650097835e-07;2.83319486493e-09;3.24784554198e-05;2.83319486493e-09;5.21632202045e-07;0.485837601697	0.666;0.029;0.025;0.070;0.025;0.028;0.219	0.908;0.035;0.025;0.025;0.025;0.032;0.033	t|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o2|1e4.2o2|2e0	True	True	True	7	5	1	chr13	-	37625720-37633696;37625720-37633617;37625720-37633499;37625720-37633332;37625720-37631015;37625720-37628276;37625720-37628272	37625625-37625720;37628272-37628433;37628272-37628433;37631015-37631270;37633332-37633605;37633332-37633605;37633617-37633850;37633617-37633850	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/5_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SUPT20H
RPTOR	ENSG00000141564	ENSG00000141564:78866529-78867009:source	-0.253409282933;0.253409282933	0.881704905687;0.881704905687	0.974;0.026	0.726;0.274	s|1e1.1o1|2e1.1o1	True	True	False	2	2	1	chr17	+	78866669-78867507;78867009-78867507	78866529-78867009;78867507-78867665;78867507-78867665	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/13_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RPTOR
STX7	ENSG00000079950	ENSG00000079950:132785132-132785214:target	0.25070753029;-0.25070753029	0.819794509706;0.819794509706	0.038;0.962	0.296;0.704	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr6	-	132782999-132785132;132781989-132785132	132767006-132781989;132782853-132782999;132785132-132785214	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/2_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#STX7
RAD9A	ENSG00000172613	ENSG00000172613:67161162-67161261:target	0.251848534772;-0.254174714227;-1.04057498494e-06	0.733606383878;0.742206032076;9.73631006522e-08	0.569;0.425;0.026	0.870;0.124;0.026	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr11	+	67161081-67161162;67161081-67161194;67161161-67161162	67160353-67161081;67160353-67161081;67161082-67161161;67161162-67161261	;;;	;;;	(67161082, 67161161)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/20_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RAD9A
TMEM161B	ENSG00000164180	ENSG00000164180:87524258-87524345:source	1.24899584259e-05;-0.352979631909;0.351928927593;1.24899584259e-05	2.27019673149e-06;0.977714355202;0.954871396604;2.27019673149e-06	0.026;0.373;0.612;0.026	0.028;0.028;0.963;0.028	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	True	False	True	4	4	1	chr5	-	87524345-87564605;87524345-87564538;87524345-87536630;87524345-87527536	87524258-87524345;87527536-87527546;87536630-87536733;87564538-87564887;87564538-87564887	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/17_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TMEM161B
H2AFV	ENSG00000105968	ENSG00000105968:44866390-44869762:source	-0.265485640262;0.265485640262	0.838591680967;0.838591680967	0.324;0.676	0.046;0.954	t|1e1.1o2|i	False	False	False	1	2	1	chr7	-	44869762-44875128;44869762-44869763	44866390-44869762;44869763-44873100;44874524-44875257	;;	;;	(44869763, 44873100)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#H2AFV
SDR39U1	ENSG00000100445	ENSG00000100445:24909989-24910182:target	-1.21184793503e-08;-0.213468295982;-8.41267516396e-07;0.226283641561	4.02237102942e-18;0.722539467764;8.28256223351e-16;0.765991201417	0.025;0.595;0.025;0.394	0.025;0.367;0.025;0.630	s|1e0|2e0|3e1.1o3|3e1.2o3|3e1.3o3|i	True	True	False	3	2	1	chr14	-	24909807-24909989;24909698-24909989;24909614-24909989;24909988-24909989	24908972-24909807;24908972-24909807;24908972-24909807;24909808-24909988;24909989-24910182	;;;;	;;;;	(24909808, 24909988)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/5_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SDR39U1
MYEF2	ENSG00000104177	ENSG00000104177:48458130-48458223:target	0.393454895486;-0.393454895486	0.877179149952;0.877179149952	0.254;0.746	0.677;0.323	s|1e1.1o1|1e2.1o2	False	False	True	2	3	0	chr15	-	48455090-48458130;48452001-48458130	48451793-48452001;48454874-48455090;48458130-48458223	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/5_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MYEF2
MDM1	ENSG00000111554	ENSG00000111554:68709858-68710188:source	0.247647695487;-0.247647695487	0.745248848047;0.745248848047	0.056;0.944	0.345;0.655	t|1e0|2e0|3e1.2o3|3e2.1o1	False	True	True	2	3	0	chr12	-	68710033-68715127;68710033-68710361	68709858-68710188;68710361-68710390;68714753-68715226	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/7_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MDM1
FAM188A	ENSG00000148481	ENSG00000148481:15883425-15883598:target	0.212658975946;-0.212658975946	0.545759788979;0.545759788979	0.349;0.651	0.686;0.314	s|1e1.1o1|1e2.1o2	False	False	True	2	3	0	chr10	-	15880278-15883425;15879317-15883425	15879203-15879317;15880227-15880278;15883425-15883598	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/14_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FAM188A
CTSH	ENSG00000103811	ENSG00000103811:79228022-79228092:source	0.243376347341;-0.243376347341	0.857843992956;0.857843992956	0.738;0.262	0.975;0.025	t|1e0|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr15	-	79228092-79229660;79228092-79229377	79228022-79228092;79229377-79229575;79229660-79229838	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/5_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CTSH
NEDD8-MDP1	ENSG00000255526	ENSG00000255526:24684943-24685003:target	-0.219169364353;0.219169364353	0.686273438777;0.686273438777	0.947;0.053	0.680;0.320	s|1e1.1o1|i	False	False	False	1	2	1	chr14	-	24684868-24684943;24684942-24684943	24684758-24684868;24684869-24684942;24684943-24685003	;;	;;	(24684869, 24684942)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/25_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NEDD8-MDP1
SCRIB	ENSG00000180900	ENSG00000180900:144887104-144887184:target	-0.203492207468;0.203492207468	0.676851735674;0.676851735674	0.268;0.732	0.040;0.960	s|1e1.1o1|2e1.1o1	True	True	False	2	2	1	chr8	-	144886995-144887125;144886995-144887104	144886738-144886995;144886738-144886995;144887104-144887184	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/21_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SCRIB
CABIN1	ENSG00000099991	ENSG00000099991:24560368-24560531:target	0.204375819728;-0.212748827314;-1.12922404917e-05;-1.16189897233e-05	0.683787811632;0.726571628567;5.12203799854e-09;4.64024512921e-09	0.707;0.253;0.028;0.028	0.927;0.038;0.027;0.027	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr22	+	24530382-24560368;24552044-24560368;24552544-24560368;24558183-24560368	24530269-24530382;24551806-24552044;24552501-24552544;24558034-24558183;24560368-24560531	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/4_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CABIN1
FAM49B	ENSG00000153310	ENSG00000153310:130916745-130916831:source	0.260036497033;-2.69405565771e-08;-0.1995746779;-0.000791162700274;-4.7780721593e-06	0.854085058848;1.462545295e-15;0.667082972114;3.5922191804e-06;6.15388903445e-13	0.432;0.025;0.470;0.084;0.025	0.696;0.025;0.246;0.054;0.025	t|1e1.1o3|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	0	chr8	-	130916831-130983189;130916831-130961212;130916831-130951854;130916831-130924716;130916831-130924606	130916745-130916831;130924606-130924663;130924716-130924761;130951854-130952118;130961212-130961313;130982755-130983241	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/15_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FAM49B
MMP25	ENSG00000008516	ENSG00000008516:3108182-3108334:target	0.41030567925;-0.41030567925	0.972025628336;0.972025628336	0.464;0.536	0.870;0.130	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	3107614-3108182;3108181-3108182	3107532-3107614;3107615-3108181;3108182-3108334	;;	;;	(3107615, 3108181)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/0_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MMP25
MMP25	ENSG00000008516	ENSG00000008516:3106795-3107210:source	0.526258313977;-0.526258313977	0.999605648835;0.999605648835	0.341;0.659	0.854;0.146	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	3107210-3107311;3107210-3107211	3106795-3107210;3107211-3107310;3107311-3107395	;;	;;	(3107211, 3107310)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/0_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MMP25
MMP25	ENSG00000008516	ENSG00000008516:3107311-3107395:target	0.294586412406;-0.294586412406	0.796922536587;0.796922536587	0.456;0.544	0.790;0.210	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	3107210-3107311;3107310-3107311	3106795-3107210;3107211-3107310;3107311-3107395	;;	;;	(3107211, 3107310)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/0_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MMP25
PEX26	ENSG00000215193	ENSG00000215193:18566203-18566498:source	0.219433249417;-0.219433249417	0.711533016782;0.711533016782	0.754;0.246	0.974;0.026	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr22	+	18566498-18567878;18566498-18570738	18566203-18566498;18567878-18568024;18570738-18588162	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/25_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PEX26
PARP15	ENSG00000173200	ENSG00000173200:122350933-122351066:target	-0.468552805897;0.468552805897	0.950153839559;0.950153839559	0.732;0.268	0.257;0.743	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	+	122340458-122350933;122345880-122350933	122340195-122340458;122345674-122345880;122350933-122351066	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/20_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PARP15
SUSD3	ENSG00000157303	ENSG00000157303:95837854-95838254:target	-0.0151785800663;-0.0517357108915;0.336172064592	0.0359086228393;0.150401721809;0.946674445486	0.238;0.719;0.046	0.108;0.511;0.381	t|1e1.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	1	chr9	+	95821112-95837854;95821112-95838066;95831430-95838066	95820989-95821112;95820989-95821112;95831317-95831430;95837854-95838254	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/15_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SUSD3
ENTPD1	ENSG00000138185	ENSG00000138185:97515673-97516012:source	0.22073124205;-0.22073124205	0.742423012714;0.742423012714	0.739;0.261	0.971;0.029	s|1e1.2o3|1e2.1o1	False	False	True	2	3	0	chr10	+	97516012-97582994;97516012-97599448	97515673-97516012;97582993-97583121;97599448-97599565	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/11_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ENTPD1
TNFAIP8	ENSG00000145779	ENSG00000145779:118728511-118735383:target	-0.18287629889;-6.85347690297e-10;-6.82020988504e-10;-0.0209837396095;4.24806140235e-10;0.255167481639;-3.33253862877e-12	0.599809759071;1.69711841332e-18;1.6971182791e-18;3.7962437386e-07;1.69711593622e-18;0.874960871158;1.69711454388e-18	0.581;0.025;0.025;0.080;0.025;0.329;0.025	0.388;0.025;0.025;0.025;0.025;0.580;0.025	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1|1e5.1o1|1e6.1o1	True	False	True	7	7	1	chr5	+	118604602-118728511;118651997-118728511;118669118-118728511;118669326-118728511;118691087-118728511;118691816-118728511;118727178-118728511	118604387-118604602;118651880-118651997;118668870-118669326;118668870-118669326;118690009-118691087;118691718-118691816;118727060-118727178;118728511-118735383	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/13_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TNFAIP8
BCL2L11	ENSG00000153094	ENSG00000153094:111907621-111907724:source	-1.63687555666e-05;0.205569882514;-1.63687555666e-05;-0.176733723062	5.34924283924e-07;0.65548331394;5.34924283924e-07;0.562180936908	0.027;0.096;0.027;0.888	0.025;0.358;0.025;0.636	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr2	+	111907724-111909399;111907724-111911357;111907724-111918996;111907724-111921710	111907621-111907724;111909399-111909470;111911357-111911481;111918996-111919127;111921710-111926024	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/14_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#BCL2L11
COA1	ENSG00000106603	ENSG00000106603:43678398-43679280:target	0.244273980025;-0.250441606857;-2.58943818233e-06;-2.58943818233e-06	0.698381183472;0.721231727793;3.94048455394e-07;3.94048455394e-07	0.588;0.398;0.026;0.026	0.892;0.095;0.026;0.026	s|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|2e0|3e0|4e0	True	True	True	4	3	1	chr7	-	43673007-43679048;43671381-43679048;43649240-43679048;43649094-43679048	43648055-43649240;43648055-43649240;43670751-43673007;43670751-43673007;43678398-43679280	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#COA1
COA1	ENSG00000106603	ENSG00000106603:43690092-43690311:target	-0.0838500837933;0.00039856651581;0.202634636489;-0.00549809333954;0.000168486410581	0.248574931276;4.29113096214e-06;0.647222677501;0.00851445576137;1.43714498393e-05	0.690;0.026;0.085;0.182;0.041	0.465;0.049;0.341;0.095;0.049	s|1e2.4o4|2e1.1o1|2e2.2o4|3e2.4o4|i	True	True	True	4	3	1	chr7	-	43688251-43690211;43690010-43690157;43689698-43690157;43688251-43690092;43690091-43690092	43687516-43689895;43687516-43689895;43687516-43689895;43689964-43690010;43690011-43690091;43690092-43690311	;;;;;	;;;;;	(43690011, 43690091)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#COA1
CTNS	ENSG00000040531	ENSG00000040531:3559970-3560089:target	-0.291433689032;0.291433689032	0.903572494568;0.903572494568	0.971;0.029	0.679;0.321	t|1e1.4o4|i	False	False	False	1	2	1	chr17	+	3559880-3559970;3559969-3559970	3559781-3559880;3559881-3559969;3559970-3560089	;;	;;	(3559881, 3559969)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/0_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CTNS
PDDC1	ENSG00000177225	ENSG00000177225:770993-771212:target	-0.197862328225;-0.000896444795883;-1.46824506667e-05;0.317665178341	0.626694635599;1.9657590244e-06;2.22678524475e-10;0.923999481221	0.632;0.059;0.027;0.291	0.383;0.025;0.025;0.610	s|1e0|2e1.1o1|2e2.1o1|2e3.1o2|i	True	False	True	3	4	1	chr11	-	770903-770993;770398-770993;767373-770993;770992-770993	767220-767373;770208-770398;770470-770903;770904-770992;770993-771212	;;;;	;;;;	(770904, 770992)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/20_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PDDC1
MPP6	ENSG00000105926	ENSG00000105926:24612887-24613212:source	-2.61732798294e-05;0.315492455977;-0.209772542634;-0.000497037384444	5.50287671656e-06;0.94336659668;0.604287196515;0.000356656986284	0.029;0.029;0.912;0.067	0.026;0.343;0.611;0.042	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	False	True	True	4	4	0	chr7	+	24613212-24659671;24613212-24663282;24613212-24663285;24613212-24681335	24612887-24613212;24659671-24659839;24663282-24663403;24663282-24663403;24681335-24681487	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MPP6
MPP6	ENSG00000105926	ENSG00000105926:24663282-24663403:target	0.310768908478;-0.326681764989;0.000174670575384;-2.27715967187e-05;-2.27715967187e-05	0.937632648446;0.900872479373;1.4789837849e-05;5.14186688352e-06;5.14186688352e-06	0.028;0.955;0.028;0.028;0.028	0.338;0.614;0.041;0.026;0.026	t|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o2|2e3.2o2	True	True	True	5	4	1	chr7	+	24613212-24663282;24613212-24663285;24613897-24663285;24659806-24663285;24659839-24663285	24612887-24613212;24612887-24613212;24613632-24613897;24659671-24659839;24659671-24659839;24663282-24663403	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MPP6
