#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_p_A E(PSI)	Th2_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
HUWE1	ENSG00000086758	ENSG00000086758:53652118-53652439:source	0.57936440688;-0.57936440688	0.999996654771;0.999996654771	0.272;0.728	0.837;0.163	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chrX	-	53652219-53654361;53652219-53652747	53652118-53652439;53652747-53652989;53654361-53654466	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/8_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#HUWE1
FNBP4	ENSG00000109920	ENSG00000109920:47754034-47754222:target	-0.0243098556813;-0.377135369953;0.488181049907	0.0292375358586;0.983467491011;0.999789487699	0.189;0.624;0.187	0.082;0.255;0.663	s|1e1.3o4|1e2.2o2|2e0|i	True	False	True	2	3	1	chr11	-	47753771-47754089;47753113-47754089;47754033-47754034	47752836-47753114;47753669-47753949;47753950-47754033;47754034-47754222	;;;	;;;	(47753950, 47754033)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/16_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#FNBP4
PPP1R12A	ENSG00000058272	ENSG00000058272:80199946-80200113:target	-0.215892948735;0.215892948735	0.637345345938;0.637345345938	0.390;0.610	0.113;0.887	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr12	-	80199548-80199946;80192364-80199946	80192274-80192364;80199372-80199596;80199946-80200113	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/4_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PPP1R12A
BMS1	ENSG00000165733	ENSG00000165733:43315956-43316136:target	5.64598293073e-05;-0.213756530439;0.201800447032	1.00639887174e-06;0.663616670072;0.610755772269	0.025;0.973;0.026	0.028;0.753;0.236	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr10	+	43312942-43315956;43315872-43315956;43315955-43315956	43312766-43312942;43315644-43315872;43315873-43315955;43315956-43316136	;;;	;;;	(43315873, 43315955)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/44_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#BMS1
RAD9A	ENSG00000172613	ENSG00000172613:67160353-67161081:target	-0.564900121285;-1.91142641771e-06;0.572861116539	0.999885453283;2.05800083048e-06;0.999899591977	0.662;0.028;0.318	0.111;0.028;0.877	t|1e0|2e0|3e1.1o1|4e1.1o1|i	True	True	False	2	2	1	chr11	+	67160253-67160967;67160253-67161009;67160352-67160353	67159852-67160253;67159852-67160253;67160254-67160352;67160353-67161081	;;;	;;;	(67160254, 67160352)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/48_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RAD9A
GSDMD	ENSG00000104518	ENSG00000104518:144643031-144643274:source	0.264367212302;-0.264367212302	0.964386431757;0.964386431757	0.710;0.290	0.968;0.032	s|1e1.2o2|i	False	False	False	1	2	1	chr8	+	144643274-144643540;144643274-144643275	144643031-144643274;144643275-144643527;144643528-144643593	;;	;;	(144643275, 144643527)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/13_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#GSDMD
RNF167	ENSG00000108523	ENSG00000108523:4846146-4846333:source	-0.223581145169;-0.000336972433405;8.55729150488e-07;0.265478805081	0.754836934578;8.36878766242e-13;8.30576721355e-13;0.908094967204	0.911;0.034;0.025;0.046	0.689;0.025;0.025;0.305	s|1e1.2o2|1e2.2o3|1e3.1o1|2e0|i	True	False	True	3	4	1	chr17	+	4846236-4846474;4846236-4847853;4846236-4848010;4846333-4846334	4846146-4846333;4846334-4846362;4846363-4846579;4847675-4847933;4848010-4848517	;;;;	;;;;	(4846334, 4846362)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/16_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RNF167
NABP1	ENSG00000173559	ENSG00000173559:192543716-192543854:target	-0.25138719035;4.29069238409e-06;0.24875039559	0.84842267035;2.71861955552e-09;0.836247465684	0.309;0.025;0.687	0.056;0.025;0.939	t|1e0|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	0	chr2	+	192542967-192543716;192543122-192543716;192543431-192543716	192542794-192543122;192542794-192543122;192543258-192543431;192543716-192543854	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/49_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#NABP1
PPP1R12C	ENSG00000125503	ENSG00000125503:55604384-55604444:source	0.293556599795;-0.293556599795	0.837991991652;0.837991991652	0.553;0.447	0.870;0.130	t|1e1.3o3|i	False	False	False	1	2	1	chr19	-	55604444-55604521;55604444-55604445	55604384-55604444;55604445-55604520;55604521-55604601	;;	;;	(55604445, 55604520)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/23_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PPP1R12C
PPP6R1	ENSG00000105063	ENSG00000105063:55758245-55758740:source	-0.338538840949;0.341631272885;3.65988689728e-05	0.958996718958;0.96382410388;2.84929387442e-07	0.891;0.097;0.025	0.559;0.432;0.027	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	1	chr19	-	55758477-55769803;55758477-55767043;55758477-55763462	55758245-55758740;55763462-55763497;55767043-55767137;55769803-55770363	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/14_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PPP6R1
CSNK1G3	ENSG00000151292	ENSG00000151292:122924119-122924205:source	-0.242684428251;0.242684428251	0.642698937185;0.642698937185	0.682;0.318	0.355;0.645	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr5	+	122924205-122926104;122924205-122926107	122924119-122924205;122926104-122926252;122926104-122926252	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/37_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CSNK1G3
ENSG00000225241	ENSG00000225241	ENSG00000225241:144618082-144618296:target	-0.486896580026;0.486896580026	0.999724428262;0.999724428262	0.517;0.483	0.042;0.958	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr1	+	144615303-144618082;144617252-144618082	144615096-144615303;144617150-144617252;144618082-144618296	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/62_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ENSG00000225241
ENSG00000225241	ENSG00000225241	ENSG00000225241:144615096-144615303:source	0.423182394332;-0.423182394332	0.99630511246;0.99630511246	0.540;0.460	0.953;0.047	s|1e1.1o1|1e2.1o2	False	False	True	2	3	0	chr1	+	144615303-144617150;144615303-144618082	144615096-144615303;144617150-144617252;144618082-144618296	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/62_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ENSG00000225241
RAB24	ENSG00000169228	ENSG00000169228:176729236-176729497:target	0.268377596702;-0.268377596702	0.844168384121;0.844168384121	0.632;0.368	0.913;0.087	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr5	-	176729179-176729398;176729235-176729236	176729129-176729179;176729180-176729235;176729236-176729497	;;	;;	(176729180, 176729235)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/47_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RAB24
RPL17-C18orf32	ENSG00000215472	ENSG00000215472:47017902-47017956:target	-0.350258447947;0.0179438022407;0.25457877575	0.969921071224;0.00245874247576;0.81976222215	0.833;0.026;0.147	0.489;0.103;0.408	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr18	-	47017815-47017902;47017297-47017902;47017901-47017902	47017163-47017297;47017775-47017815;47017816-47017901;47017902-47017956	;;;	;;;	(47017816, 47017901)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/61_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RPL17-C18orf32
CDC25A	ENSG00000164045	ENSG00000164045:48224419-48224520:target	-0.229230854611;0.229230854611	0.746492019613;0.746492019613	0.974;0.026	0.745;0.255	s|1e0|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	48222330-48224419;48219478-48224419	48219344-48219478;48222211-48222330;48224419-48224520	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/43_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CDC25A
WHSC1	ENSG00000109685	ENSG00000109685:1941008-1943477:source	-0.2234666257;0.2234666257	0.837533964356;0.837533964356	0.243;0.757	0.025;0.975	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr4	+	1941505-1944066;1941505-1952799	1941008-1943477;1944066-1950545;1952799-1952930	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/16_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#WHSC1
POLD4	ENSG00000175482	ENSG00000175482:67120364-67120631:source	2.09810874065e-05;2.09810874065e-05;2.09810874065e-05;0.000709869673182;-0.108001708998;-0.45749420226;1.7755062031e-05;0.590223603197	6.08571047961e-07;6.08571047961e-07;6.08571047961e-07;9.08826509031e-05;0.336229173542;0.997427079707;6.08737170773e-07;0.999939436259	0.025;0.025;0.025;0.025;0.232;0.550;0.025;0.204	0.026;0.026;0.026;0.050;0.053;0.104;0.026;0.779	t|1e2.1o1|2e4.4o4|3e0|4e1.1o1|4e3.1o1|4e4.1o4|4e4.2o4|4e4.3o4|i	True	True	True	7	5	1	chr11	-	67120631-67121026;67120582-67120682;67120548-67124214;67120548-67121010;67120548-67120835;67120548-67120774;67120548-67120765;67120631-67120632	67120364-67120631;67120632-67120681;67120682-67121005;67120682-67121005;67120682-67121005;67120682-67121005;67121010-67121017;67121026-67121066;67124214-67124443	;;;;;;;;	;;;;;;;;	(67120632, 67120681)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/50_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#POLD4
LDB1	ENSG00000198728	ENSG00000198728:103867317-103868080:source	0.240774522186;-0.114326187265;3.04632630463e-05;-0.00930991830749	0.681761913575;0.366282309002;1.19371980516e-06;0.0191429922121	0.332;0.330;0.026;0.324	0.634;0.121;0.027;0.236	t|1e1.1o2|1e1.2o2|2e1.2o2|i	True	True	False	3	2	1	chr10	-	103868080-103868792;103868080-103868786;103868079-103868786;103868080-103868081	103867317-103868080;103868081-103868785;103868786-103868934;103868786-103868934;103868786-103868934	;;;;	;;;;	(103868081, 103868785)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/57_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#LDB1
LDB1	ENSG00000198728	ENSG00000198728:103871191-103871293:source	-0.266614020993;0.266614020993	0.806294127683;0.806294127683	0.575;0.425	0.287;0.713	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr10	-	103871293-103879843;103871293-103874163	103871191-103871293;103874163-103874703;103879843-103880210	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/57_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#LDB1
STAG3	ENSG00000066923	ENSG00000066923:99817737-99818296:source	-0.206304247686;0.206304247686	0.682802323619;0.682802323619	0.975;0.025	0.774;0.226	s|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99818296-99818383;99818296-99818297	99817737-99818296;99818297-99818382;99818383-99818443	;;	;;	(99818297, 99818382)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/5_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#STAG3
KANSL1	ENSG00000120071	ENSG00000120071:44248221-44248485:target	0.0004579617671;0.000207342826535;0.256601493093;-0.353954569919	6.33274522877e-06;2.47941506e-06;0.691812319016;0.87389067744	0.027;0.027;0.261;0.722	0.042;0.035;0.585;0.345	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	False	True	True	4	4	1	chr17	-	44239891-44248221;44230335-44248221;44230332-44248221;44172067-44248221	44171926-44172067;44230270-44230335;44230270-44230335;44239881-44239891;44248221-44248485	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/21_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#KANSL1
ENSG00000163486	ENSG00000163486	ENSG00000163486:206628224-206628370:target	0.256761321564;-0.256761321564	0.675134864287;0.675134864287	0.319;0.681	0.650;0.350	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	206626726-206628224;206628223-206628224	206626546-206626726;206627856-206628223;206628224-206628370	;;	;;	(206627856, 206628223)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/42_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ENSG00000163486
MARCH6	ENSG00000145495	ENSG00000145495:10401969-10402251:target	0.317895362224;3.45983386069e-05;-0.32276002015	0.914138125516;6.09875123104e-07;0.932270410629	0.527;0.031;0.447	0.849;0.032;0.124	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr5	+	10400954-10402171;10401598-10402171;10401968-10401969	10400896-10400954;10401045-10401598;10401599-10401968;10401969-10402251	;;;	;;;	(10401599, 10401968)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/35_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#MARCH6
FANCA	ENSG00000187741	ENSG00000187741:89836972-89837042:target	0.00427871081071;-0.381915778956;0.303047139969	0.00347633670384;0.96937475034;0.874475917063	0.115;0.696;0.188	0.178;0.319;0.503	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	-	89836870-89836972;89836667-89836972;89836971-89836972	89836574-89836667;89836838-89836870;89836871-89836971;89836972-89837042	;;;	;;;	(89836871, 89836971)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/54_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#FANCA
CIDEB	ENSG00000136305	ENSG00000136305:24774302-24774971:source	1.62063344578e-05;-0.315129985441;0.310451738026	1.26211154124e-08;0.957558633712;0.949341557709	0.025;0.414;0.582	0.026;0.104;0.889	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr14	-	24774971-24775580;24774971-24775153;24774971-24774972	24774302-24774971;24774972-24775152;24775153-24775343;24775580-24775729	;;;	;;;	(24774972, 24775152)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/29_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CIDEB
C2CD2L	ENSG00000172375	ENSG00000172375:118981557-118981667:source	-0.223081719854;0.223081719854	0.733583373634;0.733583373634	0.974;0.026	0.754;0.246	s|1e1.1o2|i	False	False	False	1	2	1	chr11	+	118981667-118981762;118981667-118981668	118981557-118981667;118981668-118981761;118981762-118981878	;;	;;	(118981668, 118981761)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/48_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#C2CD2L
STIL	ENSG00000123473	ENSG00000123473:47735307-47735538:target	-9.78581518432e-06;-0.0516298444339;-0.0592645081546;0.37489598798	3.98863561925e-07;0.1376635861;0.169942568285;0.950795802911	0.026;0.241;0.651;0.101	0.026;0.072;0.445;0.476	s|1e1.2o3|2e0|2e1.1o3|2e1.2o3|2e1.3o3	True	True	False	4	2	1	chr1	-	47728785-47735404;47728788-47735307;47728785-47735307;47728734-47735307	47728575-47728788;47728575-47728788;47728575-47728788;47728575-47728788;47735307-47735538	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/23_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#STIL
ACAA1	ENSG00000060971	ENSG00000060971:38167942-38168191:target	0.000279480081524;-0.0117242470094;0.207253705046;-0.13294704053	2.6033582886e-06;0.0244472750892;0.65034419075;0.343382340184	0.026;0.548;0.223;0.203	0.037;0.458;0.471;0.040	s|1e1.1o3|1e1.3o3|1e2.1o1|2e0|3e0|i	True	True	True	3	3	1	chr3	-	38167843-38168001;38167832-38168001;38167372-38168001;38167941-38167942	38167317-38167372;38167552-38167843;38167552-38167843;38167844-38167941;38167942-38168191	;;;;	;;;;	(38167844, 38167941)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/4_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ACAA1
SLC7A6OS	ENSG00000103061	ENSG00000103061:68331938-68335308:source	0.255574211525;-0.255574211525	0.829227700114;0.829227700114	0.288;0.712	0.551;0.449	t|1e1.1o2|i	False	False	False	1	2	1	chr16	-	68335308-68336284;68335308-68335309	68331938-68335308;68335309-68335902;68335903-68336412	;;	;;	(68335309, 68335902)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/12_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SLC7A6OS
MMP25	ENSG00000008516	ENSG00000008516:3108182-3108334:target	-0.331078990167;0.331078990167	0.928479217982;0.928479217982	0.384;0.616	0.045;0.955	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	3107614-3108182;3108181-3108182	3107532-3107614;3107615-3108181;3108182-3108334	;;	;;	(3107615, 3108181)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/1_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#MMP25
MMP25	ENSG00000008516	ENSG00000008516:3107532-3107614:source	-0.490560309412;0.490560309412	0.999693990273;0.999693990273	0.511;0.489	0.033;0.967	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	3107614-3108182;3107614-3107615	3107532-3107614;3107615-3108181;3108182-3108334	;;	;;	(3107615, 3108181)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/1_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#MMP25
GGCT	ENSG00000006625	ENSG00000006625:30538419-30538554:source	-0.227236533527;0.227236533527	0.787902555652;0.787902555652	0.323;0.677	0.088;0.912	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr7	-	30538554-30544185;30538554-30540152	30538419-30538554;30540152-30540297;30544185-30544460	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/0_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#GGCT
TRA2B	ENSG00000136527	ENSG00000136527:185644389-185646861:source	-0.144749963387;-0.0253511068667;0.275435323231	0.448792447706;0.00126007114367;0.922416946483	0.778;0.117;0.105	0.593;0.033;0.374	t|1e0|2e0|3e1.1o1|3e2.1o2|i	False	True	True	2	3	1	chr3	-	185644522-185655613;185644522-185649365;185646861-185646862	185644389-185646861;185646862-185648003;185649303-185649406;185655613-185655924	;;;	;;;	(185646862, 185648003)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/30_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TRA2B
TRA2B	ENSG00000136527	ENSG00000136527:185655613-185655924:target	3.39194122463e-07;0.350467206682;-0.270578486509;-0.02657946831	3.74437638103e-14;0.994995455385;0.89659527149;2.96090088315e-05	0.025;0.108;0.801;0.089	0.025;0.450;0.534;0.026	s|1e1.1o1|1e2.1o1|1e3.3o3|1e4.1o1	False	False	True	4	5	1	chr3	-	185650634-185655613;185649640-185655613;185644522-185655613;185643414-185655613	185643061-185643414;185644389-185646861;185649542-185649640;185650624-185650634;185655613-185655924	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/30_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TRA2B
RECQL4	ENSG00000160957	ENSG00000160957:145738025-145738155:target	-0.345102224306;7.84643137503e-06;0.362215097429	0.959037566156;3.05668097899e-07;0.976866455927	0.865;0.026;0.111	0.526;0.027;0.465	s|1e1.1o1|1e2.1o2|i	False	False	True	2	3	1	chr8	-	145737944-145738025;145737707-145738025;145738024-145738025	145737527-145737707;145737775-145737944;145737945-145738024;145738025-145738155	;;;	;;;	(145737945, 145738024)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/41_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RECQL4
SPATA13	ENSG00000182957	ENSG00000182957:24825832-24826000:source	0.265482081686;-0.265482081686	0.840903921051;0.840903921051	0.045;0.955	0.321;0.679	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr13	+	24826000-24852752;24826000-24858273	24825832-24826000;24852752-24852959;24858273-24858409	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/53_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SPATA13
NCOR1	ENSG00000141027	ENSG00000141027:15989596-15989756:source	-0.228848350188;0.228848350188	0.725692830754;0.725692830754	0.914;0.086	0.651;0.349	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr17	-	15989756-15995177;15989756-15990486	15989596-15989756;15990486-15990659;15994878-15995372	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/33_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#NCOR1
LBHD1	ENSG00000162194	ENSG00000162194:62437113-62437275:source	-0.0027434637628;-0.261197924498;0.3101143975	0.000248504848808;0.840659196589;0.914250740027	0.088;0.341;0.570	0.046;0.072;0.883	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	-	62437275-62439599;62437275-62437354;62437275-62437276	62437113-62437275;62437276-62437353;62437354-62438157;62439599-62439727	;;;	;;;	(62437276, 62437353)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/41_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#LBHD1
CEP295	ENSG00000166004	ENSG00000166004:93463036-93463135:source	-0.268575833927;0.268575833927	0.892970669326;0.892970669326	0.963;0.037	0.698;0.302	s|1e1.1o1|i	False	False	False	1	2	1	chr11	+	93463135-93463215;93463135-93463136	93463036-93463135;93463136-93463214;93463215-93463314	;;	;;	(93463136, 93463214)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/44_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CEP295
CEP295	ENSG00000166004	ENSG00000166004:93455668-93456455:target	0.20112948056;-0.20112948056	0.634408843604;0.634408843604	0.031;0.969	0.261;0.739	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr11	+	93454578-93456207;93455216-93456207	93454478-93454578;93455120-93455216;93455668-93456455	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/44_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CEP295
CEP295	ENSG00000166004	ENSG00000166004:93463215-93463314:source	-0.306080945954;0.306080945954	0.918177719615;0.918177719615	0.852;0.148	0.547;0.453	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr11	+	93463314-93463397;93463314-93463315	93463215-93463314;93463315-93463396;93463397-93463522	;;	;;	(93463315, 93463396)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/44_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#CEP295
INO80E	ENSG00000169592	ENSG00000169592:30012533-30012896:source	0.00987537983687;-0.000107939535533;-0.000751709763601;-0.0835817616806;-0.424026371756;0.00065226490577;0.488636103237	0.0106406012354;4.04898243284e-07;4.23387794166e-07;0.00794747546592;0.996249614304;6.11101841078e-05;0.997216749233	0.038;0.030;0.044;0.131;0.509;0.025;0.240	0.129;0.026;0.026;0.026;0.096;0.048;0.716	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.2o2|1e5.2o2|1e6.1o1|2e0|i	True	False	True	6	7	1	chr16	+	30012851-30013757;30012851-30014757;30012851-30014971;30012851-30015889;30012851-30016542;30012851-30016689;30012896-30012897	30012533-30012896;30012897-30013756;30013757-30014334;30014757-30014847;30014971-30015035;30015876-30015978;30016071-30016644;30016689-30017114	;;;;;;;	;;;;;;;	(30012897, 30013756)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/47_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#INO80E
INO80E	ENSG00000169592	ENSG00000169592:30016071-30016644:target	0.000496694896135;-4.40479976882e-05;-0.36981112071;-0.00609023097378;0.399482561379	1.48670752513e-05;0.000336746382201;0.994972306256;5.67734329905e-06;0.988805665925	0.025;0.140;0.438;0.093;0.313	0.043;0.142;0.077;0.040;0.704	t|1e3.1o1|2e1.1o1|2e2.1o2|2e3.1o1|i	True	True	True	4	4	1	chr16	+	30015978-30016071;30012361-30016542;30012851-30016542;30015978-30016542;30016070-30016071	30012250-30012361;30012533-30012896;30015876-30015978;30015876-30015978;30015979-30016070;30016071-30016644	;;;;;	;;;;;	(30015979, 30016070)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/47_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#INO80E
MCTP2	ENSG00000140563	ENSG00000140563:94899203-94899530:source	-0.379651225694;0.379651225694	0.982331378075;0.982331378075	0.964;0.036	0.591;0.409	s|1e0|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr15	+	94899530-94901711;94899530-94901776	94899203-94899530;94901711-94901841;94901711-94901841	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/32_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#MCTP2
HMGN1	ENSG00000205581	ENSG00000205581:40719921-40720265:source	0.000101828576017;-0.00338077024625;-0.403666309235;0.465756273238	1.96462440554e-05;0.000247142815617;0.947892804361;0.975528605721	0.025;0.076;0.488;0.430	0.031;0.031;0.081;0.892	t|1e0|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr21	-	40720265-40720829;40720265-40720471;40720265-40720348;40720265-40720266	40719921-40720265;40720266-40720347;40720348-40720377;40720471-40720788;40720829-40721126	;;;;	;;;;	(40720266, 40720347)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/59_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#HMGN1
UBXN11	ENSG00000158062	ENSG00000158062:26611485-26612032:target	-0.257829945187;6.42285578483e-05;0.237560671371	0.765867804539;6.66092375875e-06;0.702397299382	0.362;0.027;0.629	0.065;0.030;0.921	s|1e1.1o2|1e1.2o2|2e0|3e0|4e0|i	True	True	False	2	2	1	chr1	-	26610973-26611955;26610952-26611955;26611484-26611485	26610853-26610973;26610853-26610973;26610974-26611484;26611485-26612032	;;;	;;;	(26610974, 26611484)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/40_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#UBXN11
