#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_e_A E(PSI)	Th17_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
CARD8	ENSG00000105483	ENSG00000105483:48737535-48737721:target	-0.171156535752;2.20537871646e-06;2.20537871646e-06;-1.67718022909e-05;-0.00154299176883;6.6585242624e-05;0.209441715247	0.562522763114;1.85529084289e-09;1.85529084289e-09;2.17579523319e-09;0.000919569941504;3.22519586376e-07;0.641581885813	0.350;0.025;0.025;0.026;0.199;0.027;0.413	0.123;0.025;0.025;0.025;0.161;0.032;0.682	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2|1e4.2o2|2e0|i	True	True	True	6	5	1	chr19	-	48737237-48737660;48737153-48737660;48736661-48737660;48736046-48737660;48735750-48737660;48735067-48737660;48737534-48737535	48734917-48735371;48735710-48736046;48735710-48736046;48736529-48736661;48736667-48737237;48736667-48737237;48737238-48737534;48737535-48737721	;;;;;;;	;;;;;;;	(48737238, 48737534)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/7_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CARD8
CARD8	ENSG00000105483	ENSG00000105483:48744219-48744320:target	0.251915205167;-0.115229485492;-0.0282453754022	0.836994006185;0.0690179606652;0.0597789904459	0.598;0.146;0.256	0.856;0.025;0.140	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	0	chr19	-	48741789-48744219;48741783-48744219;48737800-48744219	48737729-48737800;48741519-48741789;48741519-48741789;48744219-48744320	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/7_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CARD8
RBBP6	ENSG00000122257	ENSG00000122257:24578464-24578826:source	-0.202741165848;0.202741165848	0.555217463243;0.555217463243	0.739;0.261	0.430;0.570	s|1e0|2e1.1o1|2e2.1o1	True	False	True	2	3	0	chr16	+	24578826-24579113;24578826-24580066	24578464-24578826;24579113-24579214;24580066-24581820	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/11_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RBBP6
ALDOC	ENSG00000109107	ENSG00000109107:26902439-26902932:source	0.323719319065;1.45486082012e-05;-0.337259730254;1.45486082012e-05	0.923414114553;1.96563497684e-07;0.94782312959;1.96563497684e-07	0.555;0.025;0.439;0.025	0.884;0.026;0.101;0.026	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|3e1.1o1	True	True	True	4	4	0	chr17	-	26902562-26903819;26902562-26903298;26902562-26902983;26902514-26903819	26902439-26902932;26902983-26903038;26903298-26903442;26903819-26904282;26903819-26904282	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/8_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ALDOC
SH2D3C	ENSG00000095370	ENSG00000095370:130523890-130523929:source	-0.260337255747;0.259126872943;2.44104714539e-07;2.44104714539e-07;2.44104714539e-07;2.44104714539e-07	0.856229701272;0.861585518055;1.96316812603e-10;1.96316812603e-10;1.96316812603e-10;1.96316812603e-10	0.960;0.034;0.025;0.025;0.025;0.025	0.699;0.291;0.025;0.025;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|1e5.2o2	True	False	True	6	6	0	chr9	-	130523929-130536269;130523929-130533465;130523929-130529180;130523929-130524671;130523929-130524411;130523929-130524400	130523890-130523929;130524400-130524566;130524400-130524566;130524671-130524697;130529180-130529550;130533465-130533717;130536269-130536423	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SH2D3C
CEBPZOS	ENSG00000218739	ENSG00000218739:37431447-37431884:target	-0.219886455171;0.219886455171	0.713526168748;0.713526168748	0.363;0.637	0.111;0.889	t|1e1.2o2|i	False	False	False	1	2	1	chr2	+	37428869-37431447;37431446-37431447	37428785-37428869;37430639-37431446;37431447-37431884	;;	;;	(37430639, 37431446)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/33_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CEBPZOS
TRMT2A	ENSG00000099899	ENSG00000099899:20104406-20104495:source	0.215524371635;-0.215524371635	0.642730056661;0.642730056661	0.151;0.849	0.430;0.570	t|1e1.1o2|i	False	False	False	1	2	1	chr22	-	20104495-20104620;20104495-20104496	20104406-20104495;20104496-20104551;20104552-20104915	;;	;;	(20104496, 20104551)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/5_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRMT2A
C14orf159	ENSG00000133943	ENSG00000133943:91642093-91642400:target	-0.207964146553;0.208283994329;-1.05479768921e-05	0.616752177604;0.614787909828;2.78498065472e-07	0.398;0.593;0.027	0.119;0.873;0.026	t|1e0|2e1.1o3|2e1.3o3|2e2.1o1	True	True	True	3	3	0	chr14	+	91639747-91642278;91639783-91642278;91640097-91642278	91639633-91639783;91639633-91639783;91640008-91640097;91642093-91642400	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/14_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C14orf159
C14orf159	ENSG00000133943	ENSG00000133943:91639633-91639783:source	-0.214425165643;-1.13943841967e-05;0.215217444331	0.635531677587;2.7763170915e-07;0.63478277474	0.401;0.027;0.590	0.120;0.026;0.873	s|1e2.2o2|2e0|3e0|3e1.1o1|3e2.2o2	True	True	True	3	3	0	chr14	+	91639747-91642278;91639783-91640008;91639783-91642278	91639633-91639783;91640008-91640097;91642093-91642400;91642093-91642400	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/14_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C14orf159
FAM45A	ENSG00000119979	ENSG00000119979:120877031-120877179:source	-0.246791096696;0.246791096696	0.766285647781;0.766285647781	0.970;0.030	0.704;0.296	s|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr10	+	120877179-120879853;120877179-120882981	120877031-120877179;120879853-120879964;120882981-120883081	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/10_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FAM45A
CDK5RAP2	ENSG00000136861	ENSG00000136861:123220728-123220900:source	0.22251787444;-0.22251787444	0.704801652546;0.704801652546	0.065;0.935	0.324;0.676	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr9	-	123220900-123230138;123220900-123222850	123220728-123220900;123222850-123223025;123230138-123230275	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/15_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CDK5RAP2
PACS2	ENSG00000179364	ENSG00000179364:105834796-105834876:source	0.340435517376;-0.340435517376	0.92971078384;0.92971078384	0.035;0.965	0.380;0.620	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr14	+	105834852-105836178;105834876-105836178	105834796-105834876;105836178-105836495;105836178-105836495	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/27_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PACS2
POM121	ENSG00000196313	ENSG00000196313:72396800-72397015:target	-0.091047557227;-0.000203635650415;-0.00617136166457;0.348636712908	0.273643441386;4.50633391225e-06;0.011840522916;0.951441354099	0.533;0.039;0.306;0.126	0.309;0.025;0.214;0.474	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr7	+	72361649-72396800;72371665-72396800;72384365-72396800;72396303-72396800	72361472-72361649;72371568-72371665;72384302-72384365;72395660-72396303;72396800-72397015	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/30_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#POM121
XRCC3	ENSG00000126215	ENSG00000126215:104165701-104165913:source	4.665033861e-06;-0.362165421441;0.360092087511	3.51215812967e-09;0.960777238055;0.958575740549	0.025;0.672;0.323	0.026;0.313;0.681	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr14	-	104165913-104181761;104165913-104169510;104165913-104165914	104165701-104165913;104165914-104166789;104169510-104169574;104181683-104181841	;;;	;;;	(104165914, 104166789)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/12_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#XRCC3
AC002398.9	ENSG00000188223	ENSG00000188223:36245294-36245420:target	0.217955895718;-0.217955895718	0.684381701334;0.684381701334	0.621;0.379	0.882;0.118	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	36245220-36245294;36245293-36245294	36245147-36245220;36245221-36245293;36245294-36245420	;;	;;	(36245221, 36245293)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/30_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#AC002398.9
TERF1	ENSG00000147601	ENSG00000147601:73939175-73939287:source	0.276043683145;-0.276043683145	0.662410507516;0.662410507516	0.301;0.699	0.675;0.325	s|1e0|2e1.2o2|2e2.2o2	True	False	True	2	3	0	chr8	+	73939287-73942571;73939287-73944277	73939175-73939287;73942188-73942630;73943848-73944375	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/18_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TERF1
ATG4D	ENSG00000130734	ENSG00000130734:10657865-10657929:source	0.235548678276;-0.235548678276	0.734055098263;0.734055098263	0.698;0.302	0.967;0.033	s|1e1.1o2|1e2.1o2	False	False	True	2	3	1	chr19	+	10657929-10659580;10657929-10662573	10657865-10657929;10659580-10659710;10662573-10662695	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/13_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ATG4D
C16orf13	ENSG00000130731	ENSG00000130731:685518-685774:target	-0.257149285151;0.200243035432;0.000702171892867;3.6375002807e-06	0.814867975152;0.651793682716;1.92079546904e-05;3.30500811861e-09	0.902;0.075;0.027;0.025	0.631;0.307;0.057;0.025	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	4	3	0	chr16	-	685340-685612;684797-685612;685340-685518;684797-685518	684664-684797;684664-684797;685281-685340;685281-685340;685518-685774	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/13_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C16orf13
LIN37	ENSG00000267796	ENSG00000267796:36245294-36245420:target	0.220659479565;-0.220659479565	0.688729580793;0.688729580793	0.617;0.383	0.881;0.119	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	36245220-36245294;36245293-36245294	36245147-36245220;36245221-36245293;36245294-36245420	;;	;;	(36245221, 36245293)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/35_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LIN37
LIMK2	ENSG00000182541	ENSG00000182541:31674283-31674647:target	-0.227896451035;0.227896451035	0.690844406867;0.690844406867	0.533;0.467	0.263;0.737	t|1e1.1o2|i	False	False	False	1	2	1	chr22	+	31671294-31674283;31674282-31674283	31671137-31671651;31673625-31674282;31674283-31674647	;;	;;	(31673625, 31674282)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/28_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LIMK2
WDR83	ENSG00000123154	ENSG00000123154:12783661-12783728:source	0.314125116524;-0.314125116524	0.973282102201;0.973282102201	0.668;0.332	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr19	+	12783728-12783822;12783728-12783729	12783661-12783728;12783729-12783821;12783822-12783930	;;	;;	(12783729, 12783821)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/11_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#WDR83
ZCCHC6	ENSG00000083223	ENSG00000083223:88902648-88903659:source	0.224448463522;-0.224448463522	0.728733384424;0.728733384424	0.645;0.355	0.901;0.099	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr9	-	88903659-88916191;88903659-88913682	88902648-88903659;88913682-88913745;88916191-88916516	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/3_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ZCCHC6
ATG9A	ENSG00000198925	ENSG00000198925:220093146-220093415:source	0.386847373307;-0.611628595745;1.344418916e-05;0.0825358161574	0.963262570934;0.999935850282;3.29063654039e-07;0.2465113928	0.108;0.778;0.025;0.109	0.492;0.182;0.026;0.319	t|1e0|2e1.1o1|2e2.1o1|3e1.1o1|3e2.1o1	True	True	True	4	3	0	chr2	-	220093207-220094257;220093207-220093732;220093204-220094257;220093204-220093732	220093146-220093415;220093732-220094090;220093732-220094090;220094257-220094439;220094257-220094439	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/31_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ATG9A
YDJC	ENSG00000161179	ENSG00000161179:21983597-21983696:source	0.00172372246107;0.297786504586;-0.38800955067	0.000329102731073;0.819669275064;0.958964080377	0.028;0.318;0.661	0.078;0.647;0.275	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr22	-	21983696-21984140;21983696-21983891;21983696-21983832	21983597-21983696;21983832-21984050;21983832-21984050;21984140-21984353	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#YDJC
BTBD10	ENSG00000148925	ENSG00000148925:13484639-13484844:target	-0.000387425691556;-0.00038127996899;-4.28553458446e-06;-4.28553458446e-06;0.287820042424;-0.0743838400893	5.40559843372e-05;5.15241995212e-05;5.52138045668e-07;5.52138045668e-07;0.843295838243;0.220030275923	0.049;0.049;0.026;0.026;0.049;0.851	0.026;0.026;0.026;0.026;0.359;0.622	s|1e1.1o1|1e4.1o2|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o2	True	True	True	6	5	1	chr11	-	13484344-13484647;13443385-13484647;13484344-13484639;13481283-13484639;13466728-13484639;13443385-13484639	13443189-13443385;13443189-13443385;13466571-13466728;13481213-13481283;13484169-13484344;13484169-13484344;13484639-13484844	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/18_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BTBD10
FBXO38	ENSG00000145868	ENSG00000145868:147812796-147813087:target	-0.213456512585;-0.0106580871558;-0.000366426782914;0.363843779993	0.731567989954;0.0166322901924;9.88954864219e-08;0.987179604445	0.273;0.300;0.044;0.383	0.056;0.202;0.025;0.738	t|1e0|2e1.1o1|2e2.1o3|2e2.2o3|2e2.3o3	True	True	True	4	3	1	chr5	+	147805264-147812987;147807285-147812987;147807384-147812987;147807510-147812987	147805085-147805264;147807186-147807510;147807186-147807510;147807186-147807510;147812796-147813087	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/18_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FBXO38
FBXO38	ENSG00000145868	ENSG00000145868:147805085-147805264:source	0.37987885052;-0.37987885052	0.991772993755;0.991772993755	0.546;0.454	0.917;0.083	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr5	+	147805264-147806776;147805264-147812987	147805085-147805264;147806776-147806833;147812796-147813087	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/18_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FBXO38
ACAP3	ENSG00000131584	ENSG00000131584:1233393-1233493:source	-0.233197534628;1.17608366158e-06;0.242259505921	0.695786847096;1.13589604096e-06;0.729363958036	0.931;0.027;0.058	0.644;0.027;0.345	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	-	1233493-1233750;1233493-1233565;1233493-1233494	1233393-1233493;1233494-1233564;1233565-1233645;1233750-1233801	;;;	;;;	(1233494, 1233564)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/13_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ACAP3
FAM193B	ENSG00000146067	ENSG00000146067:176959444-176959642:target	-0.00310433609804;-1.10520498085e-05;-0.193977147684;0.21190839149	0.00502442638347;0.000115724424682;0.671354664052;0.656916887161	0.408;0.119;0.238;0.236	0.351;0.120;0.035;0.499	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.2o2	False	False	True	4	5	0	chr5	-	176959201-176959444;176959132-176959444;176958522-176959444;176952206-176959444	176951775-176952488;176958283-176958835;176958954-176959132;176959157-176959201;176959444-176959642	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/18_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FAM193B
FAM193B	ENSG00000146067	ENSG00000146067:176958283-176958835:source	-0.44260065491;0.000855155531056;0.372393925471	0.979910137321;0.000533039697857;0.885234487061	0.510;0.035;0.459	0.073;0.073;0.856	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	0	chr5	-	176958522-176959444;176958522-176959157;176958522-176958954	176958283-176958835;176958954-176959132;176959157-176959201;176959444-176959642	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/18_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FAM193B
MEAF6	ENSG00000163875	ENSG00000163875:37962148-37962205:source	-0.366802889915;0.000313830724399;0.300552726458	0.911718147479;1.94083218382e-05;0.79234107484	0.587;0.026;0.406	0.207;0.045;0.750	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr1	-	37962205-37967405;37962205-37962308;37962205-37962206	37962148-37962205;37962206-37962307;37962308-37962337;37967016-37967597	;;;	;;;	(37962206, 37962307)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/22_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MEAF6
IKBIP	ENSG00000166130	ENSG00000166130:99028074-99028191:target	0.409281862134;-0.409281862134	0.994033359446;0.994033359446	0.042;0.958	0.441;0.559	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	99020544-99028074;99008118-99028074	99007183-99008118;99018027-99020544;99028074-99028191	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/23_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#IKBIP
ENSG00000225241	ENSG00000225241	ENSG00000225241:144598512-144598780:target	-0.283777419019;-0.00142268468341;-5.04064318473e-06;-1.92927911382e-05;0.366746269732	0.927867125904;0.000175007903218;2.71671039908e-08;0.00150204076895;0.941554943341	0.302;0.071;0.026;0.221;0.400	0.025;0.025;0.025;0.220;0.770	t|1e0|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o2|2e0|3e0|4e0	True	True	True	5	5	1	chr1	+	144593936-144598512;144593965-144598512;144594483-144598512;144595952-144598512;144596473-144598512	144593363-144593965;144593363-144593965;144594045-144594483;144595835-144595952;144596284-144597070;144598512-144598780	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/33_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ENSG00000225241
STIM2	ENSG00000109689	ENSG00000109689:27019333-27019606:source	-0.283119686703;3.3921127774e-07;3.3921127774e-07;0.28468095484	0.929428455807;3.93115173415e-09;3.93115173415e-09;0.921730169066	0.310;0.025;0.025;0.681	0.032;0.025;0.025;0.962	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1	False	False	True	4	5	0	chr4	+	27019606-27021022;27019606-27022623;27019606-27023116;27019606-27024141	27019333-27019606;27021022-27021222;27022623-27022690;27022904-27023234;27024141-27027003	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/8_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#STIM2
KANSL1	ENSG00000120071	ENSG00000120071:44248221-44248485:target	0.000217569385559;-0.00151702817294;0.348858863432;-0.267321891262	3.91307502087e-06;0.000221928911777;0.945924820093;0.755216397718	0.026;0.072;0.073;0.848	0.040;0.026;0.422;0.536	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	False	True	True	4	4	1	chr17	-	44239891-44248221;44230335-44248221;44230332-44248221;44172067-44248221	44171926-44172067;44230270-44230335;44230270-44230335;44239881-44239891;44248221-44248485	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/10_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#KANSL1
VEZT	ENSG00000028203	ENSG00000028203:95689827-95690732:source	-0.203567652998;-2.25136344626e-05;0.214311095016	0.616580591598;4.18438729175e-07;0.665650979384	0.233;0.027;0.757	0.025;0.025;0.975	s|1e1.1o1|1e2.1o1|1e3.1o1|2e0	True	False	True	3	4	0	chr12	+	95690034-95692638;95690034-95692870;95690034-95693941	95689827-95690732;95692638-95692719;95692870-95693258;95693941-95696566	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/1_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#VEZT
VEZT	ENSG00000028203	ENSG00000028203:95660133-95660409:source	-0.201529412703;0.259213925469;-0.000186200277327	0.583417125793;0.724191353465;2.77853882684e-06	0.578;0.388;0.038	0.292;0.702;0.026	s|10e0|11e0|12e0|13e1.2o3|13e1.3o3|13e2.3o3|14e0|1e0|2e0|3e0|4e0|5e0|6e0|7e0|8e0|9e0	True	True	True	3	3	1	chr12	+	95660408-95663815;95660408-95663827;95660408-95668580	95660133-95660409;95663600-95663964;95663600-95663964;95668518-95668667	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/1_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#VEZT
LRMP	ENSG00000118308	ENSG00000118308:25215754-25215834:target	0.259909991235;-0.259909991235	0.668564482707;0.668564482707	0.351;0.649	0.690;0.310	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	+	25205890-25215754;25214587-25215754	25205446-25205890;25214526-25214587;25215754-25215834	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/10_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LRMP
C2CD2L	ENSG00000172375	ENSG00000172375:118984321-118984422:target	0.209544963113;2.01220865695e-05;-0.22171892526	0.701876551003;7.88011558028e-07;0.744225680163	0.739;0.026;0.254	0.968;0.027;0.027	t|1e2.1o2|2e1.1o1|2e2.1o2	True	True	True	3	3	1	chr11	+	118983584-118984321;118983102-118984347;118983584-118984347	118983038-118983102;118983410-118983999;118983410-118983999;118984321-118984422	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/25_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C2CD2L
NSUN5P2	ENSG00000106133	ENSG00000106133:72419431-72419519:source	-0.307780332938;0.307780332938	0.850365242921;0.850365242921	0.379;0.621	0.050;0.950	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	72419519-72419592;72419519-72419520	72419431-72419519;72419520-72419591;72419592-72419641	;;	;;	(72419520, 72419591)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/7_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NSUN5P2
SYVN1	ENSG00000162298	ENSG00000162298:64897723-64897851:target	-0.219141053111;0.215362853888;2.80323137571e-05	0.651080309036;0.643093294559;2.99716194955e-07	0.689;0.287;0.030	0.408;0.565;0.032	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr11	-	64897647-64897723;64897644-64897723;64897722-64897723	64897474-64897647;64897474-64897647;64897648-64897722;64897723-64897851	;;;	;;;	(64897648, 64897722)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SYVN1
TTLL3	ENSG00000214021	ENSG00000214021:9868681-9868832:source	-2.80569805276e-06;-5.3538225234e-05;0.29006693588;-0.27022583865	1.5926649801e-08;1.68934896288e-06;0.846199470508;0.785411367467	0.026;0.036;0.123;0.840	0.025;0.032;0.432;0.537	s|1e1.1o1|1e2.2o2|2e2.2o2|i	True	True	True	3	3	1	chr3	+	9868756-9868899;9868756-9870644;9868832-9870644;9868832-9868833	9868681-9868832;9868833-9868898;9868899-9869846;9870363-9870738;9870363-9870738	;;;;	;;;;	(9868833, 9868898)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/32_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TTLL3
TRA2B	ENSG00000136527	ENSG00000136527:185649542-185649640:source	-0.214969145329;-1.70403028491e-06;0.220701292963	0.694768686699;2.01149946915e-08;0.716587556412	0.925;0.026;0.067	0.676;0.026;0.317	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr3	-	185649640-185655613;185649640-185652217;185649640-185649641	185649542-185649640;185649641-185650623;185652217-185652293;185655613-185655924	;;;	;;;	(185649641, 185650623)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/15_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRA2B
CEP295	ENSG00000166004	ENSG00000166004:93439911-93440063:target	-0.289115883678;0.289115883678	0.851743332299;0.851743332299	0.348;0.652	0.037;0.963	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr11	+	93435803-93439911;93436085-93439911	93435626-93435803;93435942-93436085;93439911-93440063	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/23_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CEP295
BTN3A2	ENSG00000186470	ENSG00000186470:26373504-26373524:source	0.247236266003;-0.247236266003	0.756607932472;0.756607932472	0.551;0.449	0.819;0.181	s|1e0|1e1.1o1|i	False	False	False	1	2	1	chr6	+	26373524-26373615;26373524-26373525	26373504-26373524;26373525-26373614;26373615-26373834	;;	;;	(26373525, 26373614)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/29_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BTN3A2
BTN3A2	ENSG00000186470	ENSG00000186470:26373615-26373834:target	0.234842702858;-0.234842702858	0.745328211496;0.745328211496	0.561;0.439	0.817;0.183	t|1e1.1o1|i	False	False	False	1	2	1	chr6	+	26373524-26373615;26373614-26373615	26373504-26373524;26373525-26373614;26373615-26373834	;;	;;	(26373525, 26373614)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/29_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BTN3A2
