#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th2_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
BRICD5	ENSG00000182685	ENSG00000182685:2259554-2259707:target	0.347001702447;-0.347001702447	0.987708604271;0.987708604271	0.636;0.364	0.974;0.026	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr16	-	2259457-2259554;2259553-2259554	2259254-2259457;2259458-2259553;2259554-2259707	;;	;;	(2259458, 2259553)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/21_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#BRICD5
KCNAB2	ENSG00000069424	ENSG00000069424:6100577-6100705:target	1.64827031687e-09;-0.225692060749;1.8410486066e-07;-2.65638461824e-08;0.228216972941;1.64827031687e-09;1.64827031687e-09;1.64827031687e-09	6.19657462682e-18;0.821476629109;2.29029221215e-15;6.19666224804e-18;0.814284452594;6.19657462682e-18;6.19657462682e-18;6.19657462682e-18	0.025;0.257;0.025;0.025;0.729;0.025;0.025;0.025	0.025;0.037;0.025;0.025;0.952;0.025;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1|2e0	False	True	True	8	9	1	chr1	+	6051616-6100577;6052848-6100577;6056144-6100577;6078895-6100577;6086505-6100577;6087519-6100577;6094854-6100577;6096108-6100577	6051526-6051616;6052423-6052848;6055923-6056144;6078695-6078895;6086360-6086505;6087357-6087519;6094343-6094854;6095977-6096108;6100577-6100705	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/1_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#KCNAB2
SRSF10	ENSG00000188529	ENSG00000188529:24303760-24304142:source	-0.000217350240789;-0.254802201456;0.291568018545	5.32652701937e-06;0.853593443972;0.933361841787	0.041;0.278;0.684	0.026;0.026;0.971	t|1e0|2e1.1o3|3e2.1o2|i	False	True	True	2	3	1	chr1	-	24303947-24305203;24303943-24304401;24304142-24304143	24303760-24304142;24304143-24304279;24304280-24304427;24305143-24305436	;;;	;;;	(24304143, 24304279)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/22_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SRSF10
MUM1	ENSG00000160953	ENSG00000160953:1358393-1358463:source	-0.23448270886;0.23448270886	0.684833097776;0.684833097776	0.498;0.502	0.204;0.796	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr19	+	1358463-1358587;1358463-1360135	1358393-1358463;1358587-1359893;1360135-1361031	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/16_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MUM1
BTN3A2	ENSG00000186470	ENSG00000186470:26375743-26376024:target	0.215517042312;-0.215517042312	0.616602615892;0.616602615892	0.093;0.907	0.387;0.613	t|1e1.1o2|i	False	False	False	1	2	1	chr6	+	26375026-26375743;26375742-26375743	26374999-26375036;26375037-26375742;26375743-26376024	;;	;;	(26375037, 26375742)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/21_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#BTN3A2
THAP3	ENSG00000041988	ENSG00000041988:6692430-6692555:source	-0.0455205265769;-0.00233534103431;0.218202076915	0.134573523852;0.00289447441272;0.725677683481	0.859;0.128;0.029	0.667;0.070;0.263	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	1	chr1	+	6692555-6692856;6692555-6692974;6692555-6694080	6692430-6692555;6692856-6693625;6692856-6693625;6694080-6695646	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/1_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#THAP3
MEF2A	ENSG00000068305	ENSG00000068305:100214598-100214817:target	0.395887885248;-0.460473572614;0.000650628006813	0.948283751979;0.995109531066;0.000196240046479	0.484;0.509;0.026	0.884;0.059;0.061	t|1e1.1o1|1e2.2o3|1e2.3o3	True	False	True	3	3	1	chr15	+	100211659-100214598;100211862-100214598;100211874-100214598	100211528-100211659;100211725-100211874;100211725-100211874;100214598-100214817	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/1_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MEF2A
HPS1	ENSG00000107521	ENSG00000107521:100183510-100183644:target	0.270406867438;-0.270406867438	0.927348782054;0.927348782054	0.696;0.304	0.960;0.040	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr10	-	100183425-100183510;100183509-100183510	100183360-100183425;100183426-100183509;100183510-100183644	;;	;;	(100183426, 100183509)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/5_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#HPS1
MTMR10	ENSG00000166912	ENSG00000166912:31235093-31235275:target	-0.242075014306;0.242075014306	0.719088089991;0.719088089991	0.466;0.534	0.180;0.820	s|1e1.1o2|i	False	False	False	1	2	1	chr15	-	31234275-31235093;31235092-31235093	31231144-31234275;31234276-31235092;31235093-31235275	;;	;;	(31234276, 31235092)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/18_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MTMR10
MDC1	ENSG00000137337	ENSG00000137337:30675161-30675231:source	0.234307256966;0.00195284433417;-0.346556623044	0.664269802675;0.00050541612129;0.900626070127	0.358;0.034;0.613	0.662;0.085;0.253	t|1e1.2o2|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr6	-	30675231-30679189;30675231-30675913;30675231-30675343	30675161-30675231;30675343-30676134;30675343-30676134;30679189-30679281	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/11_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MDC1
MDC1	ENSG00000137337	ENSG00000137337:30679189-30679281:target	-0.249375633426;0.249375633426	0.698678370898;0.698678370898	0.652;0.348	0.343;0.657	s|1e0|2e1.1o2|2e2.1o1	True	False	True	2	3	0	chr6	-	30676134-30679189;30675231-30679189	30675161-30675231;30675343-30676134;30679189-30679281	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/11_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MDC1
GGA3	ENSG00000125447	ENSG00000125447:73239528-73239651:source	7.15841327746e-07;-0.184930797775;0.218095368829;-6.15996510286e-05	2.07208408026e-09;0.602186821463;0.70583152673;7.54249410951e-08	0.025;0.332;0.640;0.030	0.025;0.100;0.891;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr17	-	73239651-73257629;73239651-73242590;73239651-73240700;73239651-73240483	73239528-73239651;73240483-73240571;73240700-73240798;73242590-73242665;73257629-73257885	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/9_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#GGA3
DCAKD	ENSG00000172992	ENSG00000172992:43111555-43111758:target	0.260721708148;-0.260721708148	0.82856571409;0.82856571409	0.052;0.948	0.331;0.669	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr17	-	43111410-43111555;43107547-43111555	43107460-43107547;43111223-43111410;43111555-43111758	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/19_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#DCAKD
ENSG00000141720	ENSG00000141720	ENSG00000141720:36943076-36943173:target	0.223818371197;-0.223818371197	0.776680272185;0.776680272185	0.736;0.264	0.964;0.036	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr17	-	36940592-36943076;36936857-36943076	36936700-36936857;36940496-36940592;36943076-36943173	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/12_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ENSG00000141720
ENSG00000141720	ENSG00000141720	ENSG00000141720:36936700-36936857:source	-0.245974812573;0.245974812573	0.872818486856;0.872818486856	0.271;0.729	0.030;0.970	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr17	-	36936857-36943076;36936857-36940496	36936700-36936857;36940496-36940592;36943076-36943173	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/12_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ENSG00000141720
CXorf38	ENSG00000185753	ENSG00000185753:40506557-40506819:target	0.249616537226;-0.246594007385;3.8332948557e-06	0.865806373585;0.856979847693;9.75042453875e-09	0.728;0.267;0.025	0.973;0.026;0.026	s|1e1.1o1|1e2.2o2|1e3.1o1	False	False	True	3	4	1	chrX	-	40506393-40506557;40498380-40506557;40496408-40506557	40496259-40496408;40498261-40498424;40506259-40506393;40506557-40506819	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/21_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CXorf38
PLSCR1	ENSG00000188313	ENSG00000188313:146262254-146262651:target	-1.28637402418e-05;-1.28637402418e-05;0.330991186366;-0.330403571868	2.01061186107e-06;2.01061186107e-06;0.876537917984;0.89475023697	0.027;0.027;0.599;0.383	0.026;0.026;0.945;0.043	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1	False	False	True	4	5	0	chr3	-	146258967-146262254;146255831-146262254;146254352-146262254;146251337-146262254	146251257-146251337;146254327-146254606;146255783-146255831;146258640-146258967;146262254-146262651	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/22_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PLSCR1
RPS20	ENSG00000008988	ENSG00000008988:56986813-56986915:target	0.22238732636;-0.22238732636	0.623676888839;0.623676888839	0.568;0.432	0.875;0.125	s|1e1.1o2|i	False	False	False	1	2	1	chr8	-	56986718-56986813;56986812-56986813	56986619-56986718;56986719-56986812;56986813-56986915	;;	;;	(56986719, 56986812)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/0_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#RPS20
TOE1	ENSG00000132773	ENSG00000132773:45808056-45808315:source	0.268519216729;-0.000142902854401;-0.267125655298;0.000807091466206;-1.99796124968e-05	0.911432604458;5.38682638094e-08;0.873491422599;1.81440395822e-06;8.10434365453e-10	0.063;0.036;0.867;0.027;0.027	0.327;0.026;0.597;0.057;0.025	s|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|i	False	True	True	4	3	1	chr1	+	45808315-45808407;45808315-45808411;45808315-45808515;45808315-45808590;45808315-45808316	45808056-45808315;45808316-45808406;45808407-45808433;45808407-45808433;45808515-45808674;45808515-45808674	;;;;;	;;;;;	(45808316, 45808406)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/10_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TOE1
AC018766.4	ENSG00000267896	ENSG00000267896:50363499-50363771:target	-0.392122041142;0.392122041142	0.950736082744;0.950736082744	0.807;0.193	0.413;0.587	s|1e1.1o1|i	False	False	False	1	2	1	chr19	-	50363413-50363499;50363498-50363499	50363139-50363413;50363414-50363498;50363499-50363771	;;	;;	(50363414, 50363498)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/26_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#AC018766.4
CHKB	ENSG00000100288	ENSG00000100288:51020678-51020887:source	6.76179332879e-07;0.22380316382;-0.227614160892	2.82395080335e-07;0.643248497111;0.655927428459	0.027;0.537;0.454	0.027;0.833;0.158	t|1e0|2e0|3e1.1o1|3e2.1o1|i	False	True	True	2	3	1	chr22	-	51020786-51039579;51020786-51020987;51020887-51020888	51020678-51020887;51020888-51020986;51020987-51021428;51039579-51039884	;;;	;;;	(51020888, 51020986)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/4_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CHKB
SLC35D1	ENSG00000116704	ENSG00000116704:67465015-67470131:source	-0.376970621681;0.376970621681	0.989005501108;0.989005501108	0.974;0.026	0.607;0.393	t|1e1.1o1|2e2.1o2	False	True	True	2	3	1	chr1	-	67470131-67474768;67469701-67469999	67465015-67470131;67474768-67474850	;	;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/7_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SLC35D1
VAMP1	ENSG00000139190	ENSG00000139190:6573748-6574107:target	-1.07768545413e-05;-0.000231476918384;0.250377525436;-0.156739206485	1.07517157037e-07;9.87609160014e-06;0.856454468725;0.513009636129	0.026;0.041;0.041;0.918	0.025;0.025;0.297;0.696	s|1e1.1o1|1e2.1o2|1e2.2o2|2e0|3e0|i	True	True	True	3	3	1	chr12	-	6573652-6574056;6572135-6574056;6572008-6574056;6573747-6573748	6571403-6572135;6571403-6572135;6573026-6573652;6573653-6573747;6573748-6574107	;;;;	;;;;	(6573653, 6573747)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/11_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#VAMP1
SPPL2B	ENSG00000005206	ENSG00000005206:2340896-2342501:target	-0.216182336031;-2.51502142863e-05;0.231412272104	0.720671600127;1.84348789386e-06;0.777207200201	0.967;0.028;0.028	0.727;0.026;0.266	t|1e1.1o1|2e2.1o1|3e1.1o1	True	True	True	3	3	0	chr19	+	2340170-2340896;2340514-2340927;2340170-2340930	2340157-2340170;2340157-2340170;2340508-2340514;2340896-2342501	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/0_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SPPL2B
CIC	ENSG00000079432	ENSG00000079432:42790923-42791072:target	-0.233259912222;4.42480309501e-05;0.212071249636	0.63926352442;7.83158782314e-06;0.584406147449	0.458;0.026;0.535	0.137;0.030;0.848	t|1e1.2o2|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr19	+	42778729-42790923;42784355-42790923;42788923-42790923	42775926-42778729;42784144-42784355;42788172-42788923;42790923-42791072	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/2_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CIC
ZFP36L2	ENSG00000152518	ENSG00000152518:43449541-43452891:source	-0.288514631007;-9.91794450367e-06;0.301945394965	0.957240910382;2.49334139901e-11;0.975872787717	0.935;0.026;0.048	0.654;0.025;0.343	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr2	-	43452891-43453404;43452887-43453404;43452891-43452892	43449541-43452891;43452892-43453403;43453404-43453748;43453404-43453748	;;;	;;;	(43452892, 43453403)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/14_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ZFP36L2
RBM19	ENSG00000122965	ENSG00000122965:114260895-114261126:target	0.000126476699119;0.211788200016;-3.52407658283e-06;-0.112724710165	0.00223007679663;0.729431137834;4.43770024974e-09;0.345615948134	0.343;0.033;0.025;0.623	0.346;0.251;0.025;0.400	s|1e2.1o1|1e3.1o2|2e1.1o1|i	True	False	True	3	4	1	chr12	-	114260451-114261014;114255991-114261014;114260612-114260895;114260894-114260895	114255908-114255991;114259862-114260451;114260492-114260612;114260613-114260894;114260895-114261126	;;;;	;;;;	(114260613, 114260894)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/8_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#RBM19
TSC1	ENSG00000165699	ENSG00000165699:135786389-135786500:source	0.232554708078;-0.232554708078	0.654811411109;0.654811411109	0.618;0.382	0.929;0.071	t|1e1.1o2|i	False	False	False	1	2	1	chr9	-	135786500-135786840;135786500-135786501	135786389-135786500;135786501-135786595;135786596-135786955	;;	;;	(135786501, 135786595)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/17_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TSC1
DNAJB2	ENSG00000135924	ENSG00000135924:220149354-220149918:source	0.22473266695;-0.22473266695	0.733834620155;0.733834620155	0.576;0.424	0.823;0.177	s|1e0|2e0|3e1.1o1|4e0|5e0|6e0|i	True	False	False	1	2	1	chr2	+	220149557-220150709;220149918-220149919	220149354-220149918;220149919-220149984;220150709-220151622	;;	;;	(220149919, 220149984)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/11_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#DNAJB2
HYAL3	ENSG00000186792	ENSG00000186792:50330262-50330946:source	-0.283012809897;0.283012809897	0.82774668662;0.82774668662	0.364;0.636	0.055;0.945	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	50330946-50332140;50330946-50331063	50330262-50330946;50331063-50331152;50332140-50332284	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/22_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#HYAL3
CTSH	ENSG00000103811	ENSG00000103811:79228022-79228092:source	0.220690301314;-0.220690301314	0.754644254219;0.754644254219	0.736;0.264	0.963;0.037	t|1e0|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr15	-	79228092-79229660;79228092-79229377	79228022-79228092;79229377-79229575;79229660-79229838	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/4_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CTSH
NEDD8-MDP1	ENSG00000255526	ENSG00000255526:24684943-24685003:target	-0.240483060513;0.240483060513	0.794890783251;0.794890783251	0.946;0.054	0.685;0.315	s|1e1.1o1|i	False	False	False	1	2	1	chr14	-	24684868-24684943;24684942-24684943	24684758-24684868;24684869-24684942;24684943-24685003	;;	;;	(24684869, 24684942)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/26_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#NEDD8-MDP1
GVINP1	ENSG00000254838	ENSG00000254838:6767580-6767670:target	0.261551794894;-0.261551794894	0.874388748285;0.874388748285	0.696;0.304	0.960;0.040	s|1e1.1o1|1e2.1o3	False	False	True	2	3	1	chr11	-	6755380-6767580;6743113-6767580	6734767-6743113;6755046-6755380;6767580-6767670	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/26_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#GVINP1
GAPVD1	ENSG00000165219	ENSG00000165219:128083712-128083841:source	-0.334410250655;0.315316257004;4.36974032397e-05	0.872294269566;0.828452032313;8.55982459173e-06	0.439;0.553;0.026	0.080;0.906;0.030	s|1e1.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	1	chr9	+	128083778-128086077;128083841-128086077;128083841-128088695	128083712-128083841;128086077-128086202;128086077-128086202;128088695-128088868	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/17_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#GAPVD1
DCAF8	ENSG00000132716	ENSG00000132716:160231075-160231592:source	-0.0013974082125;0.282651852113;-0.240572398583;-5.9361732407e-07;-5.9361732407e-07;0.00256082790169	0.000549861117998;0.86877905977;0.701749727824;1.25844310215e-08;1.25844310215e-08;0.00637519378092	0.109;0.065;0.499;0.025;0.025;0.319	0.068;0.357;0.203;0.025;0.025;0.365	t|1e0|2e1.2o2|2e2.1o2|2e2.2o2|3e1.2o2|4e2.1o2|i	True	True	True	5	3	1	chr1	-	160231148-160232239;160231148-160232066;160231148-160231907;160231140-160232239;160231115-160232066;160231592-160231593	160231075-160231592;160231593-160231906;160231907-160232238;160231907-160232238;160231907-160232238;160232239-160232321;160232239-160232321	;;;;;;	;;;;;;	(160231593, 160231906)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/10_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#DCAF8
LCMT1	ENSG00000205629	ENSG00000205629:25139794-25139891:target	-0.225228546473;-7.29715772114e-07;0.227511410498;-7.29715772114e-07	0.767101047982;7.49896972298e-10;0.775812328758;7.49896972298e-10	0.252;0.025;0.740;0.025	0.029;0.025;0.968;0.025	t|1e3.1o2|2e1.1o1|2e2.1o1|2e3.2o2	True	True	True	4	4	1	chr16	+	25137445-25139794;25123089-25139796;25123317-25139796;25137447-25139796	25123050-25123089;25123253-25123317;25137285-25137447;25137285-25137447;25139794-25139891	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/24_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#LCMT1
C12orf43	ENSG00000157895	ENSG00000157895:121440225-121442295:source	-0.213759765732;0.213711811401;2.73607575821e-06	0.653393699665;0.65467960279;9.51117672946e-09	0.812;0.182;0.025	0.541;0.452;0.026	t|1e2.1o1|2e2.1o1|3e1.1o3	True	True	True	3	3	0	chr12	-	121442295-121442806;121442292-121442806;121442103-121444164	121440225-121442295;121442806-121442896;121442806-121442896;121443727-121445032	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/15_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#C12orf43
CHD1	ENSG00000153922	ENSG00000153922:98205183-98205586:target	-0.208403443714;0.208403443714	0.674179283961;0.674179283961	0.234;0.766	0.026;0.974	s|1e1.1o1|1e2.1o3|2e0	True	False	True	2	3	0	chr5	-	98204981-98205458;98204339-98205458	98204199-98204339;98204634-98204981;98205183-98205586	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/14_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CHD1
C1orf86	ENSG00000162585	ENSG00000162585:2126127-2126214:target	-0.36814113789;0.36814113789	0.967663295078;0.967663295078	0.965;0.035	0.599;0.401	s|1e1.2o3|1e2.1o1	False	False	True	2	3	0	chr1	-	2125572-2126127;2125349-2126127	2125078-2125349;2125437-2125652;2126127-2126214	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/16_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#C1orf86
ALCAM	ENSG00000170017	ENSG00000170017:105268971-105269103:source	-0.305350062709;0.305350062709	0.892894594115;0.892894594115	0.960;0.040	0.650;0.350	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	+	105269103-105270988;105269103-105271312	105268971-105269103;105270988-105271026;105271312-105272015	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/19_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ALCAM
GIGYF2	ENSG00000204120	ENSG00000204120:233655408-233655625:target	0.238005913086;1.01764587262e-05;-0.238279329427	0.8268120372;9.75774141921e-08;0.83029532996	0.734;0.025;0.260	0.971;0.026;0.026	t|1e1.2o2|1e2.1o1|2e1.2o2	True	True	True	3	3	0	chr2	+	233652039-233655408;233653300-233655408;233652039-233655426	233651860-233652039;233651860-233652039;233652816-233653300;233655408-233655625	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/24_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#GIGYF2
CPNE2	ENSG00000140848	ENSG00000140848:57168687-57168738:source	0.229888168269;-0.229888168269	0.627681325564;0.627681325564	0.544;0.456	0.863;0.137	s|1e1.1o1|1e2.2o3	False	False	True	2	3	0	chr16	+	57168738-57171061;57168738-57179997	57168687-57168738;57171061-57171194;57179552-57180233	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/12_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CPNE2
AL136419.6	ENSG00000260669	ENSG00000260669:24684943-24685003:target	-0.23246766376;0.23246766376	0.772083984149;0.772083984149	0.945;0.055	0.688;0.312	s|1e1.1o1|i	False	False	False	1	2	1	chr14	-	24684868-24684943;24684942-24684943	24684758-24684868;24684869-24684942;24684943-24685003	;;	;;	(24684869, 24684942)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/26_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#AL136419.6
BCAP31	ENSG00000185825	ENSG00000185825:152988608-152988854:source	2.2089554551e-07;0.281923407878;-0.00254688836449;-0.00194624130159;2.2089554551e-07;-0.000346639645209;-0.0456642056933	2.8493713879e-10;0.831831368385;0.00111965565113;7.74914448571e-05;2.8493713879e-10;1.25904585759e-06;0.116835013237	0.025;0.467;0.141;0.075;0.025;0.045;0.266	0.025;0.770;0.086;0.029;0.025;0.025;0.116	t|1e0|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o4|2e3.2o4|2e3.3o4|2e3.4o4	True	True	True	7	4	1	chrX	-	152988743-152989942;152988743-152989789;152988743-152989656;152988743-152989471;152988743-152989410;152988743-152989283;152988743-152988963	152988608-152988854;152988963-152989568;152988963-152989568;152988963-152989568;152988963-152989568;152989656-152989838;152989656-152989838;152989942-152990152	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/21_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#BCAP31
ENTPD1-AS1	ENSG00000226688	ENSG00000226688:97634841-97635423:source	0.245289894296;-0.245289894296	0.698846090199;0.698846090199	0.380;0.620	0.683;0.317	t|1e1.1o1|i	False	False	False	1	2	1	chr10	-	97635423-97636275;97635423-97635424	97634841-97635423;97635424-97636274;97636275-97636417	;;	;;	(97635424, 97636274)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/25_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ENTPD1-AS1
TANK	ENSG00000136560	ENSG00000136560:162016808-162016997:source	9.9186145669e-06;0.000343112143839;-0.214484413741;0.000371845298296;-0.0608421437627;0.295786149703	3.57950448436e-07;4.52876125682e-05;0.718965874365;6.8149375616e-05;0.157880400598;0.817108610156	0.025;0.025;0.241;0.031;0.210;0.520	0.026;0.048;0.026;0.052;0.047;0.850	s|1e1.1o1|1e2.1o1|1e3.2o5|2e1.1o1|2e2.1o1|2e3.2o5	True	True	True	6	4	1	chr2	+	162016995-162017460;162016995-162017796;162016995-162036125;162016997-162017460;162016997-162017796;162016997-162036125	162016808-162016997;162017460-162017615;162017460-162017615;162017796-162018177;162017796-162018177;162035994-162036596;162035994-162036596	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/11_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TANK
DDX12P	ENSG00000214826	ENSG00000214826:9571371-9571525:target	0.25329586364;-0.25329586364	0.892824018624;0.892824018624	0.727;0.273	0.974;0.026	s|1e1.1o1|i	False	False	False	1	2	1	chr12	-	9571295-9571371;9571370-9571371	9570309-9571295;9571296-9571370;9571371-9571525	;;	;;	(9571296, 9571370)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/25_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#DDX12P
