#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_p_A E(PSI)	Th17_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
TMEM71	ENSG00000165071	ENSG00000165071:133759188-133759360:target	0.217680833625;-0.00885467261411;-0.119567619237	0.640172349258;0.0186294561013;0.361143930833	0.465;0.308;0.228	0.752;0.207;0.043	s|1e0|2e0|3e0|4e1.1o2|4e1.2o2|4e2.1o1	True	True	True	3	3	1	chr8	-	133740232-133759188;133740229-133759188;133734361-133759188	133734286-133734361;133740044-133740232;133740044-133740232;133759188-133759360	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/22_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TMEM71
UCKL1	ENSG00000198276	ENSG00000198276:62572463-62572573:target	-0.0853518536085;-0.00677431272055;0.21684209561	0.144573969152;0.0120361762261;0.727873085342	0.169;0.782;0.048	0.030;0.700;0.275	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr20	-	62572396-62572489;62572396-62572463;62572462-62572463	62572303-62572396;62572303-62572396;62572397-62572462;62572463-62572573	;;;	;;;	(62572397, 62572462)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/30_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#UCKL1
PDLIM7	ENSG00000196923	ENSG00000196923:176919406-176919436:target	-2.33093032754e-06;-2.33093032754e-06;-0.24290158962;0.00107733805164;0.211537882695	3.44918592477e-08;3.44918592477e-08;0.77960253043;0.000147411798259;0.677306514513	0.026;0.026;0.944;0.044;0.026	0.025;0.025;0.680;0.077;0.235	s|1e0|2e1.1o3|2e1.2o3|2e1.3o3|2e2.1o1|2e3.1o1	True	True	True	5	4	1	chr5	-	176918996-176919406;176918977-176919406;176918926-176919406;176918421-176919406;176918147-176919406	176918011-176918147;176918405-176918421;176918760-176918996;176918760-176918996;176918760-176918996;176919406-176919436	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/29_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PDLIM7
PHF20L1	ENSG00000129292	ENSG00000129292:133815786-133816277:target	0.262110053119;-0.262110053119	0.797127344602;0.797127344602	0.654;0.346	0.945;0.055	t|1e0|2e1.2o2|2e2.1o2	False	True	True	2	3	0	chr8	+	133811106-133816064;133811418-133816064	133811018-133811106;133811329-133812175;133815786-133816277	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/12_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PHF20L1
ZFAND6	ENSG00000086666	ENSG00000086666:80412670-80413144:target	0.311539598139;-0.00135793582287;-1.4960025268e-07;-1.3007318251e-05;-1.4960025268e-07;-0.207206979729;-1.4960025268e-07;-1.4960025268e-07;-1.4960025268e-07;-1.4960025268e-07	0.95483385085;6.26037460555e-06;3.34054405428e-13;1.74646713854e-10;3.34054405428e-13;0.688594050555;3.34054405428e-13;3.34054405428e-13;3.34054405428e-13;3.34054405428e-13	0.504;0.063;0.025;0.026;0.025;0.412;0.025;0.025;0.025;0.025	0.810;0.025;0.025;0.025;0.025;0.186;0.025;0.025;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1	True	False	True	10	10	1	chr15	+	80352151-80412670;80364989-80412670;80365672-80412670;80367584-80412670;80367657-80412670;80390920-80412670;80399032-80412670;80403901-80412670;80405196-80412670;80407412-80412670	80351910-80352151;80364906-80364989;80365608-80365672;80367503-80367657;80367503-80367657;80390758-80390920;80399022-80399032;80403770-80403901;80405118-80405196;80407369-80407412;80412670-80413144	;;;;;;;;;;	;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/4_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ZFAND6
HAGHL	ENSG00000103253	ENSG00000103253:778116-778233:target	-6.65999474875e-05;-0.222979723785;0.236678772557	4.1218312897e-05;0.631868333119;0.682311846268	0.035;0.893;0.086	0.029;0.582;0.395	t|1e1.2o3|1e2.1o1|i	False	False	True	2	3	1	chr16	+	777614-778116;778029-778116;778115-778116	777246-777679;777739-778029;778030-778115;778116-778233	;;;	;;;	(778030, 778115)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/7_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HAGHL
HAGHL	ENSG00000103253	ENSG00000103253:779009-779185:source	-0.289966952394;0.289966952394	0.953992181733;0.953992181733	0.969;0.031	0.680;0.320	s|1e0|2e1.1o1|3e0|i	True	False	False	1	2	1	chr16	+	779088-779288;779185-779186	779009-779185;779186-779287;779288-779733	;;	;;	(779186, 779287)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/7_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HAGHL
HAGHL	ENSG00000103253	ENSG00000103253:777739-778029:source	-0.379389725111;0.379389725111	0.976676427449;0.976676427449	0.965;0.035	0.589;0.411	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	778029-778116;778029-778030	777739-778029;778030-778115;778116-778233	;;	;;	(778030, 778115)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/7_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HAGHL
SETMAR	ENSG00000170364	ENSG00000170364:4357896-4359251:target	0.249992270944;0.000203502528501;-0.294164361701	0.76572044217;5.89432020816e-06;0.860644682367	0.074;0.026;0.919	0.353;0.040;0.611	t|1e1.1o1|1e2.1o2|1e3.1o2	False	False	True	3	4	1	chr3	+	4345210-4357896;4345552-4357896;4355445-4357896	4344988-4345210;4345292-4345774;4355331-4356086;4357896-4359251	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/24_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SETMAR
TRAV8-6	ENSG00000211795	ENSG00000211795:22447052-22447368:target	0.280152062736;-0.284855931728;1.36072165306e-05	0.874797074899;0.882588250524;1.93574203516e-07	0.041;0.957;0.025	0.322;0.671;0.026	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr14	+	22446964-22447052;22446964-22447066;22447051-22447052	22446699-22446964;22446699-22446964;22446965-22447051;22447052-22447368	;;;	;;;	(22446965, 22447051)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/31_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TRAV8-6
TRAV8-6	ENSG00000211795	ENSG00000211795:22446699-22446964:source	0.275415153134;-0.280187925359;1.36343464594e-05	0.863818223542;0.872381563761;1.98399044295e-07	0.040;0.957;0.025	0.317;0.676;0.026	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr14	+	22446964-22447052;22446964-22447066;22446964-22446965	22446699-22446964;22446965-22447051;22447052-22447368;22447052-22447368	;;;	;;;	(22446965, 22447051)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/31_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TRAV8-6
GPANK1	ENSG00000204438	ENSG00000204438:31632618-31632780:target	0.498529925178;-0.498529925178	0.9966538665;0.9966538665	0.355;0.645	0.842;0.158	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr6	-	31632357-31632618;31632354-31632618	31631630-31632357;31631630-31632357;31632618-31632780	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/30_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GPANK1
TRAF5	ENSG00000082512	ENSG00000082512:211538718-211538851:source	-0.218361780694;0.218361780694	0.677663719747;0.677663719747	0.873;0.127	0.610;0.390	s|1e1.2o2|2e0|i	True	False	False	1	2	1	chr1	+	211538810-211542794;211538851-211538852	211538718-211538851;211538852-211539821;211542271-211542934	;;	;;	(211538852, 211539821)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/4_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TRAF5
FLT3LG	ENSG00000090554	ENSG00000090554:49983555-49983733:target	-0.222541201987;0.222541201987	0.753334216082;0.753334216082	0.322;0.678	0.077;0.923	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr19	+	49979823-49983555;49982304-49983555	49979680-49979987;49982166-49982304;49983555-49983733	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/4_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FLT3LG
ADCY3	ENSG00000138031	ENSG00000138031:25044386-25044509:source	0.262047312631;-0.262047312631	0.871437685339;0.871437685339	0.468;0.532	0.730;0.270	t|1e1.1o1|i	False	False	False	1	2	1	chr2	-	25044509-25045380;25044509-25044510	25044386-25044509;25044510-25045379;25045380-25045499	;;	;;	(25044510, 25045379)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/14_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ADCY3
ENSG00000141140	ENSG00000141140	ENSG00000141140:34871701-34871833:target	-0.214415293775;0.214415293775	0.669591111066;0.669591111066	0.974;0.026	0.758;0.242	s|1e0|2e0|3e1.1o1|3e2.1o2	True	False	True	2	3	0	chr17	-	34871025-34871701;34870391-34871701	34870289-34870391;34870956-34871025;34871701-34871833	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/15_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ENSG00000141140
CHD2	ENSG00000173575	ENSG00000173575:93444397-93444547:source	5.69937694527e-06;0.450001241315;-0.449917452649	2.05121377788e-06;0.990377201646;0.993109308792	0.028;0.500;0.488	0.028;0.941;0.048	s|1e1.1o1|1e2.2o2|2e0|i	True	False	True	2	3	1	chr15	+	93444529-93445404;93444529-93467551;93444547-93444548	93444397-93444547;93444548-93445403;93445404-93446018;93467548-93467782	;;;	;;;	(93444548, 93445403)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/26_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CHD2
RABGGTA	ENSG00000100949	ENSG00000100949:24735636-24735723:source	0.215669816796;3.64408071979e-06;-0.219931645842	0.748314440925;7.46017372836e-10;0.770173492836	0.733;0.025;0.264	0.953;0.025;0.042	t|1e1.3o3|1e2.1o2|i	False	False	True	2	3	1	chr14	-	24735723-24735982;24735723-24735871;24735723-24735724	24735636-24735723;24735724-24735810;24735811-24735889;24735982-24736095	;;;	;;;	(24735724, 24735810)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/6_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RABGGTA
FLAD1	ENSG00000160688	ENSG00000160688:154961017-154961488:source	0.319418887137;-8.25984307019e-06;-0.323515138151	0.913290510225;1.10478521712e-06;0.933212907146	0.548;0.034;0.422	0.873;0.033;0.098	s|1e1.1o2|1e1.2o2|1e2.1o2|2e0	True	True	True	3	3	1	chr1	+	154961325-154962036;154961325-154962056;154961325-154962635	154961017-154961488;154962036-154962183;154962036-154962183;154962635-154962733	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/20_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FLAD1
NISCH	ENSG00000010322	ENSG00000010322:52518220-52518653:target	0.21376389527;-1.51061492131e-05;-1.51061492131e-05;-0.196970676991	0.611057255338;2.73231012153e-07;2.73231012153e-07;0.567423382702	0.351;0.026;0.026;0.634	0.644;0.025;0.025;0.349	t|1e0|2e1.2o2|2e2.1o4|2e2.2o4|i	True	True	True	3	3	1	chr3	+	52514311-52518529;52515053-52518529;52515125-52518529;52518219-52518220	52514155-52514311;52514895-52515930;52514895-52515930;52515931-52518219;52518220-52518653	;;;;	;;;;	(52515931, 52518219)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/0_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NISCH
NISCH	ENSG00000010322	ENSG00000010322:52514155-52514311:source	-0.256923173404;0.256923173404	0.733488733535;0.733488733535	0.677;0.323	0.369;0.631	s|1e0|2e1.1o1|2e2.2o2	True	False	True	2	3	0	chr3	+	52514311-52514895;52514311-52518529	52514155-52514311;52514895-52515930;52518220-52518653	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/0_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NISCH
RP11-465B22.3	ENSG00000217801	ENSG00000217801:1001210-1001836:target	0.26932758565;-0.107347876581;-0.00704395507101	0.791394372698;0.323500591239;0.00870570694163	0.530;0.321;0.149	0.827;0.116;0.056	t|1e1.1o3|1e2.1o1|2e2.1o1	True	True	True	3	3	0	chr1	+	998581-1001210;999969-1001210;999969-1001329	998459-998727;999870-999969;999870-999969;1001210-1001836	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/32_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RP11-465B22.3
RP11-465B22.3	ENSG00000217801	ENSG00000217801:998459-998727:source	0.283924781511;-2.43932181402e-05;-0.0122833492118;-0.043629278288	0.846240598932;1.12848648737e-06;0.0151578357434;0.109706877778	0.652;0.027;0.128;0.211	0.944;0.025;0.025;0.051	s|1e1.1o2|1e2.1o1|2e3.1o2|3e3.1o2	True	True	True	4	4	1	chr1	+	998581-1001210;998581-998860;998686-999561;998727-999561	998459-998727;998860-998946;999561-999781;999561-999781;1001210-1001836	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/32_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RP11-465B22.3
ZC3H11A	ENSG00000058673	ENSG00000058673:203765421-203765916:source	0.237777487429;-0.0654085342119;-0.00566498403126	0.717032373833;0.184377071082;0.00421832708378	0.661;0.232;0.107	0.945;0.049;0.027	s|1e1.3o3|2e1.3o3|3e0|i	True	True	False	2	2	1	chr1	+	203765624-203770703;203765729-203770703;203765916-203765917	203765421-203765916;203765917-203767973;203767974-203771389;203767974-203771389	;;;	;;;	(203765917, 203767973)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/1_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ZC3H11A
ZDHHC13	ENSG00000177054	ENSG00000177054:19167728-19167850:target	-0.377949678651;0.377949678651	0.990253622343;0.990253622343	0.402;0.598	0.033;0.967	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr11	+	19138823-19167728;19164670-19167728	19138692-19138823;19164525-19164670;19167728-19167850	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/26_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ZDHHC13
TNFRSF18	ENSG00000186891	ENSG00000186891:1138888-1139348:source	0.00155061370219;0.204272964169;3.49028631035e-06;-0.292006285696	0.00034734129019;0.662865602959;4.04454738653e-09;0.963579859124	0.055;0.622;0.025;0.318	0.099;0.869;0.025;0.033	t|1e2.1o2|1e2.2o2|2e1.1o1|i	True	True	True	3	3	1	chr1	-	1139348-1139435;1139348-1139414;1139340-1139779;1139348-1139349	1138888-1139348;1139349-1139413;1139414-1139696;1139414-1139696;1139779-1139866	;;;;	;;;;	(1139349, 1139413)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/28_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TNFRSF18
VPS29	ENSG00000111237	ENSG00000111237:110933817-110934022:source	-0.00146007296028;-4.1172840783e-05;0.246631735201;-0.00408015354689;6.00725815854e-07;-0.0226032897466	0.000699001832945;1.76032104281e-08;0.798694304922;0.00158780849139;4.20460836325e-10;0.0601900149669	0.151;0.028;0.094;0.125;0.025;0.607	0.114;0.025;0.355;0.056;0.025;0.468	t|1e0|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o2|2e4.1o2|i	True	True	True	5	5	1	chr12	-	110934008-110939854;110934008-110937340;110934008-110937262;110934008-110936625;110934008-110934628;110934022-110934023	110933817-110934022;110934023-110934102;110934103-110934807;110936601-110936664;110937262-110937351;110937262-110937351;110939854-110939922	;;;;;;	;;;;;;	(110934023, 110934102)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/8_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#VPS29
CFLAR	ENSG00000003402	ENSG00000003402:201983214-201983624:source	-0.2146824889;0.2146824889	0.717364042893;0.717364042893	0.356;0.644	0.135;0.865	s|1e0|1e1.1o1|1e2.2o4	False	False	True	2	3	0	chr2	+	201983624-201983751;201983624-201994452	201983214-201983624;201983751-201983900;201994366-201994869	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/0_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CFLAR
SIPA1	ENSG00000213445	ENSG00000213445:65408272-65409071:target	-1.08543759419e-06;0.328306720212;-3.52877973128e-05;1.2530291556e-05;-0.0467453561818;-5.96520301175e-05;-0.0381647760218	2.36695739227e-10;0.973853336341;5.13631934907e-08;3.72522921222e-10;0.120052335038;5.80641309506e-08;0.108193771499	0.025;0.090;0.029;0.025;0.279;0.030;0.581	0.025;0.411;0.027;0.026;0.128;0.025;0.425	t|1e4.1o1|2e0|3e1.1o2|3e1.2o2|3e2.1o1|3e3.1o2|3e3.2o2|i	True	True	True	6	5	1	chr11	+	65407766-65408272;65405653-65408302;65405891-65408302;65406722-65408302;65407492-65408302;65407570-65408302;65408271-65408272	65405568-65405891;65405568-65405891;65406607-65406722;65407337-65407570;65407337-65407570;65407592-65407766;65407767-65408271;65408272-65409071	;;;;;;;	;;;;;;;	(65407767, 65408271)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/31_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SIPA1
MSI2	ENSG00000153944	ENSG00000153944:55702933-55704664:source	-0.370269979908;-0.0124208226158;0.480152106652	0.986689514619;0.0070018777247;0.999678983205	0.433;0.111;0.456	0.072;0.025;0.924	s|1e0|2e1.1o2|2e1.2o2|2e2.1o1	True	True	True	3	3	1	chr17	+	55704664-55709152;55704664-55709763;55704664-55729460	55702933-55704664;55709152-55710544;55709152-55710544;55729460-55729522	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/18_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MSI2
BATF3	ENSG00000123685	ENSG00000123685:212860526-212860851:target	0.435908923359;-8.57137200422e-06;-0.436435636083	0.991869535233;4.18057781395e-05;0.98839562862	0.165;0.050;0.787	0.591;0.047;0.359	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr1	-	212860321-212860809;212860321-212860526;212860525-212860526	212859760-212860321;212859760-212860321;212860322-212860525;212860526-212860851	;;;	;;;	(212860322, 212860525)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/11_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#BATF3
ZSCAN32	ENSG00000140987	ENSG00000140987:3432085-3434061:source	0.383301802073;-0.383301802073	0.974141914397;0.974141914397	0.551;0.449	0.929;0.071	t|1e0|2e1.4o7|i	False	True	False	1	2	1	chr16	-	3433711-3434459;3434061-3434062	3432085-3434061;3434062-3434083;3434084-3434941	;;	;;	(3434062, 3434083)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/15_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ZSCAN32
ZNF692	ENSG00000171163	ENSG00000171163:249151639-249151696:source	-0.244562555764;3.32949138884e-05;0.223591511469	0.763985178633;2.50001693493e-06;0.694208579833	0.338;0.026;0.655	0.057;0.029;0.930	t|1e0|1e1.1o1|1e2.1o5|i	False	False	True	2	3	1	chr1	-	249151696-249152027;249151696-249151938;249151696-249151697	249151639-249151696;249151697-249151755;249151756-249151971;249152027-249152058	;;;	;;;	(249151697, 249151755)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/24_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ZNF692
TNFRSF1B	ENSG00000028137	ENSG00000028137:12227060-12227226:source	0.225475266312;-0.225475266312	0.78393463549;0.78393463549	0.749;0.251	0.970;0.030	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	+	12227226-12248853;12227226-12251014	12227060-12227226;12248853-12248952;12251014-12251142	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/0_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TNFRSF1B
UBE2D3	ENSG00000109332	ENSG00000109332:103749101-103749316:target	-1.68663276557e-06;-0.000367205843759;0.295653616766;-0.24208943999	3.51817886662e-07;2.9167776618e-05;0.865480383038;0.758544805128	0.026;0.048;0.639;0.308	0.026;0.026;0.948;0.041	s|1e1.4o4|1e2.4o6|1e2.5o6|i	False	True	True	3	3	1	chr4	-	103748898-103749101;103748001-103749101;103747793-103749101;103749100-103749101	103747642-103748279;103747642-103748279;103748749-103749006;103749007-103749100;103749101-103749316	;;;;	;;;;	(103749007, 103749100)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/8_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#UBE2D3
RASSF1	ENSG00000068028	ENSG00000068028:50369481-50369585:source	5.18776108312e-06;-0.0216060668452;0.210073185948;-3.18042403713e-05;-0.0149399829315	9.78720465107e-12;0.0343422543891;0.700491230021;8.31718109316e-12;0.0253770605915	0.025;0.286;0.322;0.028;0.357	0.026;0.173;0.556;0.025;0.255	t|1e1.1o1|1e2.1o1|1e3.1o5|1e3.3o5|i	True	False	True	4	4	1	chr3	-	50369585-50377987;50369585-50375336;50369585-50374604;50369585-50374191;50369585-50369586	50369481-50369585;50369586-50373807;50373808-50375003;50373808-50375003;50375336-50375454;50377987-50378411	;;;;;	;;;;;	(50369586, 50373807)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/2_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RASSF1
FAM21C	ENSG00000172661	ENSG00000172661:46281818-46282695:source	-0.415943932624;0.415943932624	0.921789923441;0.921789923441	0.850;0.150	0.422;0.578	s|1e1.3o3|2e2.1o1	True	False	True	2	3	1	chr10	+	46282122-46282483;46282695-46284319	46281818-46282695;46284319-46284939	;	;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/25_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FAM21C
RP11-295G20.2	ENSG00000233461	ENSG00000233461:231664166-231664302:target	-0.238552397668;0.238552397668	0.793653467513;0.793653467513	0.973;0.027	0.734;0.266	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr1	-	231663161-231664166;231658383-231664166	231658134-231658383;231662852-231663161;231664166-231664302	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/32_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RP11-295G20.2
RP11-295G20.2	ENSG00000233461	ENSG00000233461:231658134-231658383:source	0.219097214237;-0.261663352926;0.000796794446907	0.717154551636;0.851245485259;6.89357186187e-05	0.026;0.958;0.037	0.243;0.690;0.066	t|1e1.1o1|1e2.1o2|1e3.1o1	False	False	True	3	4	1	chr1	-	231658383-231664166;231658383-231663084;231658383-231660172	231658134-231658383;231660172-231660293;231662852-231663161;231664166-231664302	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/32_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RP11-295G20.2
P3H1	ENSG00000117385	ENSG00000117385:43225657-43228146:target	-0.273215682667;0.273215682667	0.892108452609;0.892108452609	0.306;0.694	0.034;0.966	s|1e1.1o2|1e1.2o2|2e0	True	True	False	2	2	0	chr1	-	43225064-43227994;43225061-43227994	43224872-43225064;43224872-43225064;43225657-43228146	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/10_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#P3H1
FAM98C	ENSG00000130244	ENSG00000130244:38895894-38896061:source	-0.265706611882;0.265706611882	0.855982887098;0.855982887098	0.961;0.039	0.687;0.313	s|1e1.1o1|i	False	False	False	1	2	1	chr19	+	38896061-38896159;38896061-38896062	38895894-38896061;38896062-38896158;38896159-38896548	;;	;;	(38896062, 38896158)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/12_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FAM98C
CTC-429P9.4	ENSG00000268790	ENSG00000268790:16770206-16770258:target	0.226673508724;-0.227056378256;7.48593996174e-08	0.815579646311;0.821364682827;4.92072036417e-15	0.740;0.258;0.025	0.962;0.036;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr19	-	16764936-16770206;16758072-16770206;16689220-16770206	16688557-16689220;16757907-16758072;16764846-16764936;16770206-16770258	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/33_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CTC-429P9.4
SEMA4D	ENSG00000187764	ENSG00000187764:92070803-92070868:source	0.270680361952;8.60802329871e-05;-0.0145473067885;-0.00114131028058;-0.119766256288	0.82855013771;2.47174441118e-07;0.0181348352453;0.000141443371891;0.35182368794	0.434;0.025;0.200;0.125;0.239	0.724;0.032;0.094;0.093;0.063	t|1e0|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	1	chr9	-	92070868-92112834;92070868-92112290;92070868-92094487;92070868-92090400;92070868-92089454	92070803-92070868;92089454-92089538;92090400-92090465;92094487-92094805;92112290-92112347;92112834-92113045	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/28_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SEMA4D
RAB24	ENSG00000169228	ENSG00000169228:176730408-176730745:target	0.0017446186212;-0.322893284731;0.225386700653	0.00105757558243;0.905410005721;0.663681179136	0.089;0.507;0.404	0.135;0.176;0.689	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr5	-	176730321-176730412;176730321-176730408;176730407-176730408	176730173-176730321;176730173-176730321;176730322-176730407;176730408-176730745	;;;	;;;	(176730322, 176730407)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/24_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RAB24
WDR92	ENSG00000243667	ENSG00000243667:68384059-68384692:target	0.221080884032;-0.219307462173;-7.90809407781e-06	0.742054376165;0.740144657362;9.92458749928e-08	0.026;0.971;0.026	0.246;0.748;0.026	s|1e1.1o1|2e1.1o1|3e1.1o1	True	True	False	3	2	0	chr2	-	68374699-68384506;68374699-68384393;68374699-68384059	68374599-68374699;68374599-68374699;68374599-68374699;68384059-68384692	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/32_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#WDR92
