#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_p_A E(PSI)	Th17_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
LINC01578	ENSG00000272888	ENSG00000272888:93440954-93441975:target	-0.282512865196;0.282512865196	0.954456617831;0.954456617831	0.924;0.076	0.649;0.351	t|1e1.2o2|i	False	False	False	1	2	1	chr15	+	93435302-93440954;93440953-93440954	93435234-93435302;93435303-93440953;93440954-93441975	;;	;;	(93435303, 93440953)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/63_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LINC01578
LINC01578	ENSG00000272888	ENSG00000272888:93427601-93428815:target	-0.595926728525;-0.00164916483892;0.625203647011	0.999999903702;0.000302108126552;0.999999999895	0.803;0.156;0.038	0.222;0.130;0.648	t|1e0|2e0|3e1.1o1|3e2.1o2|i	False	True	True	2	3	1	chr15	+	93426416-93428745;93427008-93428745;93427600-93427601	93425937-93426416;93426974-93427091;93427092-93427600;93427601-93428815	;;;	;;;	(93427092, 93427600)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/63_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LINC01578
LINC01578	ENSG00000272888	ENSG00000272888:93429399-93430215:source	-0.392145059164;0.392145059164	0.999979781202;0.999979781202	0.975;0.025	0.593;0.407	s|1e0|2e1.1o1|3e0|i	True	False	False	1	2	1	chr15	+	93429484-93435234;93430215-93430216	93429399-93430215;93430216-93430985;93435234-93435302	;;	;;	(93430216, 93430985)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/63_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LINC01578
LINC01578	ENSG00000272888	ENSG00000272888:93426974-93427091:source	-0.593805448398;0.593805448398	0.999887225283;0.999887225283	0.778;0.222	0.199;0.801	s|1e1.3o3|2e0|i	True	False	False	1	2	1	chr15	+	93427008-93428745;93427091-93427092	93426974-93427091;93427092-93427600;93427601-93428815	;;	;;	(93427092, 93427600)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/63_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LINC01578
CLIP1	ENSG00000130779	ENSG00000130779:122837273-122837333:target	-1.53738875732e-06;0.241083615211;-0.239466321475	3.60828028729e-10;0.759087365465;0.753407283127	0.025;0.203;0.792	0.025;0.470;0.525	s|1e1.1o1|1e2.1o1|1e3.2o2	False	False	True	3	4	0	chr12	-	122835690-122837273;122832026-122837273;122826244-122837273	122825300-122828591;122831922-122832026;122835575-122835690;122837273-122837333	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/25_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CLIP1
CAPN7	ENSG00000131375	ENSG00000131375:15292438-15292530:source	-0.291175251779;0.291175251779	0.823244266188;0.823244266188	0.944;0.056	0.625;0.375	s|1e1.1o1|i	False	False	False	1	2	1	chr3	+	15292530-15292623;15292530-15292531	15292438-15292530;15292531-15292622;15292623-15294425	;;	;;	(15292531, 15292622)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/25_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CAPN7
CKLF	ENSG00000217555	ENSG00000217555:66586466-66586696:source	0.329335160199;-6.36045261055e-05;-0.291751784489;-0.000384874534854	0.982989818395;1.03199761115e-16;0.953734797882;6.11795403689e-11	0.425;0.028;0.494;0.042	0.746;0.025;0.209;0.033	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	False	True	True	4	4	0	chr16	+	66586696-66592093;66586696-66596975;66586696-66597025;66586696-66599789	66586466-66586696;66592093-66592435;66596975-66597120;66596975-66597120;66599789-66599975	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/60_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CKLF
CKLF	ENSG00000217555	ENSG00000217555:66592093-66592435:source	-0.352191265567;0.352191265567	0.958840031029;0.958840031029	0.736;0.264	0.388;0.612	s|1e1.2o2|1e2.1o1|2e0	True	False	True	2	3	0	chr16	+	66592251-66597025;66592251-66599789	66592093-66592435;66596975-66597120;66599789-66599975	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/60_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CKLF
ZNF200	ENSG00000010539	ENSG00000010539:3282421-3282547:target	0.260884224142;-0.260884224142	0.684157461812;0.684157461812	0.523;0.477	0.861;0.139	s|1e0|2e1.2o3|2e1.3o3	True	True	False	2	2	0	chr16	-	3274613-3282421;3274610-3282421	3272325-3277805;3272325-3277805;3282421-3282547	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/1_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ZNF200
PXN	ENSG00000089159	ENSG00000089159:120652906-120653220:source	-0.198673345443;-0.00164615561943;0.404814711684;-0.0158981203674	0.653321902221;0.00015688481331;0.9772817337;0.0108809999028	0.255;0.069;0.554;0.122	0.030;0.030;0.955;0.030	t|1e1.2o2|1e2.1o1|2e1.2o2|2e2.1o1	True	True	True	4	3	0	chr12	-	120653220-120659426;120653220-120653363;120653076-120659426;120653076-120653363	120652906-120653220;120653363-120653464;120653363-120653464;120659426-120659561;120659426-120659561	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/8_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PXN
PXN	ENSG00000089159	ENSG00000089159:120659426-120659561:target	5.45507563845e-05;-0.251556790917;5.45507563845e-05;-0.161300250863;0.479981310108	1.00324603201e-05;0.850147670555;1.00324603201e-05;0.48875797756;0.995906415103	0.025;0.287;0.025;0.222;0.484	0.029;0.029;0.029;0.029;0.953	s|1e0|2e1.1o2|2e2.1o2|2e2.2o2|2e3.1o2|2e3.2o2	True	True	True	5	4	1	chr12	-	120657894-120659426;120653464-120659426;120653458-120659426;120653220-120659426;120653076-120659426	120652906-120653220;120652906-120653220;120653363-120653464;120653363-120653464;120657010-120657894;120659426-120659561	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/8_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PXN
DROSHA	ENSG00000113360	ENSG00000113360:31526186-31526527:target	0.200585459592;-0.122004230552;-0.00100655400941	0.66066590109;0.377468050014;1.8721178316e-05	0.701;0.243;0.056	0.942;0.049;0.027	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr5	-	31521322-31526186;31515671-31526186;31515326-31526186	31515095-31515326;31515561-31515671;31521230-31521322;31526186-31526527	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/17_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#DROSHA
CUTC	ENSG00000119929	ENSG00000119929:101507014-101507147:source	0.344189643721;-0.365523152503;0.000104804944486	0.894934373679;0.933160792691;1.85850417024e-05	0.545;0.450;0.025	0.907;0.077;0.031	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr10	+	101507147-101510126;101507147-101514286;101507147-101515382	101507014-101507147;101510126-101510153;101514286-101514391;101515382-101515891	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/19_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CUTC
NETO2	ENSG00000171208	ENSG00000171208:47156568-47156695:source	-0.000287683070303;-0.185833904453;0.213162762637	2.89304841963e-05;0.600428126597;0.694251005649	0.060;0.935;0.025	0.052;0.712;0.235	t|1e1.1o2|1e1.2o2|i	True	False	False	2	2	1	chr16	-	47156695-47156800;47156695-47156779;47156695-47156696	47156568-47156695;47156696-47156778;47156779-47156823;47156779-47156823	;;;	;;;	(47156696, 47156778)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/48_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#NETO2
ATP8A1	ENSG00000124406	ENSG00000124406:42588366-42588493:target	0.258606669184;-0.258606669184	0.783674282728;0.783674282728	0.037;0.963	0.326;0.674	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr4	-	42585898-42588366;42583749-42588366	42583638-42583749;42585825-42585898;42588366-42588493	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/22_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ATP8A1
SLC25A51	ENSG00000122696	ENSG00000122696:37899826-37899947:target	0.266546006452;-0.266546006452	0.76275990083;0.76275990083	0.396;0.604	0.701;0.299	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr9	-	37888589-37899826;37881628-37899826	37881515-37881628;37887201-37888591;37899826-37899947	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/21_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SLC25A51
DICER1	ENSG00000100697	ENSG00000100697:95557002-95557453:source	-5.92387298852e-05;-5.92387298852e-05;-0.188126732928;0.234467335284	8.77481072656e-06;8.77481072656e-06;0.614240816807;0.782453569746	0.029;0.029;0.959;0.028	0.026;0.026;0.718;0.270	t|1e2.1o1|2e1.1o1|2e2.1o1|i	True	True	True	3	3	1	chr14	-	95557453-95557540;95557446-95560225;95557446-95557540;95557453-95557454	95557002-95557453;95557454-95557539;95557540-95557759;95557540-95557759;95560225-95560493	;;;;	;;;;	(95557454, 95557539)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/10_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#DICER1
MKI67	ENSG00000148773	ENSG00000148773:129917517-129917583:source	-0.273518516701;-7.8617373597e-06;0.276178482246	0.867395533463;3.9350222499e-09;0.871526987819	0.353;0.025;0.641	0.077;0.025;0.920	t|1e1.1o3|1e1.2o3|1e2.1o1	True	False	True	3	3	1	chr10	-	129917583-129924457;129917583-129924419;129917583-129921145	129917517-129917583;129921145-129921260;129924363-129924649;129924363-129924649	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/36_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MKI67
SLC30A5	ENSG00000145740	ENSG00000145740:68398399-68398955:target	-0.303178867452;0.303178867452	0.935389036628;0.935389036628	0.351;0.649	0.049;0.951	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr5	+	68390165-68398889;68396756-68398889	68389473-68390165;68396634-68396756;68398399-68398955	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/35_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SLC30A5
SLC30A5	ENSG00000145740	ENSG00000145740:68389473-68390165:source	0.240880236712;-0.240880236712	0.767036598784;0.767036598784	0.665;0.335	0.937;0.063	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr5	+	68390165-68396634;68390165-68398889	68389473-68390165;68396634-68396756;68398399-68398955	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/35_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SLC30A5
PBRM1	ENSG00000163939	ENSG00000163939:52713590-52713742:source	-0.237333761459;-2.41945375026e-05;0.445067809014;-2.41945375026e-05;-0.00618550051489;-0.000632738347959	0.659003860844;1.18533504597e-06;0.996507783248;1.18533504597e-06;0.00551316334607;0.000137695759873	0.772;0.027;0.054;0.027;0.112;0.054	0.460;0.025;0.489;0.025;0.030;0.029	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e1.1o1|2e3.1o1|3e0|4e0	True	True	True	6	5	0	chr3	-	52713742-52719765;52713742-52719452;52713742-52716108;52713742-52715720;52713739-52719765;52713739-52716108	52713590-52713742;52715720-52715836;52716108-52716249;52716108-52716249;52719452-52719598;52719765-52719933;52719765-52719933	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/43_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PBRM1
MIB2	ENSG00000197530	ENSG00000197530:1563399-1563559:source	0.248020718502;-0.248020718502	0.721337801241;0.721337801241	0.580;0.420	0.878;0.122	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	1563559-1563653;1563559-1563560	1563399-1563559;1563560-1563652;1563653-1563779	;;	;;	(1563560, 1563652)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/56_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MIB2
MIB2	ENSG00000197530	ENSG00000197530:1559154-1559589:target	-0.408352401672;0.00154850588979;0.305371566467	0.952402122835;0.00122479997837;0.768750199348	0.493;0.036;0.475	0.082;0.081;0.838	t|1e1.1o1|1e2.1o2|1e2.2o2|2e0	True	True	True	3	3	0	chr1	+	1558862-1559154;1559059-1559154;1559079-1559154	1558502-1558862;1558961-1559079;1558961-1559079;1559154-1559589	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/56_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MIB2
MIB2	ENSG00000197530	ENSG00000197530:1563653-1563779:target	0.478715859656;-0.478715859656	0.998402310902;0.998402310902	0.463;0.537	0.929;0.071	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	1563559-1563653;1563652-1563653	1563399-1563559;1563560-1563652;1563653-1563779	;;	;;	(1563560, 1563652)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/56_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MIB2
C17orf89	ENSG00000224877	ENSG00000224877:79214787-79215081:target	-0.121581628011;1.45379683232e-06;0.21465221361;-0.00026281632193	0.330700306503;1.76011759735e-11;0.724962988329;1.7560343701e-11	0.868;0.025;0.080;0.035	0.700;0.025;0.294;0.025	t|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2	True	False	True	4	3	0	chr17	+	79213478-79214787;79213482-79214787;79213743-79214787;79214239-79214787	79213368-79213482;79213368-79213482;79213714-79214239;79213714-79214239;79214787-79215081	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/60_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#C17orf89
CDYL	ENSG00000153046	ENSG00000153046:4935749-4936005:target	7.24569483826e-06;-0.000435398938708;-0.275617490126;7.24569483826e-06;0.340585536708	3.93346433384e-07;1.85553270457e-05;0.79443285213;3.93346433384e-07;0.953881084484	0.026;0.044;0.913;0.026;0.040	0.026;0.026;0.606;0.026;0.376	t|1e1.1o1|1e2.1o1|1e3.3o3|1e4.1o1|2e3.3o3	True	True	True	5	5	1	chr6	+	4773412-4935749;4777041-4935749;4892613-4935749;4928962-4935749;4892613-4935815	4773205-4773412;4776669-4777041;4891947-4892613;4891947-4892613;4928929-4928962;4935749-4936005	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/37_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CDYL
TANGO2	ENSG00000183597	ENSG00000183597:20039988-20040107:source	-3.04248970705e-05;-0.187999052579;0.443348747307;-0.0536155986168	6.31274085836e-06;0.600541851343;0.973390788317;0.152969155282	0.029;0.327;0.409;0.242	0.029;0.070;0.849;0.072	s|1e0|1e1.1o3|1e1.3o3|1e2.1o1|1e3.1o1	False	True	True	4	4	0	chr22	+	20040107-20040883;20040107-20040960;20040107-20043466;20040107-20049053	20039988-20040107;20040883-20041074;20040883-20041074;20043466-20043764;20049053-20049325	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/52_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TANGO2
DYNC1LI2	ENSG00000135720	ENSG00000135720:66765912-66767449:target	0.260046567116;-0.260046567116	0.907680258791;0.907680258791	0.720;0.280	0.974;0.026	s|1e1.2o3|2e0|i	True	False	False	1	2	1	chr16	-	66764126-66766242;66765911-66765912	66764015-66764251;66764938-66765911;66765912-66767449	;;	;;	(66764938, 66765911)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/27_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#DYNC1LI2
NDOR1	ENSG00000188566	ENSG00000188566:140110519-140110640:target	0.000845422809488;-0.2773119846;0.260495968638	0.000385680636642;0.799820361029;0.788187750961	0.072;0.824;0.104	0.095;0.518;0.387	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr9	+	140110469-140110519;140110469-140110546;140110518-140110519	140110351-140110469;140110351-140110469;140110470-140110518;140110519-140110640	;;;	;;;	(140110470, 140110518)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/54_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#NDOR1
FHOD1	ENSG00000135723	ENSG00000135723:67265091-67265252:source	-0.233593719656;0.233593719656	0.775266257064;0.775266257064	0.923;0.077	0.683;0.317	t|1e1.2o2|i	False	False	False	1	2	1	chr16	-	67265252-67265333;67265252-67265253	67265091-67265252;67265253-67265332;67265333-67265452	;;	;;	(67265253, 67265332)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/28_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FHOD1
FHOD1	ENSG00000135723	ENSG00000135723:67272283-67272374:target	-0.202547769535;1.19980030588e-05;0.202773785537	0.655141997015;5.28376369543e-08;0.655840334726	0.959;0.025;0.036	0.734;0.026;0.258	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr16	-	67272210-67272283;67272173-67272283;67272282-67272283	67272105-67272210;67272105-67272210;67272211-67272282;67272283-67272374	;;;	;;;	(67272211, 67272282)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/28_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FHOD1
FHOD1	ENSG00000135723	ENSG00000135723:67271560-67271671:target	-0.648150354311;0.648150354311	0.999945184694;0.999945184694	0.922;0.078	0.290;0.710	s|1e1.1o1|i	False	False	False	1	2	1	chr16	-	67271472-67271560;67271559-67271560	67271378-67271472;67271473-67271559;67271560-67271671	;;	;;	(67271473, 67271559)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/28_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FHOD1
SEC24B	ENSG00000138802	ENSG00000138802:110412483-110412563:target	-0.229454290198;0.229454290198	0.642745401817;0.642745401817	0.838;0.162	0.535;0.465	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr4	+	110394342-110412483;110402937-110412483	110394160-110394342;110402833-110402937;110412483-110412563	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/31_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SEC24B
CELF2	ENSG00000048740	ENSG00000048740:11299701-11299835:source	-0.228542884587;0.237991202181;-2.27419788104e-05	0.700245250252;0.728963686667;1.83132222301e-07	0.864;0.128;0.026	0.593;0.403;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr10	+	11299835-11308561;11299835-11312629;11299835-11330381	11299701-11299835;11308561-11308640;11312629-11312787;11330381-11330515	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/3_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CELF2
USP20	ENSG00000136878	ENSG00000136878:132642392-132642568:source	-0.188735559289;5.56438340883e-06;0.371767481661;-0.110118994269	0.57319620801;1.58416836167e-09;0.997728764398;0.278638061849	0.210;0.025;0.571;0.217	0.025;0.025;0.934;0.057	s|1e1.1o3|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1	chr9	+	132642568-132642658;132642568-132642663;132642568-132642746;132642568-132642569	132642392-132642568;132642569-132642657;132642658-132644107;132642658-132644107;132642658-132644107	;;;;	;;;;	(132642569, 132642657)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/28_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#USP20
USP20	ENSG00000136878	ENSG00000136878:132642658-132644107:target	-0.191711288895;5.55058183588e-06;0.326362046698;-0.032662970102	0.599204150651;1.62312815371e-09;0.980458846782;0.0438986273709	0.213;0.025;0.601;0.185	0.025;0.025;0.920;0.071	t|1e1.1o1|2e1.1o1|3e1.1o1|i	True	True	False	3	2	1	chr9	+	132642568-132642658;132642568-132642663;132642568-132642746;132642657-132642658	132642392-132642568;132642392-132642568;132642392-132642568;132642569-132642657;132642658-132644107	;;;;	;;;;	(132642569, 132642657)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/28_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#USP20
NCAPH	ENSG00000121152	ENSG00000121152:97001525-97001586:source	-2.51371798771e-06;-0.24444893793;0.365691490308;-0.00137787606056;-0.000258145341148	4.20181934415e-08;0.683874919983;0.921377084685;0.000152453756823;4.02531470457e-06	0.026;0.632;0.261;0.070;0.037	0.025;0.325;0.635;0.036;0.025	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|1e2.1o1	False	True	True	5	3	0	chr2	+	97001586-97007130;97001586-97007380;97001586-97007413;97001586-97007452;97001586-97007788	97001525-97001586;97007130-97007632;97007130-97007632;97007130-97007632;97007130-97007632;97007788-97008388	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/20_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#NCAPH
SAFB2	ENSG00000130254	ENSG00000130254:5610006-5610246:source	-0.496195013499;8.80032935117e-06;0.489380858157	0.99999604557;8.98450610315e-09;0.999995641361	0.974;0.025;0.025	0.491;0.026;0.502	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr19	-	5610106-5610650;5610106-5610300;5610246-5610247	5610006-5610246;5610247-5610299;5610300-5610622;5610650-5610699	;;;	;;;	(5610247, 5610299)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/24_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SAFB2
PBX4	ENSG00000105717	ENSG00000105717:19680908-19681108:target	-0.240546441808;7.11975522587e-06;0.236599805761	0.737076342054;2.0374493289e-09;0.726708658886	0.697;0.025;0.300	0.424;0.025;0.571	s|1e0|2e1.2o2|3e1.1o2|3e1.2o2	True	True	False	3	2	1	chr19	-	19680393-19680918;19680409-19680908;19680393-19680908	19680258-19680409;19680258-19680409;19680258-19680409;19680908-19681108	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/13_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PBX4
ARL16	ENSG00000214087	ENSG00000214087:79649715-79650156:target	0.312889261561;-0.312889261561	0.889758847214;0.889758847214	0.531;0.469	0.855;0.145	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr17	-	79649705-79650043;79649179-79650043	79649064-79649179;79649473-79649705;79649715-79650156	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/59_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ARL16
SVIL	ENSG00000197321	ENSG00000197321:29747363-29747518:target	-0.251005662238;0.251005662238	0.817054743658;0.817054743658	0.956;0.044	0.692;0.308	s|1e1.1o1|i	False	False	False	1	2	1	chr10	-	29747262-29747363;29747362-29747363	29746267-29747262;29747263-29747362;29747363-29747518	;;	;;	(29747263, 29747362)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/55_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SVIL
TRIM33	ENSG00000197323	ENSG00000197323:114940230-114940482:source	0.218545112032;-0.307881334543;0.00371461863823	0.66468221393;0.853691355019;0.000286147681644	0.162;0.799;0.043	0.435;0.470;0.095	t|1e1.1o1|1e2.1o1|2e0|i	False	True	True	2	3	1	chr1	-	114940482-114942079;114940482-114940562;114940482-114940483	114940230-114940482;114940483-114940561;114940562-114940612;114942079-114942231	;;;	;;;	(114940483, 114940561)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/55_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TRIM33
IFI27L1	ENSG00000165948	ENSG00000165948:94563187-94563311:source	0.000558090577403;0.243056505546;-0.313703129864;1.78732190782e-05;1.78732190782e-05;1.78732190782e-05	5.74290763311e-05;0.756047131378;0.915419473569;3.99968307193e-07;3.99968307193e-07;3.99968307193e-07	0.025;0.037;0.956;0.025;0.025;0.025	0.048;0.294;0.644;0.026;0.026;0.026	s|1e0|1e1.1o2|1e1.2o2|1e2.1o1|1e3.3o3|1e4.1o1|1e5.1o1	False	True	True	6	6	1	chr14	+	94563311-94563838;94563311-94563841;94563311-94567085;94563311-94568262;94563311-94568823;94563311-94569849	94563187-94563311;94563838-94564024;94563838-94564024;94567085-94567694;94568160-94568405;94568823-94569060;94569849-94570192	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/44_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#IFI27L1
SPATS2L	ENSG00000196141	ENSG00000196141:201194154-201194203:target	6.37862556492e-06;6.37862556492e-06;6.37862556492e-06;0.351797585333;-0.411175124496;0.00152978594999	9.91389491603e-09;9.91389491603e-09;9.91389491603e-09;0.986173919263;0.997941892831;8.85104790105e-05	0.025;0.025;0.025;0.045;0.937;0.025	0.025;0.025;0.025;0.389;0.536;0.064	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o1	True	False	True	6	6	0	chr2	+	201170883-201194154;201171015-201194154;201171141-201194154;201171324-201194154;201171645-201194154;201173813-201194154	201170604-201170883;201170999-201171141;201170999-201171141;201171247-201171324;201171431-201171645;201173610-201173813;201194154-201194203	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/54_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SPATS2L
MATR3	ENSG00000015479	ENSG00000015479:138614016-138614185:source	0.00014908370839;-0.20898631915;-7.37198381311e-05;0.223308430894	1.71595310307e-05;0.667053209141;1.44730299763e-05;0.735522720708	0.030;0.956;0.030;0.029	0.036;0.696;0.026;0.266	s|1e1.1o1|1e2.1o1|2e2.1o1|i	True	True	True	3	3	1	chr5	+	138614097-138614254;138614097-138614740;138614185-138614740;138614185-138614186	138614016-138614185;138614186-138614253;138614254-138614429;138614740-138615077;138614740-138615077	;;;;	;;;;	(138614186, 138614253)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/1_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MATR3
WWP1	ENSG00000123124	ENSG00000123124:87473453-87473971:source	-0.331616486138;0.331616486138	0.967595226709;0.967595226709	0.973;0.027	0.649;0.351	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr8	+	87473549-87474003;87473971-87473972	87473453-87473971;87473972-87474002;87474003-87474075	;;	;;	(87473972, 87474002)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/22_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#WWP1
