#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th2_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
ERMP1	ENSG00000099219	ENSG00000099219:5830727-5831028:target	0.200584596367;-0.200584596367	0.652358049672;0.652358049672	0.750;0.250	0.971;0.029	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr9	-	5825219-5830727;5824001-5830727	5823896-5824001;5825092-5825219;5830727-5831028	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/5_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ERMP1
UCHL5	ENSG00000116750	ENSG00000116750:192990227-192990325:target	-1.99350586465e-06;0.252956791394;-5.81868012312e-05;-0.232675788594	2.9825014378e-10;0.877665749125;5.92842885919e-08;0.799958773606	0.025;0.062;0.030;0.909	0.025;0.314;0.026;0.667	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	False	True	True	4	4	0	chr1	-	192989586-192990227;192989511-192990227;192987950-192990227;192985525-192990227	192981380-192985525;192987535-192987950;192989017-192989586;192989017-192989586;192990227-192990325	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/11_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#UCHL5
SMG7	ENSG00000116698	ENSG00000116698:183485009-183485221:target	-0.213238985354;0.213238985354	0.616671026899;0.616671026899	0.290;0.710	0.028;0.972	t|1e1.1o1|1e2.1o2	False	False	True	2	3	0	chr1	+	183441784-183485009;183482003-183485009	183441351-183441784;183481972-183482491;183485009-183485221	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/11_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SMG7
PACS2	ENSG00000179364	ENSG00000179364:105857968-105858103:source	0.259415961779;-0.259415961779	0.845010466979;0.845010466979	0.704;0.296	0.970;0.030	s|1e0|2e1.2o3|2e1.3o3	True	True	False	2	2	0	chr14	+	105858103-105858956;105858103-105859098	105857968-105858103;105858342-105859182;105858342-105859182	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/30_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PACS2
YDJC	ENSG00000161179	ENSG00000161179:21983597-21983696:source	2.70022151332e-05;-0.370037353949;0.352507559958	2.38359082457e-08;0.951846502732;0.931623986168	0.026;0.686;0.307	0.028;0.317;0.663	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr22	-	21983696-21984140;21983696-21983891;21983696-21983832	21983597-21983696;21983832-21984050;21983832-21984050;21984140-21984353	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/24_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#YDJC
BTBD10	ENSG00000148925	ENSG00000148925:13484639-13484844:target	0.000383655904471;-0.00027687845586;1.03509362611e-05;1.03509362611e-05;-0.32940588123;0.221362404505	5.52406761902e-05;6.96728396988e-05;4.55583383754e-07;4.55583383754e-07;0.937603282206;0.635816390071	0.025;0.060;0.025;0.025;0.382;0.548	0.049;0.050;0.026;0.026;0.050;0.848	s|1e1.1o1|1e4.1o2|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o2	True	True	True	6	5	1	chr11	-	13484344-13484647;13443385-13484647;13484344-13484639;13481283-13484639;13466728-13484639;13443385-13484639	13443189-13443385;13443189-13443385;13466571-13466728;13481213-13481283;13484169-13484344;13484169-13484344;13484639-13484844	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#BTBD10
TRIM52	ENSG00000183718	ENSG00000183718:180687002-180688119:target	-1.50511614513e-05;-1.50511614513e-05;-0.00124798391111;-0.219017129761;-1.50511614513e-05;0.384908939185	1.43354664495e-06;1.43354664495e-06;0.000614012344641;0.574266196571;1.43354664495e-06;0.892934728861	0.027;0.027;0.074;0.703;0.027;0.202	0.025;0.025;0.025;0.375;0.025;0.610	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|i	False	True	True	5	5	1	chr5	-	180686907-180687002;180684495-180687002;180684055-180687002;180683860-180687002;180681985-180687002;180687001-180687002	180681417-180681985;180682147-180683860;180684010-180684495;180684010-180684495;180686262-180686907;180686908-180687001;180687002-180688119	;;;;;;	;;;;;;	(180686908, 180687001)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/31_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TRIM52
TMEM263	ENSG00000151135	ENSG00000151135:107360713-107360958:target	-0.277402610569;0.237543283632;0.000330983173244	0.84430329194;0.748355584261;1.14048629708e-06	0.768;0.211;0.028	0.476;0.478;0.046	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	0	chr12	+	107349843-107360889;107350927-107360889;107353163-107360889	107349497-107349843;107350563-107350927;107353048-107353163;107360713-107360958	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TMEM263
TMEM263	ENSG00000151135	ENSG00000151135:107349497-107349843:source	0.207842229866;-0.207842229866	0.658817801807;0.658817801807	0.339;0.661	0.590;0.410	s|1e1.2o2|1e2.2o2	False	False	True	2	3	0	chr12	+	107349843-107350860;107349843-107360889	107349497-107349843;107350563-107350927;107360713-107360958	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TMEM263
ACAP3	ENSG00000131584	ENSG00000131584:1233393-1233493:source	0.28443894523;-7.21813624001e-06;-0.274937409666	0.887347955408;5.63116996975e-07;0.880906088589	0.636;0.028;0.344	0.931;0.027;0.059	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	-	1233493-1233750;1233493-1233565;1233493-1233494	1233393-1233493;1233494-1233564;1233565-1233645;1233750-1233801	;;;	;;;	(1233494, 1233564)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/15_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ACAP3
GIT2	ENSG00000139436	ENSG00000139436:110376970-110377490:source	-8.80192777605e-06;-0.00623993450256;0.285722581431;-0.00036625214837;7.75130797305e-07;7.75130797305e-07;-0.173184303509	9.47721462354e-11;9.18986288656e-05;0.878762326302;0.000508216098166;7.47917471502e-11;7.47917471502e-11;0.423937554235	0.026;0.084;0.479;0.225;0.025;0.025;0.194	0.025;0.025;0.773;0.216;0.025;0.025;0.025	t|1e0|2e1.1o3|2e1.2o3|2e2.2o2|2e3.1o1|2e4.1o1|3e5.1o1|i	True	True	True	6	6	1	chr12	-	110377052-110389017;110377052-110388972;110377052-110385061;110377052-110383065;110377052-110380647;110377044-110377559;110377490-110377491	110376970-110377490;110377491-110377558;110377559-110378306;110380647-110380826;110383065-110383154;110385061-110385309;110388499-110389121;110388499-110389121	;;;;;;;	;;;;;;;	(110377491, 110377558)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/19_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#GIT2
TRIM37	ENSG00000108395	ENSG00000108395:57089689-57089807:target	-0.107933630887;0.213904264352;-0.00721039310652	0.319552634084;0.628353462383;0.0128180062492	0.231;0.546;0.224	0.042;0.834;0.127	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	0	chr17	-	57079102-57089689;57079075-57089689;57076820-57089689	57075561-57076820;57078959-57079102;57078959-57079102;57089689-57089807	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/8_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TRIM37
IPO13	ENSG00000117408	ENSG00000117408:44422781-44422987:source	-0.226710183907;0.226710183907	0.7393511159;0.7393511159	0.971;0.029	0.728;0.272	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	44422987-44423074;44422987-44422988	44422781-44422987;44422988-44423073;44423074-44423221	;;	;;	(44422988, 44423073)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/12_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#IPO13
ECT2	ENSG00000114346	ENSG00000114346:172472247-172472450:target	0.219090320174;-0.183738231684;-2.78944309021e-06;-2.78944309021e-06;-0.00379358394518	0.623601337114;0.546510161642;5.41595822865e-07;5.41595822865e-07;0.00572581304776	0.589;0.231;0.026;0.026;0.168	0.888;0.026;0.026;0.026;0.094	t|1e0|2e1.1o1|2e2.1o1|2e3.1o3|2e3.2o3|2e3.3o3|3e0	True	True	True	5	4	0	chr3	+	172468647-172472299;172468906-172472299;172470062-172472299;172470226-172472299;172470262-172472299	172468472-172468647;172468749-172468906;172469940-172470262;172469940-172470262;172469940-172470262;172472247-172472450	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/10_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ECT2
IKBIP	ENSG00000166130	ENSG00000166130:99007183-99008118:source	-0.327672967167;0.327672967167	0.874298100618;0.874298100618	0.671;0.329	0.324;0.676	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	99008118-99038301;99008118-99028074	99007183-99008118;99028074-99028191;99038301-99038891	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/26_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#IKBIP
RPL37A	ENSG00000197756	ENSG00000197756:217393993-217394207:target	0.234501937451;-0.234501937451	0.679107856591;0.679107856591	0.524;0.476	0.822;0.178	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	+	217364754-217393993;217385497-217393993	217364672-217364754;217385437-217385497;217393993-217394207	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/33_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#RPL37A
PTOV1	ENSG00000104960	ENSG00000104960:50361314-50361640:target	0.210515339944;-0.210515339944	0.696464248118;0.696464248118	0.531;0.469	0.766;0.234	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	50361234-50361314;50361313-50361314	50361161-50361234;50361235-50361313;50361314-50361640	;;	;;	(50361235, 50361313)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/7_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PTOV1
IVD	ENSG00000128928	ENSG00000128928:40708489-40708561:source	0.398499348887;-7.16959160783e-06;-0.00039213730401;-0.368551792966	0.995042740393;1.96304229522e-08;5.34492457241e-05;0.99525306252	0.541;0.026;0.068;0.385	0.929;0.025;0.052;0.026	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr15	+	40708561-40710329;40708561-40711379;40708561-40716334;40708561-40727616	40708489-40708561;40710329-40711356;40711379-40713512;40716334-40716672;40727616-40728146	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/14_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#IVD
WHSC1	ENSG00000109685	ENSG00000109685:1936871-1936989:source	0.222912867825;-0.169467508795;-0.00381042744162	0.761667910175;0.412940627947;0.00151019723514	0.605;0.195;0.199	0.833;0.027;0.142	s|1e1.1o1|1e2.2o4|1e3.1o1	False	False	True	3	4	0	chr4	+	1936989-1940178;1936989-1941381;1936989-1952799	1936871-1936989;1940178-1940259;1941008-1943477;1952799-1952930	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/9_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#WHSC1
EXOC1	ENSG00000090989	ENSG00000090989:56719782-56720119:source	-0.420401719784;0.420401719784	0.977629649026;0.977629649026	0.702;0.298	0.288;0.712	s|1e1.1o2|2e1.1o2	True	True	False	2	2	0	chr4	+	56719963-56724480;56720119-56724480	56719782-56720119;56724480-56724613;56724480-56724613	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/5_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#EXOC1
ADPRM	ENSG00000170222	ENSG00000170222:10608217-10609245:source	0.285024763498;-0.285024763498	0.741450392063;0.741450392063	0.464;0.536	0.811;0.189	s|1e1.1o1|2e1.1o1|3e0	True	True	False	2	2	0	chr17	+	10608844-10609755;10608932-10609755	10608217-10609245;10609755-10609871;10609755-10609871	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/28_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ADPRM
NSUN5P2	ENSG00000106133	ENSG00000106133:72419431-72419519:source	0.31334774239;-0.31334774239	0.86232401607;0.86232401607	0.050;0.950	0.381;0.619	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	72419519-72419592;72419519-72419520	72419431-72419519;72419520-72419591;72419592-72419641	;;	;;	(72419520, 72419591)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/8_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NSUN5P2
IKZF3	ENSG00000161405	ENSG00000161405:37933904-37934020:source	-1.19265691675e-06;-1.19265691675e-06;-1.19265691675e-06;-0.256139642775;0.261002762666;-1.19265691675e-06	3.93872028058e-10;3.93872028058e-10;3.93872028058e-10;0.766547808022;0.778332245267;3.93872028058e-10	0.025;0.025;0.025;0.624;0.365;0.025	0.025;0.025;0.025;0.334;0.657;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e5.1o1	True	True	True	6	6	1	chr17	-	37934020-37985640;37934020-37948926;37934020-37947669;37934020-37944511;37934020-37934138;37934016-37934138	37933904-37934020;37934138-37934478;37934138-37934478;37944511-37944627;37947669-37947836;37948926-37949186;37985640-37985741	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/24_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#IKZF3
PIGF	ENSG00000151665	ENSG00000151665:46808076-46808730:source	-0.214148443573;-4.7856854606e-06;0.224359196276	0.707128909057;2.22616391569e-08;0.748544116243	0.896;0.029;0.082	0.657;0.028;0.322	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr2	-	46808730-46819614;46808730-46818942;46808730-46815214	46808076-46808730;46815214-46815761;46818942-46819064;46819614-46819722	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PIGF
TTLL3	ENSG00000214021	ENSG00000214021:9854932-9855029:source	-0.0721288968409;0.255796396865;-2.01267120438e-06;-0.000263422194664;-0.00145959389999;-0.000133834991661	0.207962600802;0.689928959606;1.70821217147e-07;1.6583749443e-05;0.000505638258392;3.19389498201e-05	0.614;0.213;0.026;0.043;0.084;0.047	0.379;0.541;0.026;0.026;0.040;0.040	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.2o4|1e5.3o4|1e6.1o1	False	False	True	6	7	0	chr3	+	9855029-9857758;9855029-9859329;9855029-9859374;9855029-9860239;9855029-9867484;9855029-9868681	9854932-9855029;9857758-9857888;9859329-9859342;9859374-9859483;9860056-9860605;9867090-9867632;9868681-9868832	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/35_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TTLL3
TTLL3	ENSG00000214021	ENSG00000214021:9870847-9871079:source	-0.198663923563;0.24956841072;-0.00018811852198;1.11606734046e-06	0.666236991925;0.835073324638;6.67855221161e-08;1.67882636744e-10	0.310;0.650;0.037;0.025	0.086;0.906;0.025;0.025	s|1e0|2e0|3e1.1o1|3e2.1o1|3e3.1o1|3e4.1o1	True	False	True	4	5	0	chr3	+	9871079-9874788;9871079-9876365;9871079-9876778;9871079-9896243	9870847-9871079;9874788-9874957;9876365-9876591;9876778-9878037;9896243-9896822	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/35_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TTLL3
SMARCAL1	ENSG00000138375	ENSG00000138375:217278579-217279086:target	0.351415852439;-0.399550201784;4.04039719092e-06;0.000323291880751;4.04039719092e-06;4.04039719092e-06	0.955373784316;0.97770339882;3.18146865082e-07;3.29856328221e-05;3.18146865082e-07;3.18146865082e-07	0.040;0.946;0.026;0.026;0.026;0.026	0.388;0.553;0.026;0.046;0.026;0.026	t|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|1e2.1o2|1e2.2o2	True	False	True	6	3	0	chr2	+	217277326-217278579;217277371-217278579;217277440-217278579;217277457-217278579;217277521-217278579;217277659-217278579	217277137-217277457;217277137-217277457;217277137-217277457;217277137-217277457;217277466-217277659;217277466-217277659;217278579-217279086	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/18_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SMARCAL1
MUM1	ENSG00000160953	ENSG00000160953:1358393-1358463:source	0.317571915106;-0.317571915106	0.890035203302;0.890035203302	0.049;0.951	0.378;0.622	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr19	+	1358463-1358587;1358463-1360135	1358393-1358463;1358587-1359893;1360135-1361031	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/24_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#MUM1
IDH3B	ENSG00000101365	ENSG00000101365:2639188-2639483:target	-2.70451317677e-06;0.291422406134;0.000106111783854;0.00869419870349;-2.70451317677e-06;-0.404905842091	2.68196045843e-09;0.923851568184;7.4296981486e-09;0.000814019265987;2.68196045843e-09;0.995889707853	0.025;0.097;0.025;0.032;0.025;0.866	0.025;0.389;0.033;0.105;0.025;0.471	s|1e1.1o2|2e1.2o2|3e1.2o2|4e1.1o2|5e1.1o2|6e0|i	True	True	False	5	2	1	chr20	-	2639168-2639405;2639167-2639404;2639167-2639331;2639168-2639284;2639168-2639273;2639187-2639188	2639041-2639168;2639041-2639168;2639041-2639168;2639041-2639168;2639041-2639168;2639169-2639187;2639188-2639483	;;;;;;	;;;;;;	(2639169, 2639187)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/6_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#IDH3B
IDH3B	ENSG00000101365	ENSG00000101365:2639041-2639168:source	-7.9391830182e-06;-1.04698265337e-07;0.00436858166477;-1.04698265337e-07;0.217136036593;1.79551175593e-05;-0.286133421417	2.55122093875e-11;6.98346039304e-14;5.55629895319e-06;6.98346039304e-14;0.765872390417;1.32063580704e-12;0.962963258624	0.026;0.025;0.026;0.025;0.048;0.025;0.919	0.025;0.025;0.073;0.025;0.263;0.026;0.640	t|1e1.1o2|1e2.1o6|1e2.4o6|1e2.5o6|2e2.2o6|2e2.3o6|i	True	True	True	6	3	1	chr20	-	2639168-2640171;2639168-2639405;2639168-2639284;2639168-2639273;2639167-2639404;2639167-2639331;2639168-2639169	2639041-2639168;2639169-2639187;2639188-2639483;2639188-2639483;2639188-2639483;2639188-2639483;2639188-2639483;2639929-2640231	;;;;;;;	;;;;;;;	(2639169, 2639187)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/6_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#IDH3B
BTN2A1	ENSG00000112763	ENSG00000112763:26459709-26460056:source	-0.243855879278;0.243855879278	0.672119736578;0.672119736578	0.519;0.481	0.208;0.792	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr6	+	26460056-26463025;26460056-26463472	26459709-26460056;26463025-26463125;26463472-26463753	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/10_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#BTN2A1
TCAF1	ENSG00000198420	ENSG00000198420:143573082-143573715:source	0.000529062290678;-0.461998493454;0.414892343734;9.27294420313e-06;9.27294420313e-06;9.27294420313e-06	0.000147918488449;0.999165364601;0.956530829064;1.37447773909e-06;1.37447773909e-06;1.37447773909e-06	0.026;0.477;0.504;0.026;0.026;0.026	0.056;0.027;0.920;0.027;0.027;0.027	t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|1e3.1o1|1e4.1o1	True	False	True	6	5	1	chr7	-	143573715-143599167;143573715-143599120;143573715-143599054;143573715-143582303;143573715-143579829;143573715-143579016	143573082-143573715;143579016-143579192;143579829-143579998;143582303-143582463;143599054-143599291;143599054-143599291;143599054-143599291	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/33_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TCAF1
CD3G	ENSG00000160654	ENSG00000160654:118219979-118220037:target	-0.0199086607188;-0.0329202429417;0.214459279923	0.0561623927681;0.0898796393924;0.562471302508	0.527;0.261;0.212	0.374;0.087;0.539	t|1e1.1o2|1e1.2o2|i	True	False	False	2	2	1	chr11	+	118219765-118219979;118219886-118219979;118219978-118219979	118219742-118219886;118219742-118219886;118219887-118219978;118219979-118220037	;;;	;;;	(118219887, 118219978)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/24_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CD3G
NOP58	ENSG00000055044	ENSG00000055044:203164957-203165090:target	0.241696973783;-0.0730398357742;-0.074766487925	0.854840510299;0.0584477855937;0.0319669339682	0.729;0.144;0.127	0.965;0.028;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr2	+	203162629-203164957;203164860-203164957;203164956-203164957	203162568-203162629;203164581-203164860;203164861-203164956;203164957-203165090	;;;	;;;	(203164861, 203164956)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/2_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NOP58
AC009948.5	ENSG00000223960	ENSG00000223960:179291093-179291430:source	6.7269901696e-07;6.7269901696e-07;-0.00077665027007;-0.00474991745282;-0.00041614308885;0.267675875719;-0.000458206891442;-0.000596585371564;0.000638166325205;0.00066945627142;6.7269901696e-07;6.7269901696e-07;-0.00716150263626	1.49601490051e-09;1.49601490051e-09;1.83848380704e-05;0.00511726926708;2.99335068305e-06;0.909481352429;3.75137303992e-06;7.04672093551e-06;2.53353882565e-05;2.94433879018e-05;1.49601490051e-09;1.49601490051e-09;0.0160841707965	0.025;0.025;0.061;0.194;0.047;0.025;0.049;0.053;0.029;0.031;0.025;0.025;0.542	0.025;0.025;0.032;0.115;0.025;0.286;0.025;0.025;0.057;0.059;0.025;0.025;0.444	s|1e1.2o2|1e2.2o4|1e2.3o4|1e2.4o4|2e2.1o4|2e2.3o4|2e2.4o4|3e2.1o4|3e2.3o4|3e2.4o4|4e2.3o4|4e2.4o4|i	True	True	True	12	3	1	chr2	+	179291232-179291320;179291232-179295405;179291232-179295422;179291232-179295497;179291388-179295383;179291388-179295422;179291388-179295497;179291407-179295383;179291407-179295422;179291407-179295497;179291430-179295422;179291430-179295497;179291430-179291431	179291093-179291430;179291431-179295312;179295383-179295616;179295383-179295616;179295383-179295616;179295383-179295616;179295383-179295616;179295383-179295616;179295383-179295616;179295383-179295616;179295383-179295616;179295383-179295616;179295383-179295616	;;;;;;;;;;;;	;;;;;;;;;;;;	(179291431, 179295312)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/35_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#AC009948.5
AC009948.5	ENSG00000223960	ENSG00000223960:179295383-179295616:target	-1.57924213668e-07;-0.00041806635493;-0.000639840486986;-1.57924213668e-07;4.0640942707e-05;-0.000931726970906;0.203692929651;0.00025831075789;-1.57924213668e-07;0.00150393985905;-7.5801544649e-05;-0.0131187058514;-0.000477246321647;0.00027745648405;-1.57924213668e-07;0.000184584449017	1.48461800707e-10;3.15638900768e-06;8.61503621132e-06;1.48461800707e-10;1.83050469724e-08;2.44694873125e-05;0.651835299783;1.1426215239e-06;1.48461800707e-10;0.00121418577807;1.01676783234e-07;0.0196412905797;4.36514028922e-06;1.67451549822e-06;1.48461800707e-10;0.00183231292566	0.025;0.048;0.054;0.025;0.025;0.062;0.025;0.029;0.025;0.165;0.031;0.199;0.050;0.031;0.025;0.343	0.025;0.025;0.025;0.025;0.028;0.029;0.224;0.044;0.025;0.203;0.025;0.088;0.025;0.046;0.025;0.347	t|1e2.1o1|1e3.2o4|1e3.3o4|2e3.1o4|3e1.1o1|3e3.1o4|3e3.2o4|3e3.3o4|3e3.4o4|3e4.1o1|4e1.1o1|4e3.1o4|4e3.2o4|4e3.3o4|4e3.4o4|i	True	True	True	15	5	1	chr2	+	179280690-179295383;179291388-179295383;179291407-179295383;179291232-179295405;179278840-179295422;179291232-179295422;179291388-179295422;179291407-179295422;179291430-179295422;179295323-179295422;179278840-179295497;179291232-179295497;179291388-179295497;179291407-179295497;179291430-179295497;179295382-179295383	179278666-179278840;179278666-179278840;179280545-179280690;179291093-179291430;179291093-179291430;179291093-179291430;179291093-179291430;179291093-179291430;179291093-179291430;179291093-179291430;179291093-179291430;179291093-179291430;179291093-179291430;179291093-179291430;179295313-179295323;179295324-179295382;179295383-179295616	;;;;;;;;;;;;;;;;	;;;;;;;;;;;;;;;;	(179295324, 179295382)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/35_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#AC009948.5
SPPL2B	ENSG00000005206	ENSG00000005206:2351432-2351592:source	-0.430047237164;0.430047237164	0.991967350114;0.991967350114	0.869;0.131	0.449;0.551	s|1e1.1o1|i	False	False	False	1	2	1	chr19	+	2351592-2352944;2351592-2351593	2351432-2351592;2351593-2351617;2352944-2353565	;;	;;	(2351593, 2351617)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/0_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SPPL2B
SPPL2B	ENSG00000005206	ENSG00000005206:2352944-2353565:target	-0.399695341226;0.399695341226	0.987684644137;0.987684644137	0.935;0.065	0.544;0.456	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr19	+	2351592-2352944;2351655-2352944	2351432-2351592;2351618-2351655;2352944-2353565	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/0_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SPPL2B
LRRFIP2	ENSG00000093167	ENSG00000093167:37136283-37136399:target	-0.24061412017;0.24061412017	0.79133445333;0.79133445333	0.948;0.052	0.698;0.302	s|1e1.1o1|1e2.1o2	False	False	True	2	3	0	chr3	-	37133029-37136283;37125297-37136283	37125127-37125297;37132958-37133029;37136283-37136399	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/5_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#LRRFIP2
