#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_e_A E(PSI)	Th17_e_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
CNTRL	ENSG00000119397	ENSG00000119397:123858700-123858841:target	0.464547318185;-0.464547318185	0.993623370853;0.993623370853	0.034;0.966	0.489;0.511	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr9	+	123852683-123858700;123857296-123858700	123852553-123852683;123857166-123857296;123858700-123858841	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/16_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CNTRL
ARRDC1	ENSG00000197070	ENSG00000197070:140507733-140507962:target	-0.00706073426466;1.52581952273e-05;-0.11676401109;0.285300049803	0.000877937962841;1.24246835528e-07;0.345343056096;0.778438895764	0.092;0.025;0.600;0.303	0.026;0.026;0.355;0.631	t|1e0|2e1.1o1|3e1.1o1|4e1.1o1|i	True	True	False	3	2	1	chr9	+	140507458-140507865;140507458-140507875;140507458-140507912;140507732-140507733	140507348-140507458;140507348-140507458;140507348-140507458;140507459-140507732;140507733-140507962	;;;;	;;;;	(140507459, 140507732)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/43_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ARRDC1
ARRDC1	ENSG00000197070	ENSG00000197070:140507348-140507458:source	-0.00674208438743;1.23022341656e-05;-0.0740873876502;1.23022341656e-05;0.216564089272	0.000671075495931;9.61913260635e-08;0.217345091544;9.61913260635e-08;0.613170656782	0.091;0.025;0.577;0.025;0.325	0.026;0.026;0.363;0.026;0.621	s|1e1.2o4|1e1.3o4|1e1.4o4|1e2.1o1|i	False	True	True	4	3	1	chr9	+	140507458-140507865;140507458-140507875;140507458-140507912;140507458-140508067;140507458-140507459	140507348-140507458;140507459-140507732;140507733-140507962;140507733-140507962;140507733-140507962;140508067-140508222	;;;;;	;;;;;	(140507459, 140507732)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/43_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ARRDC1
ARRDC1	ENSG00000197070	ENSG00000197070:140508751-140508927:target	0.00050592203317;-0.432386323503;0.403968798129	2.67374827378e-05;0.997200524908;0.995101406969	0.027;0.946;0.037	0.047;0.524;0.431	t|1e1.1o3|1e1.3o3|i	True	False	False	2	2	1	chr9	+	140508628-140508751;140508666-140508751;140508750-140508751	140508592-140508666;140508592-140508666;140508667-140508750;140508751-140508927	;;;	;;;	(140508667, 140508750)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/43_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ARRDC1
TUBB4B	ENSG00000188229	ENSG00000188229:140136948-140138159:target	-0.223823999703;0.223823999703	0.810905368919;0.810905368919	0.948;0.052	0.729;0.271	t|1e1.1o1|i	False	False	False	1	2	1	chr9	+	140136473-140136948;140136947-140136948	140136363-140136473;140136474-140136947;140136948-140138159	;;	;;	(140136474, 140136947)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/42_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#TUBB4B
TRABD	ENSG00000170638	ENSG00000170638:50631443-50631522:target	-0.00128980452019;-0.0422911203403;-0.00066897265781;-1.30107334727e-05;-1.94583373464e-07;0.239279105047;-0.000163348154339	0.000820742750864;0.0908943087732;4.0264379089e-10;1.68792999617e-10;1.68793218501e-10;0.764504141052;1.72596597558e-10	0.298;0.279;0.044;0.026;0.025;0.313;0.032	0.273;0.142;0.025;0.025;0.025;0.576;0.025	t|1e0|2e1.1o4|2e1.2o4|2e1.3o4|2e1.4o4|2e2.1o1|2e3.1o2|2e3.2o2	True	True	True	7	4	1	chr22	+	50624405-50631456;50624430-50631456;50624434-50631456;50624474-50631456;50625020-50631456;50629077-50631456;50629225-50631456	50624344-50624474;50624344-50624474;50624344-50624474;50624344-50624474;50625010-50625020;50629027-50629225;50629027-50629225;50631443-50631522	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/37_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#TRABD
C16orf13	ENSG00000130731	ENSG00000130731:685281-685340:source	-0.381050476051;0.413571057206;-0.000262371117726	0.937684551518;0.964207966939;2.3108172026e-06	0.566;0.397;0.037	0.179;0.809;0.028	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr16	-	685340-686094;685340-685612;685340-685518	685281-685340;685518-685774;685518-685774;686094-686358	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/19_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#C16orf13
C16orf13	ENSG00000130731	ENSG00000130731:685518-685774:target	0.242769976691;-0.176558939568;-0.00113449208988;4.06463981206e-05	0.727953233254;0.567749086965;2.78728416963e-05;2.59795890493e-06	0.627;0.309;0.058;0.025	0.920;0.061;0.028;0.028	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	4	3	0	chr16	-	685340-685612;684797-685612;685340-685518;684797-685518	684664-684797;684664-684797;685281-685340;685281-685340;685518-685774	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/19_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#C16orf13
LIMK2	ENSG00000182541	ENSG00000182541:31655107-31655216:target	-0.320245855137;0.320245855137	0.878102956497;0.878102956497	0.838;0.162	0.502;0.498	t|1e1.1o2|i	False	False	False	1	2	1	chr22	+	31654412-31655107;31655106-31655107	31654277-31654470;31655033-31655106;31655107-31655216	;;	;;	(31655033, 31655106)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/41_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#LIMK2
CLK4	ENSG00000113240	ENSG00000113240:178043879-178043949:source	-0.247483184875;0.247483184875	0.671412841019;0.671412841019	0.501;0.499	0.180;0.820	t|1e1.2o4|1e2.1o2	False	False	True	2	3	0	chr5	-	178043949-178045557;178043949-178044345	178043879-178043949;178044072-178044435;178044698-178045779	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/15_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CLK4
CLK4	ENSG00000113240	ENSG00000113240:178044698-178045779:target	0.329531884613;-0.329531884613	0.888528016807;0.888528016807	0.520;0.480	0.865;0.135	s|1e0|2e1.1o2|2e2.1o1|3e0|4e0	True	False	True	2	3	0	chr5	-	178044435-178045557;178043949-178045557	178043879-178043949;178044072-178044435;178044698-178045779	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/15_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CLK4
VARS2	ENSG00000137411	ENSG00000137411:30881588-30882121:source	0.423447360173;-0.00268287367275;-0.000297928835266;-0.31322001051	0.987694109716;0.000503135286885;1.57406135314e-05;0.947695921559	0.544;0.081;0.041;0.338	0.959;0.029;0.029;0.028	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chr6	+	30882121-30882582;30882121-30882587;30882121-30882933;30882121-30882122	30881588-30882121;30882122-30882158;30882582-30882814;30882582-30882814;30882933-30883014	;;;;	;;;;	(30882122, 30882158)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/23_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#VARS2
ATG9A	ENSG00000198925	ENSG00000198925:220086994-220087172:target	-0.25126741285;3.32236116401e-05;0.249443987442	0.7485720917;8.30883077475e-07;0.749392581645	0.930;0.026;0.063	0.644;0.028;0.345	s|1e1.2o2|1e2.1o1|i	False	False	True	2	3	1	chr2	-	220086889-220086994;220086024-220086994;220086993-220086994	220085802-220086024;220086772-220086970;220086971-220086993;220086994-220087172	;;;	;;;	(220086971, 220086993)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/45_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ATG9A
NABP1	ENSG00000173559	ENSG00000173559:192548016-192548530:target	-0.000464789286346;0.208056248502;-0.0888279040683;-0.000457208813719	2.59924514738e-05;0.608563078615;0.265812370517;2.52501980233e-05	0.045;0.608;0.307;0.045	0.026;0.894;0.091;0.026	t|1e2.1o2|2e0|3e1.1o2|3e2.1o2|3e3.1o2	True	True	True	4	4	1	chr2	+	192547321-192548016;192546743-192548455;192547321-192548455;192548119-192548455	192546672-192547213;192547218-192547861;192547218-192547861;192548016-192548530	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/38_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#NABP1
OGT	ENSG00000147162	ENSG00000147162:70767757-70767873:target	1.76604444655e-09;0.255151184637;1.76604444655e-09;1.89828120406e-07;1.16463756765e-09;-0.255304026669	1.90777803463e-18;0.869073949806;1.90777803463e-18;2.35222905613e-18;1.90777909775e-18;0.867259973146	0.025;0.225;0.025;0.025;0.025;0.766	0.025;0.476;0.025;0.025;0.025;0.514	t|1e1.1o1|1e2.2o3|1e2.3o3|1e3.1o2|1e3.2o2|i	True	False	True	5	4	1	chrX	+	70757922-70767757;70764485-70767757;70764887-70767757;70766339-70767757;70766346-70767757;70767756-70767757	70757679-70757922;70764400-70764887;70764400-70764887;70766194-70766346;70766194-70766346;70766347-70767756;70767757-70767873	;;;;;;	;;;;;;	(70766347, 70767756)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/27_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#OGT
CNOT3	ENSG00000088038	ENSG00000088038:54649278-54649553:source	-0.203812500538;0.203812500538	0.620954697563;0.620954697563	0.974;0.026	0.757;0.243	s|1e1.1o1|i	False	False	False	1	2	1	chr19	+	54649553-54649646;54649553-54649554	54649278-54649553;54649554-54649645;54649646-54649779	;;	;;	(54649554, 54649645)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/6_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CNOT3
ZNF76	ENSG00000065029	ENSG00000065029:35262233-35262753:target	-0.1835287607;1.41942597026e-05;0.223487232584;-3.39287857544e-06;-0.00015415387511	0.534949192005;8.43061204259e-08;0.807577088364;8.44082416429e-08;8.85892595733e-08	0.208;0.025;0.744;0.026;0.032	0.026;0.026;0.969;0.026;0.026	t|1e1.1o1|1e2.1o2|1e2.2o2|2e3.2o4|3e3.2o4	True	True	True	5	4	1	chr6	+	35260821-35262233;35261662-35262233;35261692-35262233;35262346-35262509;35262346-35262557	35260658-35260821;35261528-35261692;35261528-35261692;35262233-35262753	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/3_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ZNF76
TSC2	ENSG00000103197	ENSG00000103197:2126492-2126586:source	4.62700882034e-05;0.245816105314;-0.259324474426	1.29496673324e-06;0.674702650322;0.706376037595	0.025;0.373;0.622	0.028;0.691;0.298	s|1e1.2o2|1e2.3o4|1e2.4o4	False	True	True	3	3	0	chr16	+	2126586-2127599;2126586-2129033;2126586-2129036	2126492-2126586;2127405-2127727;2128240-2129197;2128240-2129197	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/11_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#TSC2
TSC2	ENSG00000103197	ENSG00000103197:2128240-2129197:target	0.243619507523;4.66396672183e-05;-0.257075092026	0.669294282658;1.31309213854e-06;0.70085859006	0.374;0.025;0.621	0.690;0.028;0.299	t|1e0|2e0|3e1.1o1|3e2.1o1|4e1.1o1	True	True	True	3	3	0	chr16	+	2126586-2129033;2127727-2129033;2126586-2129036	2126492-2126586;2126492-2126586;2127405-2127727;2128240-2129197	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/11_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#TSC2
HUWE1	ENSG00000086758	ENSG00000086758:53652118-53652439:source	0.562674423076;-0.562674423076	0.99999365152;0.99999365152	0.081;0.919	0.629;0.371	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chrX	-	53652219-53654361;53652219-53652747	53652118-53652439;53652747-53652989;53654361-53654466	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/6_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#HUWE1
FNBP4	ENSG00000109920	ENSG00000109920:47753669-47753949:source	-0.221963494024;0.221963494024	0.677482072943;0.677482072943	0.416;0.584	0.147;0.853	t|1e0|2e0|3e1.1o2|4e0|i	False	True	False	1	2	1	chr11	-	47753771-47754089;47753949-47753950	47753669-47753949;47753950-47754033;47754034-47754222	;;	;;	(47753950, 47754033)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/14_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#FNBP4
TPRA1	ENSG00000163870	ENSG00000163870:127294246-127294526:source	-0.00255779827942;-0.0828457523311;0.235241663612	0.00148965969984;0.246713323936;0.736227414149	0.129;0.805;0.066	0.079;0.587;0.334	t|1e0|2e1.1o2|2e2.1o1|i	False	True	True	2	3	1	chr3	-	127294348-127294783;127294348-127294592;127294526-127294527	127294246-127294526;127294527-127294591;127294592-127294652;127294781-127294893	;;;	;;;	(127294527, 127294591)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/33_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#TPRA1
RAD9A	ENSG00000172613	ENSG00000172613:67160353-67161081:target	-0.297953380752;6.9278322523e-05;0.280792810492	0.75278403068;6.24732365397e-06;0.716214023867	0.583;0.026;0.409	0.223;0.030;0.761	t|1e0|2e0|3e1.1o1|4e1.1o1|i	True	True	False	2	2	1	chr11	+	67160253-67160967;67160253-67161009;67160352-67160353	67159852-67160253;67159852-67160253;67160254-67160352;67160353-67161081	;;;	;;;	(67160254, 67160352)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/38_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#RAD9A
COQ10B	ENSG00000115520	ENSG00000115520:198318147-198318388:source	-0.194828353619;-0.000196014352954;0.240098038248	0.648066538929;5.21377226617e-07;0.839628267408	0.944;0.034;0.033	0.723;0.025;0.271	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr2	+	198318388-198324656;198318388-198327263;198318388-198318389	198318147-198318388;198318389-198318487;198324656-198324805;198327263-198327455	;;;	;;;	(198318389, 198318487)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/15_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#COQ10B
GSDMD	ENSG00000104518	ENSG00000104518:144643031-144643274:target	0.250802408809;-0.250802408809	0.875987312798;0.875987312798	0.684;0.316	0.932;0.068	t|1e0|2e1.4o4|i	False	True	False	1	2	1	chr8	+	144642941-144643172;144643030-144643031	144642210-144642941;144642942-144643030;144643031-144643274	;;	;;	(144642942, 144643030)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/12_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#GSDMD
CHEK1	ENSG00000149554	ENSG00000149554:125496643-125496728:source	-1.82802308513e-06;-1.82802308513e-06;0.307304246041;-0.308494835842	1.00981514224e-08;1.00981514224e-08;0.92115354853;0.928897944813	0.025;0.025;0.619;0.371	0.025;0.025;0.927;0.064	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	4	3	0	chr11	+	125496715-125497502;125496715-125499127;125496728-125497502;125496728-125499127	125496643-125496728;125497502-125497725;125497502-125497725;125499127-125499191;125499127-125499191	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/27_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CHEK1
ACIN1	ENSG00000100813	ENSG00000100813:23535175-23535705:source	0.226812038451;4.41400367847e-07;-0.118699701124;-5.52103978515e-05;-0.0218821317537	0.73566736579;2.20473449713e-12;0.0975180559646;2.53043544654e-12;0.0353785909485	0.573;0.025;0.153;0.027;0.247	0.814;0.025;0.026;0.025;0.167	t|1e0|2e0|3e1.1o3|3e2.3o5|3e2.4o5|3e2.5o5|i	True	True	True	4	3	1	chr14	-	23535217-23538685;23535217-23536551;23535217-23536523;23535217-23536513;23535705-23535706	23535175-23535705;23535706-23536512;23536513-23537673;23536513-23537673;23536513-23537673;23538242-23538826	;;;;;	;;;;;	(23535706, 23536512)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/10_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ACIN1
XIST	ENSG00000229807	ENSG00000229807:73045950-73046290:target	1.24790666003e-07;-0.0102752501488;-0.131652775941;0.207611024152	2.70108070871e-15;0.00252659536536;0.20460166124;0.72473324837	0.025;0.190;0.182;0.623	0.025;0.121;0.038;0.836	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chrX	-	73042068-73045950;73042051-73045950;73040864-73045950;73045949-73045950	73040486-73040864;73041906-73042068;73041906-73042068;73042069-73045949;73045950-73046290	;;;;	;;;;	(73042069, 73045949)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/48_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#XIST
CTPS1	ENSG00000171793	ENSG00000171793:41474466-41474562:target	-0.301295804487;0.301295804487	0.936850096827;0.936850096827	0.967;0.033	0.671;0.329	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	41474386-41474466;41474465-41474466	41474331-41474386;41474387-41474465;41474466-41474562	;;	;;	(41474387, 41474465)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/37_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CTPS1
CTPS1	ENSG00000171793	ENSG00000171793:41474331-41474386:source	-0.296246304309;0.296246304309	0.8849486483;0.8849486483	0.900;0.100	0.596;0.404	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	41474386-41474466;41474386-41474387	41474331-41474386;41474387-41474465;41474466-41474562	;;	;;	(41474387, 41474465)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/37_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CTPS1
FTH1	ENSG00000167996	ENSG00000167996:61732459-61732584:target	-0.211643442037;0.211643442037	0.760031247967;0.760031247967	0.975;0.025	0.769;0.231	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr11	-	61732363-61732459;61732458-61732459	61731757-61732363;61732364-61732458;61732459-61732584	;;	;;	(61732364, 61732458)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/35_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#FTH1
PPP6R1	ENSG00000105063	ENSG00000105063:55758245-55758740:source	-0.617562673938;0.644429749238;-5.36132227868e-05	0.999999998961;0.999999999937;2.34070878331e-10	0.836;0.133;0.028	0.234;0.761;0.025	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	1	chr19	-	55758477-55769803;55758477-55767043;55758477-55763462	55758245-55758740;55763462-55763497;55767043-55767137;55769803-55770363	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/12_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#PPP6R1
CRACR2A	ENSG00000130038	ENSG00000130038:3736602-3736716:source	-0.207416611081;0.207416611081	0.615448939262;0.615448939262	0.969;0.031	0.710;0.290	t|1e1.1o1|i	False	False	False	1	2	1	chr12	-	3736716-3736791;3736716-3736717	3736602-3736716;3736717-3736790;3736791-3736872	;;	;;	(3736717, 3736790)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/19_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CRACR2A
UBE2D3	ENSG00000109332	ENSG00000109332:103730949-103734130:target	-0.00176984958224;-0.637969719144;0.69132698342	0.00126795654671;0.998450402098;0.999985517262	0.082;0.906;0.030	0.029;0.283;0.704	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr4	-	103730880-103730949;103730860-103730949;103730948-103730949	103730587-103730880;103730587-103730880;103730881-103730948;103730949-103734130	;;;	;;;	(103730881, 103730948)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/13_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#UBE2D3
RPL17-C18orf32	ENSG00000215472	ENSG00000215472:47017902-47017956:target	-0.222919984166;-0.000136921845378;0.248192006558	0.719685171929;1.60777184709e-07;0.81008436855	0.862;0.034;0.105	0.613;0.030;0.363	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr18	-	47017815-47017902;47017297-47017902;47017901-47017902	47017163-47017297;47017775-47017815;47017816-47017901;47017902-47017956	;;;	;;;	(47017816, 47017901)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/48_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#RPL17-C18orf32
ECI2	ENSG00000198721	ENSG00000198721:4135745-4135831:target	-0.20561680031;0.227101124675;-0.000626443264452	0.587907853409;0.627243799408;7.84697245188e-05	0.461;0.475;0.063	0.171;0.783;0.048	s|1e1.2o3|1e1.3o3|i	False	True	False	2	2	1	chr6	-	4133945-4135745;4133935-4135745;4135744-4135745	4133783-4134016;4133783-4134016;4135703-4135744;4135745-4135831	;;;	;;;	(4135703, 4135744)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/45_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ECI2
ECI2	ENSG00000198721	ENSG00000198721:4133783-4134016:source	-0.228740163885;1.6013934759e-05;1.6013934759e-05;0.210240884737;1.6013934759e-05	0.637612946119;5.29199506252e-07;5.29199506252e-07;0.587462510281;5.29199506252e-07	0.479;0.025;0.025;0.508;0.025	0.172;0.026;0.026;0.808;0.026	t|1e0|2e1.1o1|2e2.2o3|2e2.3o3|3e1.1o1|3e2.1o3	True	True	True	5	3	0	chr6	-	4133945-4135745;4133945-4135546;4133945-4135349;4133935-4135745;4133935-4135604	4133783-4134016;4135349-4135702;4135349-4135702;4135349-4135702;4135745-4135831;4135745-4135831	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/45_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ECI2
KDM1A	ENSG00000004487	ENSG00000004487:23408943-23408953:target	-0.296338371359;0.296338371359	0.759919189194;0.759919189194	0.714;0.286	0.362;0.638	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	23408859-23408943;23408942-23408943	23408713-23408859;23408860-23408942;23408943-23408953	;;	;;	(23408860, 23408942)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/0_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#KDM1A
RGS14	ENSG00000169220	ENSG00000169220:176798476-176798590:target	0.235140144018;-0.235140144018	0.797804180885;0.797804180885	0.726;0.274	0.970;0.030	t|1e1.1o1|i	False	False	False	1	2	1	chr5	+	176798397-176798476;176798475-176798476	176798351-176798397;176798398-176798475;176798476-176798590	;;	;;	(176798398, 176798475)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/36_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#RGS14
CCSER2	ENSG00000107771	ENSG00000107771:86198268-86198463:target	-0.266565018587;0.266565018587	0.808826888831;0.808826888831	0.973;0.027	0.700;0.300	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	1	chr10	+	86185649-86198268;86198133-86198268	86185487-86185649;86198038-86198133;86198268-86198463	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/13_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CCSER2
LDB1	ENSG00000198728	ENSG00000198728:103871191-103871293:source	-0.35145043979;0.35145043979	0.932394735055;0.932394735055	0.640;0.360	0.286;0.714	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr10	-	103871293-103879843;103871293-103874163	103871191-103871293;103874163-103874703;103879843-103880210	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/45_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#LDB1
STAG3	ENSG00000066923	ENSG00000066923:99817737-99818296:target	-0.24054128606;0.24054128606	0.832580959108;0.832580959108	0.933;0.067	0.697;0.303	t|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99817651-99817737;99817736-99817737	99816240-99817651;99817652-99817736;99817737-99818296	;;	;;	(99817652, 99817736)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/4_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#STAG3
STAG3	ENSG00000066923	ENSG00000066923:99816240-99817651:source	-0.279575376299;0.279575376299	0.960520222782;0.960520222782	0.932;0.068	0.659;0.341	s|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99817651-99817737;99817651-99817652	99816240-99817651;99817652-99817736;99817737-99818296	;;	;;	(99817652, 99817736)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/4_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#STAG3
RAPGEF1	ENSG00000107263	ENSG00000107263:134526026-134526336:source	-0.378332580299;-0.000104315258754;5.00426123525e-06;0.355339456974;0.00206950676077	0.983256726921;2.33817770755e-09;1.74437150011e-09;0.977858438358;9.19237564961e-05	0.833;0.030;0.025;0.112;0.028	0.463;0.025;0.025;0.460;0.070	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	1	chr9	-	134526336-134615157;134526336-134612792;134526336-134585007;134526336-134551944;134526336-134543554	134526026-134526336;134543554-134543564;134551944-134551954;134585007-134585229;134612792-134612925;134615157-134615461	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/13_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#RAPGEF1
CIDEB	ENSG00000136305	ENSG00000136305:24775580-24775729:target	-0.340681658516;1.77478564344e-05;0.335835055542	0.946373348212;4.79928391274e-08;0.937589772612	0.475;0.025;0.520	0.135;0.026;0.857	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr14	-	24775343-24775580;24774971-24775580;24775579-24775580	24774302-24774971;24775153-24775343;24775344-24775579;24775580-24775729	;;;	;;;	(24775344, 24775579)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/22_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CIDEB
CIDEB	ENSG00000136305	ENSG00000136305:24775153-24775343:source	-0.210107327563;0.210107327563	0.687040791684;0.687040791684	0.363;0.637	0.120;0.880	t|1e1.1o1|i	False	False	False	1	2	1	chr14	-	24775343-24775580;24775343-24775344	24775153-24775343;24775344-24775579;24775580-24775729	;;	;;	(24775344, 24775579)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/22_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CIDEB
