#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th1_e_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
HLA-A	ENSG00000206503	ENSG00000206503:29912818-29912942:source	-0.46696386836;0.46696386836	0.995556210437;0.995556210437	0.739;0.261	0.283;0.717	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr6	+	29912868-29913011;29912942-29912943	29912818-29912942;29912943-29913010;29913011-29913065	;;	;;	(29912943, 29913010)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/56_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#HLA-A
TSC1	ENSG00000165699	ENSG00000165699:135786596-135786955:target	0.255542241414;-0.255542241414	0.669658435715;0.669658435715	0.299;0.701	0.633;0.367	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr9	-	135786500-135786840;135786595-135786596	135786389-135786500;135786501-135786595;135786596-135786955	;;	;;	(135786501, 135786595)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/40_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TSC1
PRKRIP1	ENSG00000128563	ENSG00000128563:102038067-102038145:target	-0.270899818431;0.270899818431	0.781572552966;0.781572552966	0.484;0.516	0.177;0.823	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr7	+	102016769-102038067;102036984-102038067	102016659-102016769;102036424-102036984;102038067-102038145	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/22_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PRKRIP1
SUN2	ENSG00000100242	ENSG00000100242:39148512-39148670:source	7.91472536447e-08;-0.278442308282;7.91472536447e-08;0.275236526711	1.6225193338e-16;0.886441668666;1.6225193338e-16;0.878833297641	0.025;0.707;0.025;0.292	0.025;0.432;0.025;0.564	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr22	-	39148670-39162239;39148670-39151768;39148670-39151563;39148670-39150647	39148512-39148670;39150647-39150780;39151563-39151639;39151768-39152005;39162239-39162338	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/9_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SUN2
ARHGAP12	ENSG00000165322	ENSG00000165322:32097922-32098056:source	4.55929452889e-05;0.317394657487;-0.321828378302	7.2019957655e-06;0.919004428354;0.948600629925	0.027;0.644;0.345	0.030;0.965;0.028	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr10	-	32098056-32099577;32098056-32098158;32098056-32098057	32097922-32098056;32098057-32098157;32098158-32098613;32099577-32099675	;;;	;;;	(32098057, 32098157)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/40_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ARHGAP12
TRIM52	ENSG00000183718	ENSG00000183718:180687002-180688119:target	-1.90900106993e-06;-1.90900106993e-06;0.00428784416903;-0.598663720747;-1.90900106993e-06;0.523550630705	3.30566035504e-06;3.30566035504e-06;0.00597278132473;0.998199397733;3.30566035504e-06;0.981845290014	0.027;0.027;0.075;0.701;0.027;0.203	0.027;0.027;0.142;0.117;0.027;0.720	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|i	False	True	True	5	5	1	chr5	-	180686907-180687002;180684495-180687002;180684055-180687002;180683860-180687002;180681985-180687002;180687001-180687002	180681417-180681985;180682147-180683860;180684010-180684495;180684010-180684495;180686262-180686907;180686908-180687001;180687002-180688119	;;;;;;	;;;;;;	(180686908, 180687001)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/50_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TRIM52
DMTF1	ENSG00000135164	ENSG00000135164:86811514-86811653:target	-0.483557646971;0.483557646971	0.985356732347;0.985356732347	0.643;0.357	0.168;0.832	t|1e0|2e1.1o1|3e0|i	False	True	False	1	2	1	chr7	+	86810657-86811544;86811513-86811514	86810512-86810657;86811481-86811513;86811514-86811653	;;	;;	(86811481, 86811513)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/26_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#DMTF1
XRN1	ENSG00000114127	ENSG00000114127:142095091-142095436:source	-0.248379043822;9.40073985353e-05;0.230114491216	0.82465317742;2.94786076202e-07;0.781324216789	0.953;0.027;0.040	0.693;0.030;0.282	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr3	-	142095436-142098924;142095436-142095539;142095436-142095437	142095091-142095436;142095437-142095538;142095539-142095549;142098924-142099022	;;;	;;;	(142095437, 142095538)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/16_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#XRN1
MLF2	ENSG00000089693	ENSG00000089693:6859311-6859484:source	-0.215900693473;0.215900693473	0.712726218281;0.712726218281	0.974;0.026	0.763;0.237	t|1e0|2e1.2o3|i	False	True	False	1	2	1	chr12	-	6859471-6859879;6859484-6859485	6859311-6859484;6859485-6859509;6859510-6860114	;;	;;	(6859485, 6859509)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/7_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MLF2
GIT2	ENSG00000139436	ENSG00000139436:110388499-110389121:target	0.000188373557306;-0.000254231033581;1.10656990136e-06;-1.44209619279e-05;-0.155113090186;0.309768051645;-0.00596437835948	2.85871964985e-07;2.4887900051e-08;2.5800313171e-11;4.43853772042e-11;0.488808547704;0.947160810692;4.05786048356e-05	0.033;0.036;0.025;0.026;0.700;0.136;0.080	0.040;0.028;0.025;0.025;0.477;0.441;0.028	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.2o3|2e1.1o1|2e2.1o1|2e4.2o3|3e0	True	True	True	7	5	1	chr12	-	110386651-110389017;110385309-110389017;110383154-110389017;110377052-110389017;110386651-110388972;110385309-110388972;110377052-110388972	110376970-110377490;110376970-110377490;110383065-110383154;110385061-110385309;110385061-110385309;110385867-110386651;110385867-110386651;110388499-110389121	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/30_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#GIT2
CASK	ENSG00000147044	ENSG00000147044:41604777-41604854:target	-0.302827725823;0.302827725823	0.848882776379;0.848882776379	0.403;0.597	0.081;0.919	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chrX	-	41602989-41604777;41598709-41604777	41598637-41598709;41602866-41602989;41604777-41604854	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CASK
TAF1D	ENSG00000166012	ENSG00000166012:93467791-93467827:target	-8.91372860842e-05;-0.000709792101862;-0.129884269696;0.229277635679	8.60136496271e-08;2.86588418822e-06;0.397209352703;0.675736938924	0.029;0.047;0.428;0.503	0.026;0.026;0.202;0.786	s|1e1.1o3|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1	chr11	-	93466671-93467791;93466585-93467791;93466563-93467791;93467790-93467791	93466471-93466671;93466471-93466671;93466471-93466671;93466672-93467790;93467791-93467827	;;;;	;;;;	(93466672, 93467790)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TAF1D
TAF1D	ENSG00000166012	ENSG00000166012:93466471-93466671:target	-0.617228792128;0.617228792128	0.999992732393;0.999992732393	0.741;0.259	0.140;0.860	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr11	-	93466287-93466516;93466470-93466471	93465966-93466287;93466288-93466470;93466471-93466671	;;	;;	(93466288, 93466470)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TAF1D
TAF1D	ENSG00000166012	ENSG00000166012:93463833-93463878:target	-0.367225664183;0.367225664183	0.992080558622;0.992080558622	0.669;0.331	0.311;0.689	s|1e0|2e1.1o1|3e0|i	True	False	False	1	2	1	chr11	-	93463613-93463843;93463832-93463833	93463114-93463613;93463614-93463832;93463833-93463878	;;	;;	(93463614, 93463832)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TAF1D
TAF1D	ENSG00000166012	ENSG00000166012:93467791-93467827:source	-1.68833709061e-05;5.94576143739e-05;-0.501270993941;-1.57629631733e-05;0.528040416411	6.84393126609e-06;6.75183612982e-06;0.999850833794;6.84156341049e-06;0.999376505138	0.028;0.025;0.517;0.028;0.439	0.028;0.028;0.028;0.028;0.954	t|1e0|2e1.3o3|2e2.2o2|2e3.1o2|2e4.1o1|i	False	True	True	4	5	1	chr11	-	93467826-93470230;93467826-93469456;93467826-93469307;93467826-93468129;93467827-93467828	93467791-93467827;93467828-93468128;93468129-93468404;93469081-93469455;93469456-93469470;93470230-93470405	;;;;;	;;;;;	(93467828, 93468128)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TAF1D
TAF1D	ENSG00000166012	ENSG00000166012:93463833-93463878:source	-0.349510949808;0.349510949808	0.954050028586;0.954050028586	0.594;0.406	0.249;0.751	t|1e1.2o3|i	False	False	False	1	2	1	chr11	-	93463878-93464316;93463878-93463879	93463833-93463878;93463879-93464311;93464312-93464382	;;	;;	(93463879, 93464311)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TAF1D
TAF1D	ENSG00000166012	ENSG00000166012:93465966-93466287:source	-0.559921385077;0.559921385077	0.999717431214;0.999717431214	0.713;0.287	0.167;0.833	t|1e1.1o2|i	False	False	False	1	2	1	chr11	-	93466287-93466516;93466287-93466288	93465966-93466287;93466288-93466470;93466471-93466671	;;	;;	(93466288, 93466470)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TAF1D
TAF1D	ENSG00000166012	ENSG00000166012:93469860-93470133:source	7.40386337898e-06;-0.337280712199;0.334390823538	9.78913490065e-10;0.939862965924;0.937037393411	0.025;0.777;0.219	0.025;0.443;0.552	t|1e0|2e1.3o3|3e0|4e1.3o3|5e0|i	True	True	False	2	2	1	chr11	-	93469996-93470230;93469917-93470230;93470133-93470134	93469860-93470133;93470134-93470229;93470230-93470405;93470230-93470405	;;;	;;;	(93470134, 93470229)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TAF1D
ST3GAL5	ENSG00000115525	ENSG00000115525:86073500-86073686:source	0.353319498727;-0.353319498727	0.97369020141;0.97369020141	0.599;0.401	0.947;0.053	t|1e1.4o4|1e2.1o1	False	False	True	2	3	0	chr2	-	86073686-86074984;86073686-86074505	86073500-86073686;86074505-86074685;86074984-86076699	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/17_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ST3GAL5
RAD9A	ENSG00000172613	ENSG00000172613:67163734-67163871:target	-0.136797738063;-0.0515843583938;8.66165238679e-06;0.365299622521	0.411337536846;0.148325498967;5.42490388923e-08;0.994610289318	0.229;0.762;0.025;0.025	0.039;0.577;0.026;0.381	t|1e1.1o2|1e1.2o2|2e1.2o2|i	True	True	False	3	2	1	chr11	+	67163642-67163734;67163646-67163734;67163646-67163819;67163733-67163734	67163582-67163646;67163582-67163646;67163582-67163646;67163647-67163733;67163734-67163871	;;;;	;;;;	(67163647, 67163733)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/45_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RAD9A
RAD9A	ENSG00000172613	ENSG00000172613:67160353-67161081:target	-0.355561711289;5.3928622072e-05;0.357106318875	0.922373979318;5.49487061841e-06;0.918059197106	0.497;0.027;0.485	0.133;0.030;0.853	t|1e0|2e0|3e1.1o1|4e1.1o1|i	True	True	False	2	2	1	chr11	+	67160253-67160967;67160253-67161009;67160352-67160353	67159852-67160253;67159852-67160253;67160254-67160352;67160353-67161081	;;;	;;;	(67160254, 67160352)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/45_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RAD9A
RAD9A	ENSG00000172613	ENSG00000172613:67159852-67160253:source	-0.409320305661;5.62202736132e-05;0.411660757499	0.945687041542;1.55657640274e-05;0.94335183148	0.571;0.028;0.408	0.157;0.032;0.826	s|1e1.3o4|1e1.4o4|i	False	True	False	2	2	1	chr11	+	67160253-67160967;67160253-67161009;67160253-67160254	67159852-67160253;67160254-67160352;67160353-67161081;67160353-67161081	;;;	;;;	(67160254, 67160352)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/45_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RAD9A
SEC31A	ENSG00000138674	ENSG00000138674:83782784-83782999:source	0.222761683061;-0.222761683061	0.694767032608;0.694767032608	0.053;0.947	0.307;0.693	t|1e0|2e1.1o2|2e2.1o1	False	True	True	2	3	0	chr4	-	83782861-83784471;83782861-83783687	83782784-83782999;83783687-83783725;83784364-83784545	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/29_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SEC31A
GSDMD	ENSG00000104518	ENSG00000104518:144643031-144643274:target	0.213238752502;-0.213238752502	0.73709563149;0.73709563149	0.698;0.302	0.913;0.087	t|1e0|2e1.4o4|i	False	True	False	1	2	1	chr8	+	144642941-144643172;144643030-144643031	144642210-144642941;144642942-144643030;144643031-144643274	;;	;;	(144642942, 144643030)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/12_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#GSDMD
HIF1AN	ENSG00000166135	ENSG00000166135:102295955-102296418:target	1.5419444009e-05;0.000302027095986;-0.295791950506;0.268577642568	4.49922998059e-08;5.03958906165e-06;0.924430590524;0.887036879601	0.025;0.027;0.958;0.028	0.026;0.039;0.667;0.291	t|1e0|2e1.1o1|2e2.1o2|2e2.2o2|3e0|i	True	True	True	3	3	1	chr10	+	102289153-102296168;102295807-102296168;102295892-102296168;102295954-102295955	102288829-102289153;102295616-102295892;102295616-102295892;102295893-102295954;102295955-102296418	;;;;	;;;;	(102295893, 102295954)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#HIF1AN
HIF1AN	ENSG00000166135	ENSG00000166135:102295616-102295892:source	0.000176166595731;-0.421686619379;0.40980534227	6.12650189962e-07;0.998742668362;0.998751119082	0.028;0.942;0.039	0.035;0.531;0.438	s|1e1.2o3|2e1.2o3|i	True	True	False	2	2	1	chr10	+	102295807-102296168;102295892-102296168;102295892-102295893	102295616-102295892;102295893-102295954;102295955-102296418;102295955-102296418	;;;	;;;	(102295893, 102295954)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#HIF1AN
ACIN1	ENSG00000100813	ENSG00000100813:23535175-23535705:source	0.349833401471;1.96140961782e-05;-0.14196413905;-5.50004690585e-05;-0.137297272941	0.97988163234;6.68992711545e-09;0.240951693242;3.88609420042e-11;0.366439450755	0.566;0.025;0.173;0.027;0.218	0.907;0.026;0.027;0.025;0.057	t|1e0|2e0|3e1.1o3|3e2.3o5|3e2.4o5|3e2.5o5|i	True	True	True	4	3	1	chr14	-	23535217-23538685;23535217-23536551;23535217-23536523;23535217-23536513;23535705-23535706	23535175-23535705;23535706-23536512;23536513-23537673;23536513-23537673;23536513-23537673;23538242-23538826	;;;;;	;;;;;	(23535706, 23536512)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/10_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ACIN1
ACIN1	ENSG00000100813	ENSG00000100813:23533314-23533466:source	-0.34201791912;0.335525064801;1.90188613717e-05	0.931295134334;0.921997000284;7.45099754467e-08	0.729;0.270;0.025	0.386;0.608;0.026	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr14	-	23533466-23533564;23533430-23533564;23533466-23533467	23533314-23533466;23533467-23533563;23533564-23533919;23533564-23533919	;;;	;;;	(23533467, 23533563)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/10_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ACIN1
RAB3GAP1	ENSG00000115839	ENSG00000115839:135920318-135920421:target	-0.222008902603;0.222008902603	0.732415408496;0.732415408496	0.926;0.074	0.690;0.310	t|1e1.1o1|i	False	False	False	1	2	1	chr2	+	135920221-135920318;135920317-135920318	135920125-135920221;135920222-135920317;135920318-135920421	;;	;;	(135920222, 135920317)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/18_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RAB3GAP1
YTHDC2	ENSG00000047188	ENSG00000047188:112929000-112929087:source	0.445213340777;-0.445213340777	0.973193291044;0.973193291044	0.409;0.591	0.851;0.149	s|1e1.1o2|i	False	False	False	1	2	1	chr5	+	112929087-112929179;112929087-112929088	112929000-112929087;112929088-112929178;112929179-112930982	;;	;;	(112929088, 112929178)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/2_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#YTHDC2
SRSF6	ENSG00000124193	ENSG00000124193:42087793-42088060:source	0.514539905645;-0.514539905645	0.999422830964;0.999422830964	0.405;0.595	0.906;0.094	s|1e1.1o1|i	False	False	False	1	2	1	chr20	+	42088060-42088411;42088060-42088061	42087793-42088060;42088061-42088410;42088411-42088535	;;	;;	(42088061, 42088410)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/21_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SRSF6
PPP6R1	ENSG00000105063	ENSG00000105063:55758245-55758740:source	-0.671902041479;0.645544335259;0.000379342380933	0.999999994934;0.999999967545;5.24570984403e-06	0.850;0.139;0.025	0.195;0.768;0.040	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	1	chr19	-	55758477-55769803;55758477-55767043;55758477-55763462	55758245-55758740;55763462-55763497;55767043-55767137;55769803-55770363	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/12_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PPP6R1
PTOV1	ENSG00000104960	ENSG00000104960:50359393-50360387:source	-0.271064936948;0.271064936948	0.811754377478;0.811754377478	0.725;0.275	0.431;0.569	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr19	+	50360387-50360950;50360387-50360388	50359393-50360387;50360388-50360949;50360950-50361039	;;	;;	(50360388, 50360949)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/12_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PTOV1
GIGYF1	ENSG00000146830	ENSG00000146830:100277130-100279411:source	-2.65335760961e-05;0.216360625332;-0.206563368589	1.22992955122e-06;0.751241805015;0.689310160195	0.029;0.744;0.234	0.028;0.969;0.027	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr7	-	100279411-100279487;100279394-100279487;100279411-100279412	100277130-100279411;100279412-100279486;100279487-100279616;100279487-100279616	;;;	;;;	(100279412, 100279486)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#GIGYF1
GIGYF1	ENSG00000146830	ENSG00000146830:100283597-100283702:source	0.267151017822;-0.267151017822	0.874902410242;0.874902410242	0.674;0.326	0.943;0.057	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	100283702-100283803;100283702-100283703	100283597-100283702;100283703-100283802;100283803-100284056	;;	;;	(100283703, 100283802)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#GIGYF1
GIGYF1	ENSG00000146830	ENSG00000146830:100279695-100279858:target	0.20175904088;-0.20175904088	0.668397412901;0.668397412901	0.766;0.234	0.972;0.028	s|1e1.1o1|i	False	False	False	1	2	1	chr7	-	100279616-100279695;100279694-100279695	100279487-100279616;100279617-100279694;100279695-100279858	;;	;;	(100279617, 100279694)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#GIGYF1
GIGYF1	ENSG00000146830	ENSG00000146830:100281643-100281780:source	0.213327051882;-0.213327051882	0.707940669068;0.707940669068	0.759;0.241	0.973;0.027	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	100281780-100281860;100281780-100281781	100281643-100281780;100281781-100281859;100281860-100281960	;;	;;	(100281781, 100281859)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#GIGYF1
AP4B1	ENSG00000134262	ENSG00000134262:114442031-114442630:target	-7.68157149297e-05;-0.213416685085;0.247386025121	2.23057459989e-07;0.634480662819;0.729824683896	0.030;0.820;0.157	0.027;0.546;0.445	s|1e0|2e0|3e0|3e1.1o1|3e2.1o2|4e0|i	True	False	True	2	3	1	chr1	-	114441974-114442526;114441423-114442526;114442030-114442031	114441340-114441423;114441706-114441974;114441975-114442030;114442031-114442630	;;;	;;;	(114441975, 114442030)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/25_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#AP4B1
DGCR2	ENSG00000070413	ENSG00000070413:19052361-19052588:source	1.52985661649e-05;1.52985661649e-05;-0.322520211665;0.321651355634;1.52985661649e-05	1.24882084398e-06;1.24882084398e-06;0.878852543447;0.897549852281;1.24882084398e-06	0.026;0.026;0.944;0.042;0.026	0.027;0.027;0.607;0.372;0.027	t|1e1.1o2|2e1.1o2|3e1.2o2|4e1.1o2|4e2.1o1	True	True	True	5	3	1	chr22	-	19052588-19055613;19052580-19055613;19052578-19055611;19052571-19055613;19052571-19053269	19052361-19052588;19053269-19053417;19055611-19055738;19055611-19055738;19055611-19055738;19055611-19055738	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/4_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#DGCR2
ENSG00000225241	ENSG00000225241	ENSG00000225241:144598512-144598780:target	-0.0101243079792;-0.00107836794857;1.95328016634e-07;-0.0835610289175;0.317559006313	0.00148168164523;9.18087102739e-06;1.07425261471e-09;0.238987088092;0.935825546105	0.094;0.053;0.025;0.276;0.574	0.025;0.025;0.025;0.100;0.890	t|1e0|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o2|2e0|3e0|4e0	True	True	True	5	5	1	chr1	+	144593936-144598512;144593965-144598512;144594483-144598512;144595952-144598512;144596473-144598512	144593363-144593965;144593363-144593965;144594045-144594483;144595835-144595952;144596284-144597070;144598512-144598780	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/58_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ENSG00000225241
RAB24	ENSG00000169228	ENSG00000169228:176729236-176729497:target	0.309670129415;-0.309670129415	0.938653011043;0.938653011043	0.609;0.391	0.917;0.083	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr5	-	176729179-176729398;176729235-176729236	176729129-176729179;176729180-176729235;176729236-176729497	;;	;;	(176729180, 176729235)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/43_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RAB24
RPL17-C18orf32	ENSG00000215472	ENSG00000215472:47017902-47017956:target	-0.24606331272;-0.000115132287247;0.264954462943	0.795960410408;2.95431125035e-07;0.867616745309	0.888;0.034;0.078	0.630;0.031;0.344	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr18	-	47017815-47017902;47017297-47017902;47017901-47017902	47017163-47017297;47017775-47017815;47017816-47017901;47017902-47017956	;;;	;;;	(47017816, 47017901)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/57_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RPL17-C18orf32
MXRA7	ENSG00000182534	ENSG00000182534:74681154-74681247:target	9.62570765701e-05;-0.278359461964;0.255135808077	1.95310089441e-05;0.706756516823;0.654351149302	0.026;0.519;0.473	0.032;0.163;0.820	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr17	-	74680009-74681154;74676961-74681154;74673784-74681154	74668633-74673784;74675651-74676961;74679929-74680009;74681154-74681247	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/50_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MXRA7
C14orf2	ENSG00000156411	ENSG00000156411:104381098-104381526:target	-0.272428978725;0.255182706391;9.48348402438e-05	0.919231970232;0.849232019382;8.41700847456e-06	0.302;0.695;0.025	0.030;0.962;0.030	s|1e1.1o1|1e2.2o2|1e3.1o1|2e0	True	False	True	3	4	1	chr14	-	104380970-104381403;104380321-104381403;104379031-104381403	104378625-104379031;104379556-104380479;104380749-104380970;104381098-104381526	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/36_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#C14orf2
EXOC1	ENSG00000090989	ENSG00000090989:56719782-56720119:source	-0.31170085368;0.31170085368	0.860441442174;0.860441442174	0.708;0.292	0.377;0.623	s|1e1.1o2|2e1.1o2	True	True	False	2	2	0	chr4	+	56719963-56724480;56720119-56724480	56719782-56720119;56724480-56724613;56724480-56724613	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/8_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#EXOC1
LDB1	ENSG00000198728	ENSG00000198728:103867317-103868080:source	-0.0855726133708;-0.00304779565495;-0.00114811962384;0.244076620274	0.248345073401;0.00515902705479;3.17861876795e-07;0.761751254282	0.293;0.475;0.052;0.178	0.116;0.430;0.025;0.449	t|1e1.1o2|1e1.2o2|2e1.2o2|i	True	True	False	3	2	1	chr10	-	103868080-103868792;103868080-103868786;103868079-103868786;103868080-103868081	103867317-103868080;103868081-103868785;103868786-103868934;103868786-103868934;103868786-103868934	;;;;	;;;;	(103868081, 103868785)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/54_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#LDB1
